candidate_id,dimension,value,trades,modified_trades,delta_jpy,candidate_net_jpy
C1_BREAKOUT_ACCEPTANCE_30M,side,LONG,252,123,-12691.999999999947,5646.000000000049
C1_BREAKOUT_ACCEPTANCE_30M,side,SHORT,177,94,-2545.9999999996217,-8161.999999999621
C2_FALSE_BREAK_RANGE_REENTRY,side,LONG,252,198,-15923.999999999802,2414.0000000001983
C2_FALSE_BREAK_RANGE_REENTRY,side,SHORT,177,139,8327.000000000564,2711.0000000005607
C3_PROFIT_TO_NONPROFIT_GIVEBACK,side,LONG,252,188,-14217.000000000098,4120.999999999904
C3_PROFIT_TO_NONPROFIT_GIVEBACK,side,SHORT,177,126,12714.000000000597,7098.0000000005975
