average_trade_jpy,candidate_id,gross_loss_jpy,gross_profit_jpy,longest_realized_underwater_hours,maximum_consecutive_losses,median_trade_jpy,minimum_realized_equity_jpy,modified_trades,net_jpy,period_scope,profit_factor,realized_drawdown_jpy,top_1_winner_removal_net_jpy,top_3_winner_removal_net_jpy,top_5_winner_removal_net_jpy,trades,win_rate
6.261793103448475,B0_A2_EARLY_C3_PLUS_A4_SESSION_LOSS_CAP_2,-390240.99999999907,412939.99999999977,9125.499765555556,20,-15.00000000001478,97517.00000000001,429,22699.00000000072,2020_2022,1.058166620114239,38144.00000000019,19868.000000000702,15894.000000000713,12077.000000000706,3625,0.4281379310344828
,B0_A2_EARLY_C3_PLUS_A4_SESSION_LOSS_CAP_2,-350920,413017,,,,,386,62097,2023_2024,1.176954861506896,,,,,2343,
