trade_id,strategy,entry_utc,session_key,prior_session_loss_count,decision,source_pnl_jpy
F05|2020-10-14T15:15:00.273000+00:00|-1,F05,2020-10-14T15:15:00.273000+00:00,2020-10-14|LONDON_NY_OVERLAP,0,ACCEPT,-99.99999999999432
B02|2020-10-15T09:15:00.560000+00:00|1,B02,2020-10-15T09:15:00.560000+00:00,2020-10-15|LONDON,0,ACCEPT,76.00000000000762
F05|2020-10-15T14:15:02.311000+00:00|1,F05,2020-10-15T14:15:02.311000+00:00,2020-10-15|LONDON_NY_OVERLAP,0,ACCEPT,48.00000000000182
F05|2020-10-15T16:00:00.091000+00:00|1,F05,2020-10-15T16:00:00.091000+00:00,2020-10-15|NEW_YORK,0,ACCEPT,-27.000000000001023
F05|2020-10-15T18:15:00.330000+00:00|1,F05,2020-10-15T18:15:00.330000+00:00,2020-10-15|NEW_YORK,0,ACCEPT,-183.9999999999975
B02|2020-10-19T09:00:00.634000+00:00|-1,B02,2020-10-19T09:00:00.634000+00:00,2020-10-19|LONDON,0,ACCEPT,-40.00000000000625
F05|2020-10-20T00:15:01.301000+00:00|1,F05,2020-10-20T00:15:01.301000+00:00,2020-10-20|ASIA,0,ACCEPT,24.00000000000091
B02|2020-10-20T11:45:00.202000+00:00|1,B02,2020-10-20T11:45:00.202000+00:00,2020-10-20|LONDON,0,ACCEPT,-0.999999999990564
F05|2020-10-20T11:45:00.202000+00:00|1,F05,2020-10-20T11:45:00.202000+00:00,2020-10-20|LONDON,0,ACCEPT,-203.00000000000296
F05|2020-10-20T12:30:00.226000+00:00|1,F05,2020-10-20T12:30:00.226000+00:00,2020-10-20|LONDON,0,ACCEPT,-231.99999999999932
F05|2020-10-21T01:00:00.236000+00:00|-1,F05,2020-10-21T01:00:00.236000+00:00,2020-10-21|ASIA,0,ACCEPT,430.0000000000068
F05|2020-10-21T03:45:00.481000+00:00|-1,F05,2020-10-21T03:45:00.481000+00:00,2020-10-21|ASIA,0,ACCEPT,441.0000000000025
F05|2020-10-21T06:30:00.298000+00:00|-1,F05,2020-10-21T06:30:00.298000+00:00,2020-10-21|ASIA,0,ACCEPT,743.9999999999998
B02|2020-10-21T07:15:00.340000+00:00|-1,B02,2020-10-21T07:15:00.340000+00:00,2020-10-21|LONDON,0,ACCEPT,614.0000000000043
F05|2020-10-21T07:15:00.340000+00:00|-1,F05,2020-10-21T07:15:00.340000+00:00,2020-10-21|LONDON,0,ACCEPT,635.0000000000051
F05|2020-10-21T08:00:00.070000+00:00|-1,F05,2020-10-21T08:00:00.070000+00:00,2020-10-21|LONDON,0,ACCEPT,438.99999999999295
F05|2020-10-21T10:15:02.935000+00:00|-1,F05,2020-10-21T10:15:02.935000+00:00,2020-10-21|LONDON,0,ACCEPT,311.9999999999976
