trade_id,strategy,signal_utc,entry_utc,baseline_close_utc,close_utc,side,side_label,lots,entry_price,baseline_close_price,close_price,baseline_pnl_jpy,pnl_jpy,modified,reason,entry_bar_index,baseline_exit_bar_index,exit_bar_index,session,year,halfyear,quarter,month,detail,source,c3_boundary,atr_m15_pips,extension_atr,volatility_state,current_60s_pips,mfe_60s_pips,mae_60s_pips
F05|2020-01-06T15:30:00.342000+00:00|1,F05,2020-01-06T15:15:00+00:00,2020-01-06T15:30:00.342000+00:00,2020-01-06T23:30:00.265000+00:00,2020-01-06T23:30:00.265000+00:00,1,LONG,0.01,108.237,108.391,108.391,154.00000000001057,154.00000000001057,False,UNCHANGED_BASELINE_TRADE,6526,6558,6558,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=108.179;current_low=107.77;previous_high=108.212;previous_low=107.77;signal_close=108.234;previous_close=108.121,DUKASCOPY_SOURCE_NATIVE_BIDASK,,5.49398237522513,3.622144856113477,LOW,,,
F05|2020-01-06T16:30:00.090000+00:00|1,F05,2020-01-06T16:15:00+00:00,2020-01-06T16:30:00.090000+00:00,2020-01-07T00:30:00.109000+00:00,2020-01-07T00:30:00.109000+00:00,1,LONG,0.01,108.372,108.401,108.401,28.999999999996362,28.999999999996362,False,UNCHANGED_BASELINE_TRADE,6530,6562,6562,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=108.365;current_low=107.77;previous_high=108.365;previous_low=107.77;signal_close=108.369;previous_close=108.335,DUKASCOPY_SOURCE_NATIVE_BIDASK,,6.2119177066534546,4.974309296934731,LOW,,,
F05|2020-01-06T19:30:05.046000+00:00|1,F05,2020-01-06T19:15:00+00:00,2020-01-06T19:30:05.046000+00:00,2020-01-07T03:30:02.427000+00:00,2020-01-07T03:30:02.427000+00:00,1,LONG,0.01,108.449,108.46,108.46,10.99999999999568,10.99999999999568,False,UNCHANGED_BASELINE_TRADE,6542,6574,6574,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=108.417;current_low=107.77;previous_high=108.414;previous_low=107.77;signal_close=108.447;previous_close=108.413,DUKASCOPY_SOURCE_NATIVE_BIDASK,,4.793866583165837,5.694776758257397,LOW,,,
B02|2020-01-07T08:00:00.099000+00:00|-1,B02,2020-01-07T07:45:00+00:00,2020-01-07T08:00:00.099000+00:00,2020-01-07T20:00:00.058000+00:00,2020-01-07T20:00:00.058000+00:00,-1,SHORT,0.01,108.317,108.532,108.532,-215.0000000000034,-215.0000000000034,False,A2_RETAIN_ORIGINAL_48BAR_EXIT,6592,6640,6640,LONDON_AM,2020,2020H1,2020Q1,2020-01,session_high=108.504;session_low=108.341;signal_close=108.317,DUKASCOPY_SOURCE_NATIVE_BIDASK,,,,,,,
F05|2020-01-07T15:45:00.350000+00:00|1,F05,2020-01-07T15:30:00+00:00,2020-01-07T15:45:00.350000+00:00,2020-01-07T23:45:00.243000+00:00,2020-01-07T23:45:00.243000+00:00,1,LONG,0.01,108.567,107.906,107.906,-660.9999999999872,-660.9999999999872,False,UNCHANGED_BASELINE_TRADE,6623,6655,6655,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=108.505;current_low=108.176;previous_high=108.505;previous_low=108.121;signal_close=108.564;previous_close=108.466,DUKASCOPY_SOURCE_NATIVE_BIDASK,,5.715725517760665,4.373897928148694,LOW,,,
F05|2020-01-08T00:15:00.092000+00:00|-1,F05,2020-01-08T00:00:00+00:00,2020-01-08T00:15:00.092000+00:00,2020-01-08T08:15:00.404000+00:00,2020-01-08T08:15:00.404000+00:00,-1,SHORT,0.01,107.823,108.417,108.417,-594.0000000000083,-594.0000000000083,False,UNCHANGED_BASELINE_TRADE,6657,6689,6689,ASIA,2020,2020H1,2020Q1,2020-01,current_high=108.629;current_low=107.828;previous_high=108.629;previous_low=107.88;signal_close=107.824;previous_close=107.996,DUKASCOPY_SOURCE_NATIVE_BIDASK,,11.44737677605677,6.429420594763817,MEDIUM,,,
B02|2020-01-08T09:15:00.985000+00:00|1,B02,2020-01-08T09:00:00+00:00,2020-01-08T09:15:00.985000+00:00,2020-01-08T21:15:00.258000+00:00,2020-01-08T21:15:00.258000+00:00,1,LONG,0.01,108.464,109.167,109.167,703.000000000003,703.000000000003,False,A2_RETAIN_ORIGINAL_48BAR_EXIT,6693,6741,6741,LONDON_AM,2020,2020H1,2020Q1,2020-01,session_high=108.46;session_low=107.651;signal_close=108.461,DUKASCOPY_SOURCE_NATIVE_BIDASK,,,,,,,
F05|2020-01-08T11:00:00.234000+00:00|1,F05,2020-01-08T10:45:00+00:00,2020-01-08T11:00:00.234000+00:00,2020-01-08T19:00:15.161000+00:00,2020-01-08T19:00:15.161000+00:00,1,LONG,0.01,108.679,109.139,109.139,459.99999999999375,459.99999999999375,False,UNCHANGED_BASELINE_TRADE,6700,6732,6732,LONDON_AM,2020,2020H1,2020Q1,2020-01,current_high=108.629;current_low=107.651;previous_high=108.629;previous_low=107.651;signal_close=108.678;previous_close=108.49,DUKASCOPY_SOURCE_NATIVE_BIDASK,,7.540642602592326,3.9917022442692613,LOW,,,
F05|2020-01-08T16:30:00.002000+00:00|1,F05,2020-01-08T16:15:00+00:00,2020-01-08T16:30:00.002000+00:00,2020-01-09T00:30:00.409000+00:00,2020-01-09T00:30:00.409000+00:00,1,LONG,0.01,108.871,109.19,109.19,319.0000000000026,319.0000000000026,False,UNCHANGED_BASELINE_TRADE,6722,6754,6754,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=108.815;current_low=107.651;previous_high=108.815;previous_low=107.651;signal_close=108.869;previous_close=108.755,DUKASCOPY_SOURCE_NATIVE_BIDASK,,8.704182110383018,2.929626204578278,LOW,,,
F05|2020-01-08T17:45:02.210000+00:00|1,F05,2020-01-08T17:30:00+00:00,2020-01-08T17:45:02.210000+00:00,2020-01-09T01:45:00.083000+00:00,2020-01-09T01:45:00.083000+00:00,1,LONG,0.01,109.12,109.224,109.224,103.9999999999992,103.9999999999992,False,UNCHANGED_BASELINE_TRADE,6727,6759,6759,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=109.1;current_low=107.651;previous_high=109.1;previous_low=107.651;signal_close=109.116;previous_close=109.078,DUKASCOPY_SOURCE_NATIVE_BIDASK,,9.693510494716389,5.199354767034281,LOW,,,
F05|2020-01-08T18:15:00.301000+00:00|1,F05,2020-01-08T18:00:00+00:00,2020-01-08T18:15:00.301000+00:00,2020-01-09T02:15:00.020000+00:00,2020-01-09T02:15:00.020000+00:00,1,LONG,0.01,109.142,109.214,109.214,72.00000000000273,72.00000000000273,False,UNCHANGED_BASELINE_TRADE,6729,6761,6761,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=109.133;current_low=107.651;previous_high=109.133;previous_low=107.651;signal_close=109.14;previous_close=109.096,DUKASCOPY_SOURCE_NATIVE_BIDASK,,9.064302416362528,5.802983791124195,LOW,,,
F05|2020-01-08T18:45:00.024000+00:00|1,F05,2020-01-08T18:30:00+00:00,2020-01-08T18:45:00.024000+00:00,2020-01-09T02:45:00.474000+00:00,2020-01-09T02:45:00.474000+00:00,1,LONG,0.01,109.172,109.194,109.194,22.00000000000557,22.00000000000557,False,UNCHANGED_BASELINE_TRADE,6731,6763,6763,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=109.166;current_low=107.651;previous_high=109.154;previous_low=107.651;signal_close=109.17;previous_close=109.139,DUKASCOPY_SOURCE_NATIVE_BIDASK,,8.329934226353423,6.674722571529791,LOW,,,
F05|2020-01-08T19:15:01.892000+00:00|1,F05,2020-01-08T19:00:00+00:00,2020-01-08T19:15:01.892000+00:00,2020-01-09T03:15:03.160000+00:00,2020-01-09T03:15:03.160000+00:00,1,LONG,0.01,109.185,109.2,109.2,15.000000000000568,15.000000000000568,False,UNCHANGED_BASELINE_TRADE,6733,6765,6765,NY_OVERLAP,2020,2020H1,2020Q1,2020-01,current_high=109.172;current_low=107.651;previous_high=109.17;previous_low=107.651;signal_close=109.183;previous_close=109.135,DUKASCOPY_SOURCE_NATIVE_BIDASK,,7.845708593131194,7.252372341462618,LOW,,,
F05|2020-01-09T06:00:00.005000+00:00|1,F05,2020-01-09T05:45:00+00:00,2020-01-09T06:00:00.005000+00:00,2020-01-09T14:00:02.168000+00:00,2020-01-09T14:00:02.168000+00:00,1,LONG,0.01,109.276,109.432,109.432,156.0000000000059,156.0000000000059,False,UNCHANGED_BASELINE_TRADE,6776,6808,6808,ASIA,2020,2020H1,2020Q1,2020-01,current_high=109.255;current_low=108.274;previous_high=109.255;previous_low=108.274;signal_close=109.273;previous_close=109.233,DUKASCOPY_SOURCE_NATIVE_BIDASK,,3.642708923661139,3.4864163637964456,LOW,,,
