candidate_id,efficiency_bin,trades,avg_net_pips,total_net_pips,profit_factor,win_rate,severe_profit_factor,avg_MFE_pips,avg_MAE_pips,median_hold_bars
F_v2_z72_1p5_mean_target_0p25_max12,0.00-0.15,19,6.865389244741148,130.4423956500818,1.9023558202744768,0.5263157894736842,1.534516184446193,19.092105263157926,-17.571052631578947,12.0
F_v2_z72_1p5_mean_target_0p25_max12,0.15-0.25,24,2.9354166666665136,70.44999999999632,1.3255545286506272,0.5833333333333334,1.072888705347909,20.116666666666614,-18.681250000000166,12.0
F_v2_z72_1p5_mean_target_0p25_max12,0.25-0.35,47,5.335106382978676,250.74999999999778,1.8714161598609833,0.6382978723404256,1.450061087354914,20.241489361702122,-14.657446808510665,12.0
F_v2_z72_1p5_mean_target_0p5_max12,0.00-0.15,19,3.189073455267571,60.592395650083844,1.4191574419247703,0.5263157894736842,1.1108562813491005,15.013157894736798,-17.571052631578947,12.0
F_v2_z72_1p5_mean_target_0p5_max12,0.15-0.25,24,1.014583333333085,24.34999999999404,1.1125231053604152,0.5833333333333334,0.8825108403881659,18.32708333333331,-18.681250000000166,12.0
F_v2_z72_1p5_mean_target_0p5_max12,0.25-0.35,47,5.23191489361696,245.8999999999971,1.8545612510860028,0.6382978723404256,1.435979807251025,19.777659574468064,-14.657446808510665,12.0
