candidate_id,side_name,trades,avg_net_pips,total_net_pips,profit_factor,win_rate,severe_profit_factor,avg_MFE_pips,avg_MAE_pips,median_hold_bars
F_v2_z72_1p5_mean_target_0p25_max12,long,38,3.3419051486862137,126.99239565007612,1.4113678894224178,0.631578947368421,1.1245261287524912,19.57631578947361,-16.410526315789642,12.0
F_v2_z72_1p5_mean_target_0p25_max12,short,52,6.2432692307692275,324.6499999999998,1.9548529411764688,0.5769230769230769,1.5389643681107408,20.250000000000032,-16.2980769230769,12.0
F_v2_z72_1p5_mean_target_0p5_max12,long,38,1.616905148686191,61.442395650075255,1.1990310403252358,0.631578947368421,0.9341524517387307,17.74078947368409,-16.410526315789642,12.0
F_v2_z72_1p5_mean_target_0p5_max12,short,52,5.180769230769226,269.39999999999975,1.7923529411764691,0.5769230769230769,1.3978950070594265,18.855769230769265,-16.2980769230769,12.0
