candidate_id,session,trades,avg_net_pips,total_net_pips,profit_factor,win_rate,severe_profit_factor,avg_MFE_pips,avg_MAE_pips,median_hold_bars
F_v2_z72_1p5_mean_target_0p25_max12,asia,20,2.634619782504355,52.6923956500871,1.3881358683545488,0.55,1.0520432825224082,18.9174999999997,-20.012500000000102,12.0
F_v2_z72_1p5_mean_target_0p25_max12,europe,26,5.353846153846045,139.19999999999717,1.735729386892163,0.5384615384615384,1.3803339517625102,20.636538461538635,-19.417307692307737,12.0
F_v2_z72_1p5_mean_target_0p25_max12,late,2,17.400000000000237,34.80000000000047,inf,1.0,inf,24.499999999999524,-8.050000000000557,11.5
F_v2_z72_1p5_mean_target_0p25_max12,us_overlap,42,5.355952380952171,224.9499999999912,1.6948262548262198,0.6428571428571429,1.3664639203759745,19.833333333333368,-13.092857142857165,12.0
F_v2_z72_1p5_mean_target_0p5_max12,asia,20,1.9021197825043301,38.042395650086604,1.2802229446538604,0.55,0.9586594062937265,17.524999999999793,-20.012500000000102,12.0
F_v2_z72_1p5_mean_target_0p5_max12,europe,26,3.1230769230768027,81.19999999999688,1.4291754756870874,0.5384615384615384,1.1113172541743825,18.121153846153938,-19.417307692307737,12.0
F_v2_z72_1p5_mean_target_0p5_max12,late,2,17.400000000000237,34.80000000000047,inf,1.0,inf,24.499999999999524,-8.050000000000557,11.5
F_v2_z72_1p5_mean_target_0p5_max12,us_overlap,42,4.2095238095235965,176.79999999999106,1.5461003861003522,0.6428571428571429,1.2333425490737913,18.666666666666668,-13.092857142857165,12.0
