candidate_id,trades,avg_net_pips,total_net_pips,profit_factor,positive_months,severe_profit_factor,max_drawdown_pips,total_excluding_best_two_days,best_day_net_pips,best_two_days_net_pips,best_two_days_share_of_positive_total,avg_MFE_pips,avg_MAE_pips,median_MFE_pips,median_MAE_pips,mean_hold_bars,median_hold_bars,long_trades,short_trades
F_v2_z72_1p5_mean_target_0p25_max12,90,5.0182488405564,451.642395650076,1.6962187472777899,6,1.344661389124235,-116.95000000000283,313.2423956500785,71.64999999999816,138.39999999999753,0.3064371310863988,19.965555555555543,-16.345555555555617,16.800000000000146,-11.299999999999644,10.566666666666666,12.0,38,52
F_v2_z72_1p5_mean_target_0p5_max12,90,3.6760266183341668,330.842395650075,1.5100023391611366,5,1.180313515635415,-130.90000000000322,200.99239565007576,66.74999999999936,129.84999999999923,0.3924829517234509,18.384999999999973,-16.345555555555617,16.325000000000365,-11.299999999999644,10.077777777777778,12.0,38,52
