candidate_id,exit_reason,trades,avg_net_pips,total_net_pips,profit_factor,win_rate,severe_profit_factor,avg_MFE_pips,avg_MAE_pips,median_hold_bars
F_v2_z72_1p5_mean_target_0p25_max12,time,66,-5.556933399241176,-366.75760434991764,0.43463341281862655,0.45454545454545453,0.30221011120057156,13.101515151515057,-19.462878787878854,12.0
F_v2_z72_1p5_mean_target_0p25_max12,z_target_0.25,24,34.09999999999973,818.3999999999935,inf,1.0,inf,38.84166666666689,-7.7729166666667036,6.0
F_v2_z72_1p5_mean_target_0p5_max12,time,60,-7.346793405832001,-440.80760434992004,0.3204833712537378,0.4,0.21877087847525364,12.28166666666656,-20.72416666666673,12.0
F_v2_z72_1p5_mean_target_0p5_max12,z_target_0.5,30,25.721666666666504,771.6499999999951,inf,1.0,inf,30.591666666666793,-7.588333333333382,5.5
