candidate_id,scope,stage,gate,value,threshold,pass
C6_BEST_ADMISSIBLE_COMBINED,OOF,EXECUTION,entry_delay_15s_net_positive,4037.9999999997544,0,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,EXECUTION,slippage_0_5_each_net_positive,1170.9999999998454,0,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,combined_net_above_baseline,55537.99999999985,51627.0,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,realized_dd_nonworse,39038.0,40487.0,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,full_equity_dd_nonworse,41183.00000000012,42660.0,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,minimum_full_equity_nonworse,960594.9999999999,959118.0,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,worst_5_business_day_nonworse,-12143.999999999996,-11585.0,False
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,worst_20_business_day_nonworse,-15732.99999999998,-16588.0,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,worst_month_nonworse,-12845.000000000045,-12395.0,False
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,negative_baseline_day_contribution_nonnegative,-8997.000000000071,0,False
C6_BEST_ADMISSIBLE_COMBINED,OOF,PORTFOLIO,margin_concurrency_pass,1714.3459120776552,500,True
C6_BEST_ADMISSIBLE_COMBINED,OOF,RIGHT_TAIL,top5_winner_retention,0.42140641158221187,0.9,False
C6_BEST_ADMISSIBLE_COMBINED,OOF,RIGHT_TAIL,top_decile_profit_retention,0.5324104516352325,0.8,False
C6_BEST_ADMISSIBLE_COMBINED,OOF,RIGHT_TAIL,avoided_loss_gt_sacrificed_profit,-8886.000000000167,0,False
C6_BEST_ADMISSIBLE_COMBINED,OOF,RIGHT_TAIL,top25_majority_preserved,14,13,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,INTEGRITY,source_integrity,True,True,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,INTEGRITY,lookahead_violation_zero,0,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,INTEGRITY,chronology_mismatch_zero,0,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,INTEGRITY,currency_mismatch_zero,0,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,INTEGRITY,duplicate_unresolved_zero,0,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,STANDALONE,observed_bid_ask_net_positive,4109.999999999729,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,STANDALONE,pf_ge_1_10,1.1194871645782973,1.1,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,STANDALONE,positive_folds,3,3,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,STANDALONE,minimum_fold_net,-425.0000000000682,-1500,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,CONCENTRATION,top5_removed_net_positive,-3336.0000000002665,0,False
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,EXECUTION,spread_plus_1_net_positive,1409.9999999997303,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,EXECUTION,entry_delay_15s_net_positive,4284.999999999642,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,EXECUTION,slippage_0_5_each_net_positive,1409.9999999997303,0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,combined_net_above_baseline,55736.99999999973,51627.0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,realized_dd_nonworse,39888.00000000023,40487.0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,full_equity_dd_nonworse,40984.00000000023,42660.0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,minimum_full_equity_nonworse,960793.9999999998,959118.0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,worst_5_business_day_nonworse,-11211.000000000004,-11585.0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,worst_20_business_day_nonworse,-16458.000000000033,-16588.0,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,worst_month_nonworse,-12845.000000000045,-12395.0,False
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,negative_baseline_day_contribution_nonnegative,-6674.000000000177,0,False
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,PORTFOLIO,margin_concurrency_pass,1714.6724522808252,500,True
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,RIGHT_TAIL,top5_winner_retention,0.42140641158221187,0.9,False
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,RIGHT_TAIL,top_decile_profit_retention,0.5165253504066462,0.8,False
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,RIGHT_TAIL,avoided_loss_gt_sacrificed_profit,-9362.000000000284,0,False
C6_BEST_ADMISSIBLE_COMBINED,FULL_EXACT,RIGHT_TAIL,top25_majority_preserved,14,13,True
