timestamp_utc,realized_jpy,floating_jpy,equity_jpy,open_count,candidate_realized_jpy,candidate_floating_jpy
2024-12-19 01:15:00+00:00,46741.0,275.0,1048150.9999999997,1,1134.999999999625,0.0
2024-12-19 01:30:00+00:00,46741.0,210.0,1048085.9999999997,1,1134.999999999625,0.0
2024-12-19 01:45:00+00:00,46741.0,165.0,1048040.9999999997,1,1134.999999999625,0.0
2024-12-19 02:00:00+00:00,46741.0,68.0,1047943.9999999997,1,1134.999999999625,0.0
2024-12-19 02:15:00+00:00,46741.0,-27.0,1047848.9999999997,1,1134.999999999625,0.0
2024-12-19 02:30:00+00:00,46741.0,-106.0,1047769.9999999997,1,1134.999999999625,0.0
2024-12-19 02:45:00+00:00,46741.0,43.0,1047918.9999999997,1,1134.999999999625,0.0
2024-12-19 03:00:00+00:00,46741.0,506.0,1048381.9999999997,2,1134.999999999625,0.0
2024-12-19 03:15:00+00:00,47517.0,260.0,1048911.9999999995,1,1134.999999999625,0.0
2024-12-19 03:30:00+00:00,47517.0,120.0,1048771.9999999995,1,1134.999999999625,0.0
2024-12-19 03:45:00+00:00,47517.0,98.0,1048749.9999999995,1,1134.999999999625,0.0
2024-12-19 04:00:00+00:00,47517.0,166.0,1048817.9999999995,1,1134.999999999625,0.0
2024-12-19 04:15:00+00:00,47517.0,158.0,1048809.9999999995,1,1134.999999999625,0.0
2024-12-19 04:30:00+00:00,47517.0,133.0,1048784.9999999995,1,1134.999999999625,0.0
2024-12-19 04:45:00+00:00,47517.0,162.0,1048813.9999999995,1,1134.999999999625,0.0
2024-12-19 05:00:00+00:00,47517.0,211.0,1048862.9999999995,1,1134.999999999625,0.0
2024-12-19 05:15:00+00:00,47517.0,281.0,1048932.9999999995,1,1134.999999999625,0.0
2024-12-19 05:30:00+00:00,47517.0,304.0,1048955.9999999995,1,1134.999999999625,0.0
2024-12-19 05:45:00+00:00,47517.0,271.0,1048922.9999999995,1,1134.999999999625,0.0
2024-12-19 06:00:00+00:00,47517.0,129.0,1048780.9999999995,1,1134.999999999625,0.0
2024-12-19 06:15:00+00:00,47517.0,219.0,1048870.9999999995,1,1134.999999999625,0.0
2024-12-19 06:30:00+00:00,47517.0,121.0,1048772.9999999995,1,1134.999999999625,0.0
2024-12-19 06:45:00+00:00,47517.0,722.0,1049373.9999999995,2,1134.999999999625,0.0
2024-12-19 07:00:00+00:00,47517.0,1288.0,1049939.9999999995,2,1134.999999999625,0.0
2024-12-19 07:15:00+00:00,47517.0,2081.0,1050732.9999999995,3,1134.999999999625,0.0
2024-12-19 07:30:00+00:00,47517.0,2027.0,1050678.9999999995,3,1134.999999999625,0.0
2024-12-19 07:45:00+00:00,47517.0,1760.0,1050411.9999999995,3,1134.999999999625,0.0
2024-12-19 08:00:00+00:00,47517.0,2006.0000000000002,1050657.9999999995,3,1134.999999999625,0.0
2024-12-19 08:15:00+00:00,47517.0,2132.0,1050783.9999999995,3,1134.999999999625,0.0
2024-12-19 08:30:00+00:00,47517.0,2991.0,1051642.9999999995,4,1134.999999999625,0.0
2024-12-19 08:45:00+00:00,47517.0,3495.0,1052146.9999999995,4,1134.999999999625,0.0
2024-12-19 09:00:00+00:00,47517.0,3267.0,1051918.9999999995,4,1134.999999999625,0.0
2024-12-19 09:15:00+00:00,47517.0,3431.0,1052082.9999999995,4,1134.999999999625,0.0
2024-12-19 09:30:00+00:00,47517.0,2907.0,1051558.9999999995,4,1134.999999999625,0.0
2024-12-19 09:45:00+00:00,47517.0,3651.0,1052302.9999999995,4,1134.999999999625,0.0
2024-12-19 10:00:00+00:00,47517.0,3927.0,1052578.9999999995,4,1134.999999999625,0.0
2024-12-19 10:15:00+00:00,47517.0,3299.0,1051950.9999999995,4,1134.999999999625,0.0
2024-12-19 10:30:00+00:00,47517.0,3531.0,1052182.9999999995,4,1134.999999999625,0.0
2024-12-19 10:45:00+00:00,47517.0,3291.0,1051942.9999999995,4,1134.999999999625,0.0
2024-12-19 11:00:00+00:00,49375.0,1709.0,1052218.9999999995,3,1134.999999999625,0.0
2024-12-19 11:15:00+00:00,49375.0,1724.0,1052233.9999999995,3,1134.999999999625,0.0
2024-12-19 11:30:00+00:00,49375.0,1640.0,1052149.9999999995,3,1134.999999999625,0.0
2024-12-19 11:45:00+00:00,49375.0,1343.0,1051852.9999999995,3,1134.999999999625,0.0
2024-12-19 12:00:00+00:00,49375.0,941.0,1051450.9999999995,3,1134.999999999625,0.0
2024-12-19 12:15:00+00:00,49375.0,1385.0,1051894.9999999995,3,1134.999999999625,0.0
2024-12-19 12:30:00+00:00,49375.0,1442.0,1051951.9999999995,3,1134.999999999625,0.0
2024-12-19 12:45:00+00:00,49375.0,1538.0,1052047.9999999995,3,1134.999999999625,0.0
2024-12-19 13:00:00+00:00,49375.0,1685.0,1052194.9999999995,3,1134.999999999625,0.0
2024-12-19 13:15:00+00:00,49375.0,1328.0,1051837.9999999995,3,1134.999999999625,0.0
2024-12-19 13:30:00+00:00,49375.0,1274.0,1051783.9999999995,3,1134.999999999625,0.0
2024-12-19 13:45:00+00:00,49375.0,1007.0,1051516.9999999995,3,1134.999999999625,0.0
2024-12-19 14:00:00+00:00,49375.0,1589.0,1052098.9999999995,3,1134.999999999625,0.0
2024-12-19 14:15:00+00:00,49375.0,1880.0,1052389.9999999995,3,1134.999999999625,0.0
2024-12-19 14:30:00+00:00,49375.0,2291.0,1052800.9999999995,3,1134.999999999625,0.0
2024-12-19 14:45:00+00:00,50865.0,1306.0,1053305.9999999995,3,1134.999999999625,0.0
2024-12-19 15:00:00+00:00,50865.0,880.0,1052879.9999999995,3,1134.999999999625,0.0
2024-12-19 15:15:00+00:00,50865.0,1544.0,1053543.9999999995,4,1134.999999999625,0.0
2024-12-19 15:30:00+00:00,50865.0,1872.0,1053871.9999999995,4,1134.999999999625,0.0
2024-12-19 15:45:00+00:00,50865.0,1956.0,1053955.9999999995,4,1134.999999999625,0.0
2024-12-19 16:00:00+00:00,50865.0,2803.0,1054802.9999999995,5,1134.999999999625,0.0
