signal_utc,canonical_side,opportunity_id,raw_side,event_id,schedule_class
2023-08-09 09:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-09T09:15:00+00:00|-1,-1.0,RAW|2023-08-09|2023-08-09T09:00:00Z|-1,common_intersection
2023-08-10 12:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-10T12:45:00+00:00|1,1.0,RAW|2023-08-10|2023-08-10T12:30:00Z|1,common_intersection
2023-08-11 08:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-11T08:30:00+00:00|1,1.0,RAW|2023-08-11|2023-08-11T08:15:00Z|1,common_intersection
2023-08-11 16:00:00+00:00,,,-1.0,RAW|2023-08-11|2023-08-11T16:00:00Z|-1,raw_only
2023-08-11 16:02:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-11T16:15:00+00:00|-1,,,canonical_only
2023-08-14 16:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-14T16:30:00+00:00|-1,-1.0,RAW|2023-08-14|2023-08-14T16:15:00Z|-1,common_intersection
2023-08-15 07:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-15T07:15:00+00:00|-1,-1.0,RAW|2023-08-15|2023-08-15T07:00:00Z|-1,common_intersection
2023-08-15 13:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-15T13:30:00+00:00|1,1.0,RAW|2023-08-15|2023-08-15T13:15:00Z|1,common_intersection
2023-08-16 11:00:00+00:00,,,-1.0,RAW|2023-08-16|2023-08-16T11:00:00Z|-1,raw_only
2023-08-17 07:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-17T07:30:00+00:00|1,1.0,RAW|2023-08-17|2023-08-17T07:15:00Z|1,common_intersection
2023-08-18 07:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-18T08:00:00+00:00|1,1.0,RAW|2023-08-18|2023-08-18T07:45:00Z|1,common_intersection
2023-08-21 08:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-21T08:30:00+00:00|-1,-1.0,RAW|2023-08-21|2023-08-21T08:15:00Z|-1,common_intersection
2023-08-22 07:00:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-22T07:15:00+00:00|1,1.0,RAW|2023-08-22|2023-08-22T07:00:00Z|1,common_intersection
2023-08-23 07:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-23T07:45:00+00:00|1,,,canonical_only
2023-08-23 10:00:00+00:00,,,1.0,RAW|2023-08-23|2023-08-23T10:00:00Z|1,raw_only
2023-08-24 07:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-24T07:30:00+00:00|-1,-1.0,RAW|2023-08-24|2023-08-24T07:15:00Z|-1,common_intersection
2023-08-25 07:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-25T08:00:00+00:00|1,1.0,RAW|2023-08-25|2023-08-25T07:45:00Z|1,common_intersection
2023-08-25 14:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-25T14:15:00+00:00|-1,-1.0,RAW|2023-08-25|2023-08-25T14:00:00Z|-1,common_intersection
2023-08-28 08:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-28T08:45:00+00:00|-1,-1.0,RAW|2023-08-28|2023-08-28T08:30:00Z|-1,common_intersection
2023-08-29 09:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-29T10:00:00+00:00|-1,-1.0,RAW|2023-08-29|2023-08-29T09:45:00Z|-1,common_intersection
2023-08-29 14:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-29T14:45:00+00:00|1,,,canonical_only
2023-08-30 07:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-30T07:15:00+00:00|-1,-1.0,RAW|2023-08-30|2023-08-30T07:00:00Z|-1,common_intersection
2023-08-30 12:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-30T13:00:00+00:00|1,1.0,RAW|2023-08-30|2023-08-30T12:45:00Z|1,common_intersection
2023-08-31 07:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-31T07:45:00+00:00|1,1.0,RAW|2023-08-31|2023-08-31T07:30:00Z|1,common_intersection
2023-08-31 13:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-08-31T13:30:00+00:00|-1,-1.0,RAW|2023-08-31|2023-08-31T13:15:00Z|-1,common_intersection
2023-09-01 13:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-01T14:00:00+00:00|1,1.0,RAW|2023-09-01|2023-09-01T13:45:00Z|1,common_intersection
2023-09-04 07:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-04T07:15:00+00:00|-1,-1.0,RAW|2023-09-04|2023-09-04T07:00:00Z|-1,common_intersection
2023-09-05 07:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-05T07:45:00+00:00|-1,-1.0,RAW|2023-09-05|2023-09-05T07:30:00Z|-1,common_intersection
2023-09-07 07:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-07T07:45:00+00:00|1,1.0,RAW|2023-09-07|2023-09-07T07:30:00Z|1,common_intersection
2023-09-08 07:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-08T07:30:00+00:00|-1,-1.0,RAW|2023-09-08|2023-09-08T07:15:00Z|-1,common_intersection
2023-09-11 07:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-11T07:45:00+00:00|1,1.0,RAW|2023-09-11|2023-09-11T07:30:00Z|1,common_intersection
2023-09-12 10:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-12T11:00:00+00:00|-1,-1.0,RAW|2023-09-12|2023-09-12T10:45:00Z|-1,common_intersection
2023-09-13 12:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-13T12:30:00+00:00|-1,-1.0,RAW|2023-09-13|2023-09-13T12:15:00Z|-1,common_intersection
2023-09-14 09:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-14T10:00:00+00:00|-1,-1.0,RAW|2023-09-14|2023-09-14T09:45:00Z|-1,common_intersection
2023-09-14 15:00:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-14T15:15:00+00:00|1,1.0,RAW|2023-09-14|2023-09-14T15:00:00Z|1,common_intersection
2023-09-15 14:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-15T14:45:00+00:00|-1,-1.0,RAW|2023-09-15|2023-09-15T14:30:00Z|-1,common_intersection
2023-09-19 18:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-19T18:30:00+00:00|-1,-1.0,RAW|2023-09-19|2023-09-19T18:15:00Z|-1,common_intersection
2023-09-20 07:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-20T07:15:00+00:00|-1,-1.0,RAW|2023-09-20|2023-09-20T07:00:00Z|-1,common_intersection
2023-09-20 13:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-20T14:00:00+00:00|1,1.0,RAW|2023-09-20|2023-09-20T13:45:00Z|1,common_intersection
2023-09-21 08:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-21T08:30:00+00:00|1,1.0,RAW|2023-09-21|2023-09-21T08:15:00Z|1,common_intersection
2023-09-27 11:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-27T11:45:00+00:00|-1,-1.0,RAW|2023-09-27|2023-09-27T11:30:00Z|-1,common_intersection
2023-09-28 07:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-28T07:30:00+00:00|1,1.0,RAW|2023-09-28|2023-09-28T07:15:00Z|1,common_intersection
2023-09-29 07:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-09-29T08:00:00+00:00|1,1.0,RAW|2023-09-29|2023-09-29T07:45:00Z|1,common_intersection
2023-10-02 13:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-02T13:45:00+00:00|-1,-1.0,RAW|2023-10-02|2023-10-02T13:30:00Z|-1,common_intersection
2023-10-03 07:00:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-03T07:15:00+00:00|1,1.0,RAW|2023-10-03|2023-10-03T07:00:00Z|1,common_intersection
2023-10-03 12:15:00+00:00,,,-1.0,RAW|2023-10-03|2023-10-03T12:15:00Z|-1,raw_only
2023-10-03 12:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-03T13:00:00+00:00|-1,,,canonical_only
2023-10-04 09:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-04T09:30:00+00:00|1,1.0,RAW|2023-10-04|2023-10-04T09:15:00Z|1,common_intersection
2023-10-05 08:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-05T08:15:00+00:00|-1,-1.0,RAW|2023-10-05|2023-10-05T08:00:00Z|-1,common_intersection
2023-10-06 12:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-06T12:30:00+00:00|-1,-1.0,RAW|2023-10-06|2023-10-06T12:15:00Z|-1,common_intersection
2023-10-10 08:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-10T08:30:00+00:00|-1,-1.0,RAW|2023-10-10|2023-10-10T08:15:00Z|-1,common_intersection
2023-10-11 12:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-11T12:45:00+00:00|-1,-1.0,RAW|2023-10-11|2023-10-11T12:30:00Z|-1,common_intersection
2023-10-13 10:00:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-13T10:15:00+00:00|1,1.0,RAW|2023-10-13|2023-10-13T10:00:00Z|1,common_intersection
2023-10-16 07:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-16T07:15:00+00:00|-1,-1.0,RAW|2023-10-16|2023-10-16T07:00:00Z|-1,common_intersection
2023-10-17 10:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-17T10:15:00+00:00|-1,-1.0,RAW|2023-10-17|2023-10-17T10:00:00Z|-1,common_intersection
2023-10-18 14:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-18T15:00:00+00:00|-1,-1.0,RAW|2023-10-18|2023-10-18T14:45:00Z|-1,common_intersection
2023-10-19 08:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-19T08:30:00+00:00|-1,-1.0,RAW|2023-10-19|2023-10-19T08:15:00Z|-1,common_intersection
2023-10-20 08:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-20T08:30:00+00:00|-1,,,canonical_only
2023-10-20 08:30:00+00:00,,,-1.0,RAW|2023-10-20|2023-10-20T08:30:00Z|-1,raw_only
2023-10-20 17:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-20T17:30:00+00:00|1,1.0,RAW|2023-10-20|2023-10-20T17:15:00Z|1,common_intersection
2023-10-23 11:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-23T11:15:00+00:00|-1,-1.0,RAW|2023-10-23|2023-10-23T11:00:00Z|-1,common_intersection
2023-10-23 15:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-23T16:00:00+00:00|1,1.0,RAW|2023-10-23|2023-10-23T15:45:00Z|1,common_intersection
2023-10-24 07:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-24T07:30:00+00:00|1,1.0,RAW|2023-10-24|2023-10-24T07:15:00Z|1,common_intersection
2023-10-24 11:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-24T11:30:00+00:00|-1,-1.0,RAW|2023-10-24|2023-10-24T11:15:00Z|-1,common_intersection
2023-10-25 10:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-25T10:30:00+00:00|-1,-1.0,RAW|2023-10-25|2023-10-25T10:15:00Z|-1,common_intersection
2023-10-27 08:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-27T08:30:00+00:00|1,1.0,RAW|2023-10-27|2023-10-27T08:15:00Z|1,common_intersection
2023-10-30 07:00:00+00:00,,,1.0,RAW|2023-10-30|2023-10-30T07:00:00Z|1,raw_only
2023-10-30 11:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-10-30T12:00:00+00:00|-1,,,canonical_only
2023-10-30 12:45:00+00:00,,,-1.0,RAW|2023-10-30|2023-10-30T12:45:00Z|-1,raw_only
2023-11-01 09:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-01T10:00:00+00:00|1,,,canonical_only
2023-11-01 10:45:00+00:00,,,1.0,RAW|2023-11-01|2023-11-01T10:45:00Z|1,raw_only
2023-11-02 12:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-02T12:45:00+00:00|1,,,canonical_only
2023-11-02 13:30:00+00:00,,,1.0,RAW|2023-11-02|2023-11-02T13:30:00Z|1,raw_only
2023-11-03 07:15:00+00:00,,,1.0,RAW|2023-11-03|2023-11-03T07:15:00Z|1,raw_only
2023-11-06 08:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-06T08:15:00+00:00|-1,-1.0,RAW|2023-11-06|2023-11-06T08:00:00Z|-1,common_intersection
2023-11-07 08:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-07T08:30:00+00:00|-1,-1.0,RAW|2023-11-07|2023-11-07T08:15:00Z|-1,common_intersection
2023-11-08 07:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-08T07:45:00+00:00|-1,-1.0,RAW|2023-11-08|2023-11-08T07:30:00Z|-1,common_intersection
2023-11-09 10:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-09T10:15:00+00:00|-1,-1.0,RAW|2023-11-09|2023-11-09T10:00:00Z|-1,common_intersection
2023-11-10 07:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-10T07:45:00+00:00|-1,-1.0,RAW|2023-11-10|2023-11-10T07:30:00Z|-1,common_intersection
2023-11-13 08:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-13T08:15:00+00:00|-1,,,canonical_only
2023-11-13 09:00:00+00:00,,,-1.0,RAW|2023-11-13|2023-11-13T09:00:00Z|-1,raw_only
2023-11-13 15:00:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-13T15:15:00+00:00|1,,,canonical_only
2023-11-14 07:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-14T08:00:00+00:00|1,1.0,RAW|2023-11-14|2023-11-14T07:45:00Z|1,common_intersection
2023-11-15 09:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-15T09:30:00+00:00|1,1.0,RAW|2023-11-15|2023-11-15T09:15:00Z|1,common_intersection
2023-11-15 13:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-15T14:00:00+00:00|-1,-1.0,RAW|2023-11-15|2023-11-15T13:45:00Z|-1,common_intersection
2023-11-16 07:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-16T07:45:00+00:00|-1,-1.0,RAW|2023-11-16|2023-11-16T07:30:00Z|-1,common_intersection
2023-11-21 08:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-21T08:45:00+00:00|1,1.0,RAW|2023-11-21|2023-11-21T08:30:00Z|1,common_intersection
2023-11-21 19:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-21T19:30:00+00:00|-1,-1.0,RAW|2023-11-21|2023-11-21T19:15:00Z|-1,common_intersection
2023-11-22 09:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-22T09:45:00+00:00|-1,-1.0,RAW|2023-11-22|2023-11-22T09:30:00Z|-1,common_intersection
2023-11-23 12:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-23T13:00:00+00:00|-1,-1.0,RAW|2023-11-23|2023-11-23T12:45:00Z|-1,common_intersection
2023-11-27 07:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-27T07:45:00+00:00|1,1.0,RAW|2023-11-27|2023-11-27T07:30:00Z|1,common_intersection
2023-11-28 13:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-28T13:45:00+00:00|-1,-1.0,RAW|2023-11-28|2023-11-28T13:30:00Z|-1,common_intersection
2023-11-29 08:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-29T09:00:00+00:00|-1,-1.0,RAW|2023-11-29|2023-11-29T08:45:00Z|-1,common_intersection
2023-11-30 07:45:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-11-30T08:00:00+00:00|-1,-1.0,RAW|2023-11-30|2023-11-30T07:45:00Z|-1,common_intersection
2023-12-01 08:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-01T08:15:00+00:00|-1,-1.0,RAW|2023-12-01|2023-12-01T08:00:00Z|-1,common_intersection
2023-12-04 08:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-04T08:45:00+00:00|-1,-1.0,RAW|2023-12-04|2023-12-04T08:30:00Z|-1,common_intersection
2023-12-05 08:00:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-05T08:15:00+00:00|1,1.0,RAW|2023-12-05|2023-12-05T08:00:00Z|1,common_intersection
2023-12-05 18:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-05T18:45:00+00:00|-1,-1.0,RAW|2023-12-05|2023-12-05T18:30:00Z|-1,common_intersection
2023-12-06 08:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-06T08:45:00+00:00|1,1.0,RAW|2023-12-06|2023-12-06T08:30:00Z|1,common_intersection
2023-12-06 12:00:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-06T12:15:00+00:00|-1,-1.0,RAW|2023-12-06|2023-12-06T12:00:00Z|-1,common_intersection
2023-12-08 07:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-08T07:30:00+00:00|-1,-1.0,RAW|2023-12-08|2023-12-08T07:15:00Z|-1,common_intersection
2023-12-12 07:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-12T07:30:00+00:00|1,1.0,RAW|2023-12-12|2023-12-12T07:15:00Z|1,common_intersection
2023-12-13 07:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-13T07:30:00+00:00|-1,-1.0,RAW|2023-12-13|2023-12-13T07:15:00Z|-1,common_intersection
2023-12-13 15:00:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-13T15:15:00+00:00|1,1.0,RAW|2023-12-13|2023-12-13T15:00:00Z|1,common_intersection
2023-12-15 10:30:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-15T10:45:00+00:00|1,1.0,RAW|2023-12-15|2023-12-15T10:30:00Z|1,common_intersection
2023-12-18 08:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-18T08:30:00+00:00|-1,-1.0,RAW|2023-12-18|2023-12-18T08:15:00Z|-1,common_intersection
2023-12-19 15:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-19T15:30:00+00:00|-1,-1.0,RAW|2023-12-19|2023-12-19T15:15:00Z|-1,common_intersection
2023-12-20 07:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-20T07:30:00+00:00|1,1.0,RAW|2023-12-20|2023-12-20T07:15:00Z|1,common_intersection
2023-12-22 17:15:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-22T17:30:00+00:00|-1,-1.0,RAW|2023-12-22|2023-12-22T17:15:00Z|-1,common_intersection
2023-12-26 07:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-26T07:45:00+00:00|-1,-1.0,RAW|2023-12-26|2023-12-26T07:30:00Z|-1,common_intersection
2023-12-28 13:45:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-28T14:00:00+00:00|1,1.0,RAW|2023-12-28|2023-12-28T13:45:00Z|1,common_intersection
2023-12-29 07:15:00+00:00,1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-29T07:30:00+00:00|1,1.0,RAW|2023-12-29|2023-12-29T07:15:00Z|1,common_intersection
2023-12-29 11:30:00+00:00,-1.0,2023H2|F_ASIAN_RANGE_SWEEP|2023-12-29T11:45:00+00:00|-1,-1.0,RAW|2023-12-29|2023-12-29T11:30:00Z|-1,common_intersection
2024-01-02 09:00:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-02T09:15:00+00:00|-1,-1.0,RAW|2024-01-02|2024-01-02T09:00:00Z|-1,common_intersection
2024-01-05 10:15:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-05T10:30:00+00:00|-1,-1.0,RAW|2024-01-05|2024-01-05T10:15:00Z|-1,common_intersection
2024-01-05 17:00:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-05T17:15:00+00:00|1,1.0,RAW|2024-01-05|2024-01-05T17:00:00Z|1,common_intersection
2024-01-08 07:00:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-08T07:15:00+00:00|1,1.0,RAW|2024-01-08|2024-01-08T07:00:00Z|1,common_intersection
2024-01-09 08:15:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-09T08:30:00+00:00|-1,-1.0,RAW|2024-01-09|2024-01-09T08:15:00Z|-1,common_intersection
2024-01-10 07:15:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-10T07:30:00+00:00|-1,-1.0,RAW|2024-01-10|2024-01-10T07:15:00Z|-1,common_intersection
2024-01-11 13:30:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-11T13:45:00+00:00|1,1.0,RAW|2024-01-11|2024-01-11T13:30:00Z|1,common_intersection
2024-01-11 19:00:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-11T19:15:00+00:00|-1,-1.0,RAW|2024-01-11|2024-01-11T19:00:00Z|-1,common_intersection
2024-01-12 13:30:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-12T13:45:00+00:00|1,1.0,RAW|2024-01-12|2024-01-12T13:30:00Z|1,common_intersection
2024-01-17 07:45:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-17T08:00:00+00:00|-1,-1.0,RAW|2024-01-17|2024-01-17T07:45:00Z|-1,common_intersection
2024-01-18 09:30:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-18T09:45:00+00:00|1,1.0,RAW|2024-01-18|2024-01-18T09:30:00Z|1,common_intersection
2024-01-18 13:45:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-18T14:00:00+00:00|-1,-1.0,RAW|2024-01-18|2024-01-18T13:45:00Z|-1,common_intersection
2024-01-19 09:00:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-19T09:15:00+00:00|1,1.0,RAW|2024-01-19|2024-01-19T09:00:00Z|1,common_intersection
2024-01-22 09:00:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-22T09:15:00+00:00|-1,-1.0,RAW|2024-01-22|2024-01-22T09:00:00Z|-1,common_intersection
2024-01-22 12:30:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-22T12:45:00+00:00|1,1.0,RAW|2024-01-22|2024-01-22T12:30:00Z|1,common_intersection
2024-01-23 16:15:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-23T16:30:00+00:00|-1,-1.0,RAW|2024-01-23|2024-01-23T16:15:00Z|-1,common_intersection
2024-01-24 07:00:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-24T07:15:00+00:00|1,1.0,RAW|2024-01-24|2024-01-24T07:00:00Z|1,common_intersection
2024-01-25 07:30:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-25T07:45:00+00:00|1,1.0,RAW|2024-01-25|2024-01-25T07:30:00Z|1,common_intersection
2024-01-25 13:30:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-25T13:45:00+00:00|-1,-1.0,RAW|2024-01-25|2024-01-25T13:30:00Z|-1,common_intersection
2024-01-26 07:15:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-26T07:30:00+00:00|-1,-1.0,RAW|2024-01-26|2024-01-26T07:15:00Z|-1,common_intersection
2024-01-26 13:30:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-26T13:45:00+00:00|1,,,canonical_only
2024-01-29 12:00:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-29T12:15:00+00:00|1,1.0,RAW|2024-01-29|2024-01-29T12:00:00Z|1,common_intersection
2024-01-30 07:30:00+00:00,1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-30T07:45:00+00:00|1,1.0,RAW|2024-01-30|2024-01-30T07:30:00Z|1,common_intersection
2024-01-30 13:15:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-30T13:30:00+00:00|-1,-1.0,RAW|2024-01-30|2024-01-30T13:15:00Z|-1,common_intersection
2024-01-31 07:00:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-01-31T07:15:00+00:00|-1,-1.0,RAW|2024-01-31|2024-01-31T07:00:00Z|-1,common_intersection
2024-02-01 12:15:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-02-01T12:30:00+00:00|-1,-1.0,RAW|2024-02-01|2024-02-01T12:15:00Z|-1,common_intersection
2024-02-02 07:00:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-02-02T07:15:00+00:00|-1,-1.0,RAW|2024-02-02|2024-02-02T07:00:00Z|-1,common_intersection
2024-02-05 16:00:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-02-05T16:15:00+00:00|-1,-1.0,RAW|2024-02-05|2024-02-05T16:00:00Z|-1,common_intersection
2024-02-06 09:00:00+00:00,-1.0,2024H1|F_ASIAN_RANGE_SWEEP|2024-02-06T09:15:00+00:00|-1,-1.0,RAW|2024-02-06|2024-02-06T09:00:00Z|-1,common_intersection
