regime,transition_timestamp,previous_state,new_state,state_duration_hours,pre_5bd_trades,pre_5bd_net_jpy,post_5bd_trades,post_5bd_net_jpy,cluster_5bd_net_jpy,cluster_5bd_mdd_jpy,time_to_first_post_entry_hours_5bd,pre_10bd_trades,pre_10bd_net_jpy,post_10bd_trades,post_10bd_net_jpy,cluster_10bd_net_jpy,cluster_10bd_mdd_jpy,time_to_first_post_entry_hours_10bd,candidate_id
H4,2024-03-01T22:00:00Z,Up,Down,0.0,1,-161.99999999997772,2,-109.00000000000887,-270.9999999999866,270.9999999999866,57.750012500000004,5,-755.9999999999434,6,97.00000000000841,-658.999999999935,1262.9999999999484,57.750012500000004,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-03-04T18:00:00Z,Down,Up,0.0,2,-253.99999999996226,2,208.99999999997476,-44.999999999987494,270.9999999999866,14.000020833333332,6,-847.9999999999279,5,188.99999999999295,-658.999999999935,1262.9999999999484,14.000020833333332,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-03-05T14:00:00Z,Up,Down,0.0,3,-270.9999999999866,2,-397.99999999999613,-668.9999999999827,668.9999999999827,144.50001722222223,6,-451.99999999996976,4,206.00000000001728,-245.99999999995248,849.9999999999659,144.50001722222223,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-03-13T21:00:00Z,Down,Up,0.0,3,-338.99999999999864,2,606.000000000023,267.00000000002433,623.9999999999952,34.25002138888889,6,-609.9999999999852,4,861.0000000000468,251.00000000006162,668.9999999999827,34.25002138888889,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-03-14T01:00:00Z,Up,Down,0.0,3,-338.99999999999864,2,606.000000000023,267.00000000002433,623.9999999999952,30.25002138888889,6,-609.9999999999852,4,861.0000000000468,251.00000000006162,668.9999999999827,30.25002138888889,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-03-14T05:00:00Z,Down,Up,0.0,3,-338.99999999999864,2,606.000000000023,267.00000000002433,623.9999999999952,26.25002138888889,6,-609.9999999999852,4,861.0000000000468,251.00000000006162,668.9999999999827,26.25002138888889,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-03-29T13:00:00Z,Up,Down,0.0,3,284.00000000002024,3,32.00000000001069,316.0000000000309,55.00000000000682,97.25000472222222,4,345.0000000000273,4,2.0000000000095497,347.00000000003683,85.00000000000796,97.25000472222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-04-01T01:00:00Z,Down,Up,0.0,2,198.0000000000075,3,32.00000000001069,230.0000000000182,55.00000000000682,37.25000472222222,4,345.0000000000273,5,54.00000000003047,399.00000000005775,85.00000000000796,37.25000472222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-04-04T21:00:00Z,Up,Down,0.0,2,87.00000000001751,2,-85.00000000000796,2.0000000000095497,85.00000000000796,10.750026666666667,5,371.00000000003774,3,-32.99999999998704,338.0000000000507,85.00000000000796,10.750026666666667,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-04-05T21:00:00Z,Down,Up,0.0,3,32.00000000001069,2,22.00000000001978,54.00000000003047,85.00000000000796,86.00031361111111,5,230.0000000000182,2,22.00000000001978,252.00000000003797,85.00000000000796,86.00031361111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-05-02T01:00:00Z,Up,Down,0.0,1,503.9999999999907,1,-67.99999999998363,436.00000000000705,67.99999999998363,136.50000777777777,2,526.9999999999868,1,-67.99999999998363,459.0000000000032,67.99999999998363,136.50000777777777,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-05-07T21:00:00Z,Down,Up,0.0,1,-67.99999999998363,0,0.0,-67.99999999998363,67.99999999998363,,2,436.00000000000705,4,385.9999999999957,822.0000000000027,67.99999999998363,227.75004777777778,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-05-15T13:00:00Z,Up,Down,0.0,0,0.0,4,385.9999999999957,385.9999999999957,0.0,43.75004777777777,1,-67.99999999998363,7,708.0000000000268,640.0000000000432,67.99999999998363,43.75004777777777,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-05-17T09:00:00Z,Down,Up,0.0,1,34.99999999999659,4,418.00000000000637,453.00000000000296,0.0,6.000063611111111,2,-32.99999999998704,8,555.0000000000637,522.0000000000766,300.9999999999877,6.000063611111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-05-30T17:00:00Z,Up,Down,0.0,3,438.000000000045,3,-481.9999999999709,-43.999999999925876,481.9999999999709,14.5003275,8,891.000000000048,5,-232.99999999997567,658.0000000000723,481.9999999999709,14.5003275,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-05-31T17:00:00Z,Down,Up,0.0,3,178.00000000005411,2,-180.99999999998317,-2.9999999999290594,481.9999999999709,110.25004555555556,7,300.0000000000682,4,68.00000000001205,368.00000000008026,481.9999999999709,110.25004555555556,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-06-03T17:00:00Z,Up,Down,0.0,3,178.00000000005411,2,-180.99999999998317,-2.9999999999290594,481.9999999999709,38.25004555555555,6,273.000000000053,4,68.00000000001205,341.00000000006503,481.9999999999709,38.25004555555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-06-07T17:00:00Z,Down,Up,0.0,2,-180.99999999998317,2,248.99999999999523,68.00000000001205,180.99999999998317,91.25015361111112,5,-2.9999999999290594,4,503.9999999999907,501.0000000000616,481.9999999999709,91.25015361111112,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-06-12T17:00:00Z,Up,Down,0.0,2,268.0000000000007,2,135.99999999999568,403.99999999999636,52.99999999999727,19.750025555555556,5,3.0000000000427463,4,88.99999999999864,92.00000000004138,481.9999999999709,19.750025555555556,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-06-13T05:00:00Z,Down,Up,0.0,2,268.0000000000007,2,135.99999999999568,403.99999999999636,52.99999999999727,7.750025555555555,5,3.0000000000427463,4,88.99999999999864,92.00000000004138,481.9999999999709,7.750025555555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-07-05T01:00:00Z,Up,Down,0.0,4,242.99999999996658,2,67.00000000000728,309.99999999997385,43.99999999998272,83.50007111111111,7,493.99999999997135,4,211.00000000001273,704.9999999999841,112.99999999999955,83.50007111111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-07-09T17:00:00Z,Down,Up,0.0,4,240.99999999998545,1,177.99999999999727,418.9999999999827,43.99999999998272,164.00001666666668,7,607.9999999999757,2,144.00000000000546,751.9999999999811,43.99999999998272,164.00001666666668,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-07-11T13:00:00Z,Up,Down,0.0,2,67.00000000000728,2,144.00000000000546,211.00000000001273,43.99999999998272,120.00001666666667,7,607.9999999999757,2,144.00000000000546,751.9999999999811,43.99999999998272,120.00001666666667,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-07-30T13:00:00Z,Down,Up,0.0,2,-633.0000000000098,1,432.9999999999927,-200.00000000001705,633.0000000000098,49.250051944444444,4,-489.0000000000043,2,152.9999999999916,-336.00000000001273,667.0000000000016,49.250051944444444,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-07-30T17:00:00Z,Up,Down,0.0,2,-633.0000000000098,1,432.9999999999927,-200.00000000001705,633.0000000000098,45.250051944444444,3,-667.0000000000016,3,-54.000000000002046,-721.0000000000036,721.0000000000036,45.250051944444444,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-08-08T17:00:00Z,Down,Up,0.0,0,0.0,2,-486.99999999999477,-486.99999999999477,486.99999999999477,19.500023055555555,2,-3.0000000000143245,4,-1132.000000000005,-1135.0000000000193,1135.0000000000193,19.500023055555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-08-14T05:00:00Z,Up,Down,0.0,2,-486.99999999999477,0,0.0,-486.99999999999477,486.99999999999477,,3,-54.000000000002046,5,1197.999999999979,1143.999999999977,1132.000000000005,170.2500225,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-08-14T09:00:00Z,Down,Up,0.0,2,-486.99999999999477,1,-284.9999999999966,-771.9999999999914,771.9999999999914,166.2500225,3,-54.000000000002046,5,1197.999999999979,1143.999999999977,1132.000000000005,166.2500225,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-08-19T05:00:00Z,Up,Down,0.0,1,-206.99999999999363,3,710.9999999999843,503.9999999999907,852.0000000000039,50.2500225,2,-486.99999999999477,6,1023.9999999999725,536.9999999999777,1132.000000000005,50.2500225,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-08-29T13:00:00Z,Down,Up,0.0,4,1668.9999999999827,1,-209.00000000000318,1459.9999999999795,383.0000000000098,114.25020361111112,6,1023.9999999999725,6,1744.9999999999761,2768.9999999999486,645.0000000000102,114.25020361111112,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-09-04T01:00:00Z,Up,Down,0.0,2,-383.0000000000098,3,1161.0000000000014,777.9999999999916,383.0000000000098,61.250029722222216,7,814.9999999999693,6,2031.9999999999823,2846.999999999952,645.0000000000102,61.250029722222216,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-09-17T21:00:00Z,Down,Up,0.0,3,870.9999999999809,4,652.9999999999632,1523.999999999944,649.0000000000009,22.25003027777778,6,2031.9999999999823,8,238.9999999999759,2270.999999999958,1086.999999999989,22.25003027777778,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-09-27T13:00:00Z,Up,Down,0.0,4,-622.9999999999905,3,31.00000000000591,-591.9999999999845,1086.999999999989,71.50008361111111,7,756.9999999999766,6,440.9999999999741,1197.9999999999507,1086.999999999989,71.50008361111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-10-01T05:00:00Z,Down,Up,0.0,4,-629.9999999999955,3,804.000000000002,174.0000000000066,629.9999999999955,4.250016111111111,7,214.999999999975,5,904.9999999999727,1119.9999999999477,1086.999999999989,4.250016111111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-10-21T05:00:00Z,Up,Down,0.0,2,-810.0000000000023,1,-228.999999999985,-1038.9999999999873,1038.9999999999873,74.25001361111111,5,-400.0000000000341,5,-53.00000000002569,-453.0000000000598,1219.9999999999989,74.25001361111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-10-21T09:00:00Z,Down,Up,0.0,2,-810.0000000000023,1,-228.999999999985,-1038.9999999999873,1038.9999999999873,70.25001361111111,4,-709.0000000000316,5,-53.00000000002569,-762.0000000000573,1219.9999999999989,70.25001361111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-10-31T17:00:00Z,Up,Down,0.0,3,194.99999999996476,2,-12.000000000000455,182.9999999999643,109.00000000003729,15.250530555555557,5,-463.0000000000223,4,425.0000000000398,-37.99999999998249,685.0000000000023,15.250530555555557,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-11-06T06:00:00Z,Down,Up,0.0,3,-109.00000000003729,2,-202.99999999997453,-312.0000000000118,312.0000000000118,26.000017222222223,5,-53.00000000002569,5,1483.0000000000325,1430.0000000000068,312.0000000000118,26.000017222222223,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-11-08T10:00:00Z,Up,Down,0.0,2,-202.99999999997453,1,647.0000000000198,444.00000000004525,209.99999999997954,123.75001916666668,6,-27.000000000015234,4,1199.0000000000123,1171.999999999997,486.99999999999477,123.75001916666668,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-11-11T06:00:00Z,Down,Up,0.0,2,-202.99999999997453,1,647.0000000000198,444.00000000004525,209.99999999997954,55.75001916666666,6,-27.000000000015234,5,1314.0000000000214,1287.0000000000061,486.99999999999477,55.75001916666666,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-11-15T22:00:00Z,Up,Down,0.0,1,647.0000000000198,4,667.0000000000016,1314.0000000000214,486.99999999999477,62.25000305555555,3,444.00000000004525,6,774.0000000000009,1218.0000000000462,486.99999999999477,62.25000305555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-11-20T10:00:00Z,Down,Up,0.0,3,1686.000000000007,3,-152.9999999999916,1533.0000000000155,486.99999999999477,25.750774999999997,5,1483.0000000000325,4,-264.99999999998636,1218.0000000000462,486.99999999999477,25.750774999999997,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-11-21T14:00:00Z,Up,Down,0.0,3,551.9999999999925,3,222.0000000000084,774.0000000000009,486.99999999999477,25.000008055555554,5,989.0000000000327,4,14.000000000010004,1003.0000000000427,486.99999999999477,25.000008055555554,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-12-09T14:00:00Z,Down,Up,0.0,4,260.9999999999957,2,774.9999999999773,1035.999999999973,242.999999999995,43.250036111111115,5,149.0000000000009,4,548.9999999999782,697.9999999999791,319.9999999999932,43.250036111111115,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-12-30T22:00:00Z,Up,Down,0.0,2,0.0,1,-368.9999999999998,-368.9999999999998,368.9999999999998,16.000024166666666,4,-225.9999999999991,1,-368.9999999999998,-594.9999999999989,629.9999999999955,16.000024166666666,R1_H4_SYMMETRIC_TRANSITION_BLOCK
D1,2023-02-02T22:00:00Z,Neutral,Down,0.0,0,0.0,2,-24.00000000000091,-24.00000000000091,33.999999999991815,131.5000375,0,0.0,4,254.0000000000191,254.0000000000191,33.999999999991815,131.5000375,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2023-02-06T22:00:00Z,Down,Up,0.0,0,0.0,3,13.00000000000523,13.00000000000523,33.999999999991815,35.5000375,0,0.0,5,273.00000000002456,273.00000000002456,33.999999999991815,35.5000375,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2023-03-15T21:00:00Z,Up,Down,0.0,2,-1341.0000000000082,2,-623.9999999999952,-1965.0000000000034,2019.0000000000055,130.25007638888889,5,-1874.0000000000236,6,-493.9999999999998,-2368.0000000000236,2805.0000000000355,130.25007638888889,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2023-04-11T21:00:00Z,Down,Up,0.0,2,-329.00000000000773,3,187.99999999998818,-141.00000000001955,350.00000000002274,35.50001388888889,6,243.99999999997135,5,-39.99999999999204,203.9999999999793,578.000000000003,35.50001388888889,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2023-07-12T21:00:00Z,Up,Down,0.0,3,-834.0000000000032,4,78.99999999997931,-755.0000000000239,1475.999999999999,34.25002361111111,7,-770.9999999999866,7,-1871.000000000009,-2641.999999999996,3250.000000000028,34.25002361111111,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2023-07-31T21:00:00Z,Down,Up,0.0,3,336.00000000001273,1,403.99999999999636,740.0000000000091,298.0000000000018,36.50009361111111,7,-2032.000000000011,3,804.000000000002,-1228.0000000000089,2368.0000000000236,36.50009361111111,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2023-11-20T22:00:00Z,Up,Down,0.0,2,24.00000000002933,2,238.9999999999759,263.00000000000523,64.00000000002137,35.75002638888889,2,24.00000000002933,7,651.9999999999868,676.0000000000161,872.9999999999905,35.75002638888889,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2024-01-10T22:00:00Z,Down,Up,0.0,3,437.0000000000118,1,-103.00000000000864,334.0000000000032,103.00000000000864,39.75003722222222,5,188.0000000000166,5,-100.99999999997067,87.00000000004593,277.9999999999916,39.75003722222222,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2024-03-07T22:00:00Z,Up,Down,0.0,2,-304.00000000003047,4,-992.999999999995,-1297.0000000000255,1297.0000000000255,88.50001722222221,5,-407.0000000000107,6,-1421.9999999999686,-1828.9999999999793,1828.9999999999793,88.50001722222221,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2024-03-19T21:00:00Z,Down,Up,0.0,4,-1023.9999999999725,2,255.00000000002387,-768.9999999999486,1082.99999999997,64.25002805555556,7,-1708.9999999999748,5,355.0000000000466,-1353.9999999999281,1708.9999999999748,64.25002805555556,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2024-07-15T21:00:00Z,Up,Down,0.0,3,288.0000000000109,1,-33.999999999991815,254.0000000000191,141.9999999999959,60.00001083333333,7,484.00000000000887,3,-667.0000000000016,-182.99999999999272,667.0000000000016,60.00001083333333,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2024-10-02T21:00:00Z,Down,Up,0.0,3,-538.0000000000109,2,590.9999999999798,52.99999999996885,1198.0000000000075,106.75000111111112,6,-1861.0000000000184,4,28.99999999996794,-1832.0000000000505,1861.0000000000184,106.75000111111112,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2024-11-28T22:00:00Z,Up,Down,0.0,2,-973.0000000000132,2,189.99999999999773,-783.0000000000155,1181.0000000000116,138.50002666666668,4,-1344.9999999999989,5,91.99999999998454,-1253.0000000000143,1668.0000000000064,138.50002666666668,R2_D1_SYMMETRIC_TRANSITION_BLOCK
D1,2024-12-13T22:00:00Z,Down,Up,0.0,2,-412.00000000000614,2,-225.9999999999991,-638.0000000000052,638.0000000000052,83.25024722222223,5,91.99999999998454,4,-225.9999999999991,-134.00000000001455,876.0000000000048,83.25024722222223,R2_D1_SYMMETRIC_TRANSITION_BLOCK
