regime,transition_timestamp,previous_state,new_state,state_duration_hours,pre_5bd_trades,pre_5bd_net_jpy,post_5bd_trades,post_5bd_net_jpy,cluster_5bd_net_jpy,cluster_5bd_mdd_jpy,time_to_first_post_entry_hours_5bd,pre_10bd_trades,pre_10bd_net_jpy,post_10bd_trades,post_10bd_net_jpy,cluster_10bd_net_jpy,cluster_10bd_mdd_jpy,time_to_first_post_entry_hours_10bd,candidate_id
H4,2023-03-09T14:00:00Z,Up,Down,0.0,5,-1857.9999999999757,3,459.0000000000032,-1398.9999999999725,2529.9999999999727,20.500035277777776,9,-1766.999999999939,6,-441.0000000000025,-2207.999999999942,2778.999999999968,20.500035277777776,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-03-22T13:00:00Z,Down,Up,0.0,2,-812.0000000000118,3,-110.00000000001364,-922.0000000000255,1119.0000000000282,20.00002888888889,6,-789.999999999992,5,-108.00000000003251,-898.0000000000246,1119.0000000000282,20.00002888888889,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-03-22T21:00:00Z,Up,Down,0.0,2,-812.0000000000118,3,-110.00000000001364,-922.0000000000255,1119.0000000000282,12.000028888888888,6,-789.999999999992,5,-108.00000000003251,-898.0000000000246,1119.0000000000282,12.000028888888888,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-03-27T21:00:00Z,Down,Up,0.0,3,-985.0000000000136,3,198.99999999998386,-786.0000000000298,985.0000000000136,11.000035555555554,6,-757.0000000000334,5,605.9999999999945,-151.00000000003888,1142.0000000000528,11.000035555555554,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-03-28T01:00:00Z,Up,Down,0.0,3,-985.0000000000136,3,198.99999999998386,-786.0000000000298,985.0000000000136,7.000035555555556,6,-757.0000000000334,5,605.9999999999945,-151.00000000003888,1142.0000000000528,7.000035555555556,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-03-29T05:00:00Z,Down,Up,0.0,3,-110.00000000001364,2,1.999999999981128,-108.00000000003251,432.00000000001637,26.250019444444447,6,208.99999999997476,5,359.00000000000887,567.9999999999836,1142.0000000000528,26.250019444444447,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-04T17:00:00Z,Up,Down,0.0,2,1.999999999981128,3,357.00000000002774,359.00000000000887,654.0000000000248,41.50004138888889,5,-108.00000000003251,7,-649.9999999999773,-758.0000000000098,1206.0000000000173,41.50004138888889,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-07T17:00:00Z,Down,Up,0.0,2,-654.0000000000248,5,-77.99999999994611,-731.9999999999709,855.9999999999945,63.750055277777776,5,-242.00000000004707,7,-439.9999999999693,-682.0000000000164,1218.0000000000177,63.750055277777776,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-13T17:00:00Z,Up,Down,0.0,4,778.0000000000484,2,-1206.0000000000173,-427.99999999996885,1206.0000000000173,19.00005222222222,6,124.00000000002365,6,-599.000000000018,-474.9999999999943,1355.9999999999945,19.00005222222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-14T17:00:00Z,Down,Up,0.0,5,-77.99999999994611,2,-362.0000000000232,-439.9999999999693,1218.0000000000177,87.50004972222223,7,-731.9999999999709,5,256.9999999999766,-474.9999999999943,1355.9999999999945,87.50004972222223,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-21T09:00:00Z,Up,Down,0.0,2,-1206.0000000000173,4,606.9999999999993,-599.000000000018,1355.9999999999945,7.2500325,6,-427.99999999996885,7,116.00000000001387,-311.999999999955,1355.9999999999945,7.2500325,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-24T09:00:00Z,Down,Up,0.0,2,-362.0000000000232,3,618.9999999999998,256.9999999999766,500.0,25.7500325,6,-1068.9999999999884,7,-664.999999999992,-1733.9999999999804,1883.0000000000098,25.7500325,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-25T13:00:00Z,Up,Down,0.0,2,-149.99999999997726,3,363.9999999999759,213.99999999999864,393.0000000000007,23.000010555555555,6,-1156.9999999999823,7,-212.0000000000175,-1368.9999999999998,1883.0000000000098,23.000010555555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-04-28T01:00:00Z,Down,Up,0.0,4,606.9999999999993,3,-490.99999999998545,116.00000000001387,643.0000000000007,106.25033,6,-599.000000000018,6,-1103.0000000000086,-1702.0000000000266,1883.0000000000098,106.25033,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-05-03T13:00:00Z,Up,Down,0.0,3,-290.00000000002046,3,-325.9999999999934,-616.0000000000139,1283.9999999999918,19.250236666666666,6,-36.000000000001364,6,-394.00000000000546,-430.0000000000068,1283.9999999999918,19.250236666666666,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-05-09T01:00:00Z,Down,Up,0.0,5,-968.9999999999941,2,-49.000000000006594,-1018.0000000000007,1283.9999999999918,58.25005111111111,8,-349.9999999999943,4,-3.0000000000143245,-353.00000000000864,1283.9999999999918,58.25005111111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-05-10T13:00:00Z,Up,Down,0.0,3,-325.9999999999934,3,-68.00000000001205,-394.00000000000546,793.0000000000064,22.25005111111111,6,-616.0000000000139,5,-6.000000000028649,-622.0000000000425,1283.9999999999918,22.25005111111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-05-12T17:00:00Z,Down,Up,0.0,3,265.99999999999113,2,45.99999999999227,311.9999999999834,134.00000000001455,86.250005,7,-1018.0000000000007,4,137.9999999999768,-880.0000000000239,1283.9999999999918,86.250005,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-05-31T17:00:00Z,Up,Down,0.0,3,-184.00000000002592,6,123.00000000001887,-61.00000000000705,611.9999999999663,17.000100277777776,5,-122.00000000004252,11,-23.999999999972488,-146.000000000015,836.9999999999607,17.000100277777776,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-06-05T01:00:00Z,Down,Up,0.0,4,455.99999999996044,6,-814.9999999999693,-359.00000000000887,814.9999999999693,13.000010833333333,6,547.999999999945,9,-758.9999999999577,-211.00000000001273,836.9999999999607,13.000010833333333,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-06-06T09:00:00Z,Up,Down,0.0,5,364.0000000000043,5,-669.9999999999875,-305.9999999999832,836.9999999999607,4.250001944444445,7,383.99999999998613,8,-774.0000000000009,-390.0000000000148,940.9999999999741,4.250001944444445,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-06-07T17:00:00Z,Down,Up,0.0,6,123.00000000001887,5,-146.99999999999136,-23.999999999972488,836.9999999999607,15.750066944444445,9,-61.00000000000705,6,-329.00000000000773,-390.0000000000148,940.9999999999741,15.750066944444445,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-06-08T17:00:00Z,Up,Down,0.0,6,-535.9999999999729,4,-134.9999999999909,-670.9999999999638,836.9999999999607,14.750070277777777,10,-73.0000000000075,5,-317.0000000000073,-390.0000000000148,940.9999999999741,14.750070277777777,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-06-12T21:00:00Z,Down,Up,0.0,6,-536.9999999999777,2,78.00000000000296,-458.99999999997476,669.9999999999875,15.500024444444445,10,-305.9999999999832,5,155.9999999999775,-150.00000000000568,940.9999999999741,15.500024444444445,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-06-13T13:00:00Z,Up,Down,0.0,6,-16.999999999995907,2,-757.000000000005,-774.0000000000009,774.0000000000009,23.000055277777776,10,551.0000000000161,4,-497.0000000000141,54.000000000002046,940.9999999999741,23.000055277777776,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-06-13T17:00:00Z,Down,Up,0.0,5,-2.0000000000095497,2,-757.000000000005,-759.0000000000146,759.0000000000146,19.000055277777776,10,551.0000000000161,4,-497.0000000000141,54.000000000002046,940.9999999999741,19.000055277777776,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-07-06T05:00:00Z,Up,Down,0.0,4,63.0000000000166,1,241.99999999999022,305.0000000000068,187.00000000001182,9.250129166666666,6,323.0000000000075,5,912.9999999999825,1235.99999999999,355.99999999999454,9.250129166666666,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-07-19T05:00:00Z,Down,Up,0.0,4,670.9999999999923,1,-266.9999999999959,403.99999999999636,497.0000000000141,122.25002500000001,6,725.9999999999707,2,108.00000000000409,833.9999999999748,497.0000000000141,122.25002500000001,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-07-26T13:00:00Z,Up,Down,0.0,1,-266.9999999999959,2,778.9999999999964,512.0000000000005,266.9999999999959,28.250002777777777,5,403.99999999999636,3,594.9999999999989,998.9999999999952,497.0000000000141,28.250002777777777,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-07-28T21:00:00Z,Down,Up,0.0,2,108.00000000000409,1,403.99999999999636,512.0000000000005,266.9999999999959,108.50009361111111,4,471.99999999998,4,620.0000000000045,1091.9999999999845,497.0000000000141,108.50009361111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-08-04T17:00:00Z,Up,Down,0.0,1,403.99999999999636,3,216.00000000000819,620.0000000000045,183.9999999999975,62.2500725,3,512.0000000000005,6,212.0000000000175,724.000000000018,266.9999999999959,62.2500725,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-08-08T01:00:00Z,Down,Up,0.0,2,219.99999999999886,2,400.0000000000057,620.0000000000045,183.9999999999975,59.75002138888889,3,594.9999999999989,6,191.0000000000025,786.0000000000014,280.00000000000114,59.75002138888889,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-08-18T17:00:00Z,Up,Down,0.0,3,-3.9999999999906777,4,-939.0000000000214,-943.000000000012,996.0000000000093,63.50001527777778,6,212.0000000000175,5,-442.0000000000357,-230.0000000000182,1014.00000000001,63.50001527777778,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-08-21T13:00:00Z,Down,Up,0.0,4,-209.00000000000318,3,-734.0000000000089,-943.000000000012,996.0000000000093,18.250081944444442,6,191.0000000000025,4,-237.0000000000232,-46.00000000002069,1014.00000000001,18.250081944444442,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-08-23T09:00:00Z,Up,Down,0.0,4,-536.0000000000014,2,-460.00000000000796,-996.0000000000093,996.0000000000093,22.500030833333334,7,-82.99999999999841,3,36.99999999997772,-46.00000000002069,1014.00000000001,22.500030833333334,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-08-24T17:00:00Z,Down,Up,0.0,4,-621.9999999999857,2,362.9999999999711,-259.00000000001455,939.0000000000214,15.000044166666667,7,-879.9999999999955,3,304.9999999999784,-575.000000000017,1014.00000000001,15.000044166666667,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-08-30T13:00:00Z,Up,Down,0.0,2,-460.00000000000796,1,496.9999999999857,36.99999999997772,460.00000000000796,24.500028055555553,6,-996.0000000000093,3,129.99999999999545,-866.0000000000139,996.0000000000093,24.500028055555553,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-09-04T05:00:00Z,Down,Up,0.0,1,496.9999999999857,1,-57.999999999992724,438.99999999999295,57.999999999992724,74.75050055555556,5,-442.0000000000357,3,-19.99999999998181,-462.0000000000175,939.0000000000214,74.75050055555556,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-09-11T05:00:00Z,Up,Down,0.0,1,-57.999999999992724,2,38.000000000010914,-19.99999999998181,366.9999999999902,30.000056666666666,2,438.99999999999295,4,-414.0000000000157,24.999999999977263,472.0000000000084,30.000056666666666,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-09-12T21:00:00Z,Down,Up,0.0,2,-366.9999999999902,1,347.0000000000084,-19.99999999998181,366.9999999999902,42.250101111111114,3,129.99999999999545,3,-105.00000000001819,24.999999999977263,472.0000000000084,42.250101111111114,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-09-22T01:00:00Z,Up,Down,0.0,2,-452.0000000000266,1,44.00000000001114,-408.00000000001546,452.0000000000266,150.50002055555555,4,-414.0000000000157,4,616.0000000000139,201.99999999999818,452.0000000000266,150.50002055555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-09-22T05:00:00Z,Down,Up,0.0,2,-452.0000000000266,1,44.00000000001114,-408.00000000001546,452.0000000000266,146.50002055555555,4,-414.0000000000157,4,616.0000000000139,201.99999999999818,452.0000000000266,146.50002055555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-03T21:00:00Z,Up,Down,0.0,3,515.0000000000148,3,-225.9999999999991,289.0000000000157,326.9999999999982,35.25004,5,62.99999999998818,5,-366.9999999999902,-304.00000000000205,467.9999999999893,35.25004,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-06T17:00:00Z,Down,Up,0.0,3,88.99999999999864,3,-311.9999999999834,-222.99999999998477,467.9999999999893,87.50000444444444,5,460.00000000000796,3,-311.9999999999834,148.00000000002456,467.9999999999893,87.50000444444444,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-09T17:00:00Z,Up,Down,0.0,3,88.99999999999864,3,-311.9999999999834,-222.99999999998477,467.9999999999893,15.500004444444444,5,460.00000000000796,5,-542.999999999978,-82.99999999996999,698.9999999999839,15.500004444444444,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-11T17:00:00Z,Down,Up,0.0,4,-293.00000000000637,1,-73.99999999998386,-366.9999999999902,467.9999999999893,41.25014777777778,7,222.0000000000084,4,-353.999999999985,-131.99999999997658,747.9999999999905,41.25014777777778,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-24T01:00:00Z,Up,Down,0.0,2,-230.99999999999454,3,751.0000000000048,520.0000000000102,284.9999999999966,10.501660000000001,5,-542.999999999978,5,758.0000000000098,215.00000000003183,591.9999999999845,10.501660000000001,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-24T21:00:00Z,Down,Up,0.0,3,-280.00000000000114,2,800.0000000000114,520.0000000000102,284.9999999999966,59.50000138888889,5,-420.99999999999227,5,780.0000000000011,359.00000000000887,420.99999999999227,59.50000138888889,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-27T17:00:00Z,Up,Down,0.0,4,-227.99999999998022,2,807.9999999999927,580.0000000000125,284.9999999999966,68.00011527777778,4,-227.99999999998022,4,727.9999999999802,500.0,284.9999999999966,68.00011527777778,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-10-31T09:00:00Z,Down,Up,0.0,3,751.0000000000048,3,-20.000000000010232,730.9999999999945,80.0000000000125,26.000211944444445,5,520.0000000000102,4,56.000000000011596,576.0000000000218,284.9999999999966,26.000211944444445,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-11-02T13:00:00Z,Up,Down,0.0,3,860.0000000000136,2,-80.0000000000125,780.0000000000011,80.0000000000125,91.25002722222222,6,580.0000000000125,4,-306.99999999998795,273.00000000002456,306.99999999998795,91.25002722222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-11-07T10:00:00Z,Down,Up,0.0,3,-20.000000000010232,1,76.00000000002183,56.000000000011596,80.0000000000125,166.0002686111111,6,730.9999999999945,2,-226.99999999997544,504.0000000000191,306.99999999998795,166.0002686111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-11-14T18:00:00Z,Up,Down,0.0,1,76.00000000002183,1,-302.99999999999727,-226.99999999997544,302.99999999999727,20.000025555555556,4,56.000000000011596,5,960.0000000000364,1016.000000000048,306.99999999998795,20.000025555555556,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-11-16T06:00:00Z,Down,Up,0.0,2,-226.99999999997544,2,308.9999999999975,82.00000000002206,302.99999999999727,133.50002111111112,4,-306.99999999998795,5,906.0000000000343,599.0000000000464,356.9999999999993,133.50002111111112,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-11-16T14:00:00Z,Up,Down,0.0,2,-226.99999999997544,2,308.9999999999975,82.00000000002206,302.99999999999727,125.50002111111111,4,-306.99999999998795,6,390.0000000000432,83.00000000005525,872.9999999999905,125.50002111111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-11-22T22:00:00Z,Down,Up,0.0,2,308.9999999999975,3,597.0000000000368,906.0000000000343,356.9999999999993,105.75003305555556,4,82.00000000002206,8,836.0000000000412,918.0000000000632,872.9999999999905,105.75003305555556,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-11-27T14:00:00Z,Up,Down,0.0,3,469.0000000000225,5,413.0000000000109,882.0000000000334,872.9999999999905,23.750018055555557,5,242.00000000004707,8,706.0000000000173,948.0000000000643,872.9999999999905,23.750018055555557,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-12-11T18:00:00Z,Down,Up,0.0,3,293.00000000000637,3,-203.9999999999793,89.00000000002706,287.9999999999825,13.500097222222221,8,706.0000000000173,5,-160.99999999997294,545.0000000000443,872.9999999999905,13.500097222222221,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-12-12T10:00:00Z,Up,Down,0.0,4,289.0000000000157,2,-199.99999999998863,89.00000000002706,287.9999999999825,21.500082222222222,9,702.0000000000266,5,-261.99999999997203,440.00000000005457,872.9999999999905,21.500082222222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-12-19T10:00:00Z,Down,Up,0.0,2,-199.99999999998863,3,-61.9999999999834,-261.99999999997203,349.9999999999659,21.50028111111111,6,89.00000000002706,5,-310.9999999999786,-221.99999999995157,598.9999999999611,21.50028111111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2023-12-21T06:00:00Z,Up,Down,0.0,2,-258.99999999998613,2,-90.99999999997976,-349.9999999999659,349.9999999999659,35.50002305555555,5,-144.9999999999818,4,-339.999999999975,-484.9999999999568,598.9999999999611,35.50002305555555,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-01-02T22:00:00Z,Down,Up,0.0,2,-248.99999999999523,2,86.99999999998909,-162.00000000000614,248.99999999999523,67.25073333333334,5,-310.9999999999786,4,191.99999999997885,-118.99999999999977,353.999999999985,67.25073333333334,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-01-24T14:00:00Z,Up,Down,0.0,4,2.0000000000379714,5,-570.9999999999695,-568.9999999999316,848.9999999999611,23.750016944444443,6,107.00000000002774,7,-283.9999999999634,-176.99999999993565,848.9999999999611,23.750016944444443,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-01-26T10:00:00Z,Down,Up,0.0,4,-405.00000000000114,5,-92.99999999996089,-497.99999999996203,848.9999999999611,74.25126416666666,7,-291.99999999997317,7,334.0000000000316,42.000000000058435,848.9999999999611,74.25126416666666,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-01-26T14:00:00Z,Up,Down,0.0,4,-405.00000000000114,5,-92.99999999996089,-497.99999999996203,848.9999999999611,70.25126416666667,6,-188.99999999996453,7,334.0000000000316,145.00000000006708,848.9999999999611,70.25126416666667,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-01-26T18:00:00Z,Down,Up,0.0,4,-405.00000000000114,5,-92.99999999996089,-497.99999999996203,848.9999999999611,66.25126416666667,6,-188.99999999996453,7,334.0000000000316,145.00000000006708,848.9999999999611,66.25126416666667,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-01-29T22:00:00Z,Up,Down,0.0,4,-517.9999999999723,4,-43.99999999998272,-561.999999999955,848.9999999999611,15.500251388888888,7,-237.9999999999427,7,294.00000000001114,56.00000000006844,848.9999999999611,15.500251388888888,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-02T18:00:00Z,Down,Up,0.0,5,-92.99999999996089,2,426.9999999999925,334.0000000000316,379.99999999996703,117.00005805555554,9,-497.99999999996203,6,1832.000000000022,1334.00000000006,848.9999999999611,117.00005805555554,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-20T22:00:00Z,Up,Down,0.0,3,-253.99999999996226,3,-180.99999999998317,-434.99999999994543,661.9999999999493,9.250042222222223,7,1419.0000000000396,6,-451.99999999996976,967.0000000000698,932.9999999999359,9.250042222222223,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-21T18:00:00Z,Down,Up,0.0,3,-527.9999999999632,2,-133.99999999998613,-661.9999999999493,661.9999999999493,14.750063611111111,7,1023.000000000053,5,-404.9999999999727,618.0000000000803,932.9999999999359,14.750063611111111,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-27T14:00:00Z,Up,Down,0.0,3,-180.99999999998317,3,-270.9999999999866,-451.99999999996976,451.99999999996976,69.50004972222223,6,-434.99999999994543,5,-668.9999999999827,-1103.9999999999281,1330.999999999932,69.50004972222223,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-27T22:00:00Z,Down,Up,0.0,3,-180.99999999998317,3,-270.9999999999866,-451.99999999996976,451.99999999996976,61.50004972222222,6,-434.99999999994543,5,-668.9999999999827,-1103.9999999999281,1330.999999999932,61.50004972222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-28T02:00:00Z,Up,Down,0.0,3,-180.99999999998317,3,-270.9999999999866,-451.99999999996976,451.99999999996976,57.50004972222222,6,-434.99999999994543,5,-668.9999999999827,-1103.9999999999281,1330.999999999932,57.50004972222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-28T06:00:00Z,Down,Up,0.0,3,-180.99999999998317,3,-270.9999999999866,-451.99999999996976,451.99999999996976,53.50004972222222,6,-434.99999999994543,5,-668.9999999999827,-1103.9999999999281,1330.999999999932,53.50004972222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-02-29T06:00:00Z,Up,Down,0.0,2,-133.99999999998613,3,-270.9999999999866,-404.9999999999727,404.9999999999727,29.500049722222222,5,-661.9999999999493,6,-609.9999999999852,-1271.9999999999345,1330.999999999932,29.500049722222222,R1_H4_SYMMETRIC_TRANSITION_BLOCK
H4,2024-03-01T14:00:00Z,Down,Up,0.0,1,-161.99999999997772,2,-109.00000000000887,-270.9999999999866,270.9999999999866,65.7500125,5,-755.9999999999434,6,97.00000000000841,-658.999999999935,1262.9999999999484,65.7500125,R1_H4_SYMMETRIC_TRANSITION_BLOCK
