date,signal_utc,side_label,raw_signal_side,asian_high,raw_asian_high,asian_high_diff_pips,asian_low,raw_asian_low,asian_low_diff_pips,signal_high,raw_signal_high,signal_high_diff_pips,signal_low,raw_signal_low,signal_low_diff_pips,signal_close,raw_signal_close,signal_close_diff_pips,sweep_depth_pips,close_back_inside_depth_pips,pnl_jpy,mismatch_cause
2023-03-23,2023-03-23 14:30:00+00:00,SHORT,0,131.051,131.244,19.300000000001205,130.416,130.416,0.0,131.145,131.313,16.799999999997794,130.963,131.1,13.700000000000045,130.974,131.313,33.899999999999864,9.400000000002253,7.699999999999818,396.000000000015,RAW_CLOSE_NOT_BACK_INSIDE_HIGH
2023-03-23,2023-03-23 18:00:00+00:00,LONG,0,131.051,131.244,19.300000000001205,130.416,130.416,0.0,131.039,130.885,-15.399999999999636,130.331,130.735,40.40000000000248,130.428,130.773,34.499999999999886,8.500000000000796,1.2000000000000457,9.999999999990903,RAW_NO_LOW_SWEEP_RANGE_OR_LOW_BOUNDARY
2023-03-24,2023-03-24 07:15:00+00:00,LONG,0,130.679,130.939,25.99999999999909,130.054,130.053,-0.10000000000047748,130.251,130.477,22.59999999999991,129.931,130.359,42.79999999999973,130.226,130.406,18.000000000000682,12.299999999999043,17.199999999999704,-524.0000000000009,RAW_NO_LOW_SWEEP_RANGE_OR_LOW_BOUNDARY
2023-03-24,2023-03-24 13:00:00+00:00,SHORT,1,130.679,130.939,25.99999999999909,130.054,130.053,-0.10000000000047748,130.732,130.17,-56.20000000000118,130.413,130.046,-36.700000000001864,130.442,130.154,-28.80000000000109,5.299999999999727,23.69999999999948,-498.9999999999952,RAW_SIDE_FLIPPED_OPPOSITE_SWEEP
2023-04-13,2023-04-13 11:45:00+00:00,SHORT,0,133.369,133.374,0.49999999999954525,132.979,132.98,0.09999999999763531,133.377,133.374,-0.30000000000143245,133.228,133.227,-0.10000000000047748,133.338,133.338,0.0,0.8000000000009777,3.100000000000591,909.0000000000202,RAW_NO_HIGH_SWEEP_RANGE_OR_HIGH_BOUNDARY
2023-08-23,2023-08-23 07:30:00+00:00,LONG,0,145.814,145.813,-0.10000000000047748,145.533,145.532,-0.09999999999763531,145.761,145.756,-0.49999999999954525,145.42,145.42,0.0,145.534,145.532,-0.1999999999981128,11.299999999999956,0.1000000000004774,-34.99999999999659,RAW_CLOSE_NOT_BACK_INSIDE_LOW
2023-10-30,2023-10-30 11:45:00+00:00,SHORT,0,149.804,149.812,0.8000000000009777,149.298,149.413,11.50000000000091,149.834,149.765,-6.900000000001683,149.746,149.718,-2.800000000002001,149.761,149.752,-0.899999999998613,3.0000000000001137,4.300000000000637,659.9999999999966,RAW_NO_HIGH_SWEEP_RANGE_OR_HIGH_BOUNDARY
2023-11-01,2023-11-01 09:45:00+00:00,LONG,0,151.43,151.443,1.300000000000523,151.139,151.143,0.39999999999906777,151.197,151.29,9.299999999998931,151.136,151.214,7.800000000000296,151.195,151.221,2.600000000001046,0.3000000000014324,5.599999999998317,-43.00000000000637,RAW_NO_LOW_SWEEP_RANGE_OR_LOW_BOUNDARY
2023-11-02,2023-11-02 12:30:00+00:00,LONG,0,150.577,150.59,1.300000000000523,150.146,150.148,0.20000000000095497,150.239,150.215,-2.400000000000091,150.097,150.023,-7.400000000001228,150.203,150.09,-11.299999999999955,4.899999999997817,5.700000000001637,300.9999999999877,RAW_CLOSE_NOT_BACK_INSIDE_LOW
2023-11-13,2023-11-13 08:00:00+00:00,SHORT,0,151.799,151.799,0.0,151.441,151.443,0.20000000000095497,151.802,151.804,0.20000000000095497,151.722,151.724,0.1999999999981128,151.797,151.799,0.20000000000095497,0.2999999999985903,0.2000000000009549,70.99999999999795,RAW_CLOSE_NOT_BACK_INSIDE_HIGH
