track_a_rank,family_id,family,variant_id,raw_signals,suppressed_signals,executable_trades,long_trades,short_trades,net_jpy,gross_profit_jpy,gross_loss_jpy,profit_factor,win_rate,mean_pl_jpy,median_pl_jpy,realized_mdd_jpy,minimum_realized_equity_jpy,mean_mae_pips,mean_mfe_pips,mean_time_to_mae_seconds,mean_time_to_mfe_seconds,positive_folds,minimum_fold_jpy,positive_months,minimum_month_jpy,positive_sessions,year_concentration,fold_concentration,month_concentration,session_concentration,fold_trades,month_trades,session_trades,fold_net_jpy,month_net_jpy,side_net_jpy,session_net_jpy,year_net_jpy,best_event_removed_net_jpy,top3_winners_removed_net_jpy,top5_winners_removed_net_jpy,top10_winners_removed_net_jpy,top_decile_winners_removed_net_jpy,event_bootstrap_lower_95_jpy,event_bootstrap_upper_95_jpy,event_bootstrap_p_non_positive,date_bootstrap_lower_95_jpy,date_bootstrap_upper_95_jpy,date_bootstrap_p_non_positive,session_bootstrap_lower_95_jpy,session_bootstrap_upper_95_jpy,session_bootstrap_p_non_positive,spread_plus_0_5pip_net_jpy,spread_plus_1pip_net_jpy,spread_plus_2pip_net_jpy,entry_delay_5s_net_jpy,entry_delay_15s_net_jpy,adverse_slippage_0_5pip_each_net_jpy,daily_correlation_to_B02,daily_correlation_to_F05,max_abs_baseline_correlation,positive_baseline_day_contribution_jpy,negative_baseline_day_contribution_jpy,combined_net_jpy,baseline_realized_dd_jpy,combined_realized_dd_jpy,realized_dd_improvement_jpy,baseline_minimum_realized_equity_jpy,combined_minimum_realized_equity_jpy,minimum_realized_equity_improvement_jpy,baseline_worst_5_business_day_jpy,combined_worst_5_business_day_jpy,baseline_worst_20_business_day_jpy,combined_worst_20_business_day_jpy,same_direction_overlap_rate,opposite_direction_overlap_rate,simultaneous_holding_rate,peak_concurrency,incremental_margin_proxy_position_units,post_event_15m_separation_pips,post_event_60m_separation_pips,track_a_pass_count,track_a_gate_count,track_a_eligible,track_b_pass_count,track_b_gate_count,track_b_eligible
1,E,Session Transition,E_TOKYO_LONDON,121,0,121,69,52,1466.0000000000,11633.0000000000,10167.0000000000,1.1441919937,0.4380165289,12.1157024793,-20.0000000000,4010.0000000000,1000000.0000000000,-20.7016528926,19.9727272727,3205.4339421488,3235.0127024793,2,-1538.0000000000,14,-1106.9999999999,1,1.0000000000,0.6722647567,0.3908677232,1.0000000000,"{'2023H1': 30, '2023H2': 32, '2024H1': 31, '2024H2': 28}","{'2023-01': 4, '2023-02': 3, '2023-03': 6, '2023-04': 4, '2023-05': 7, '2023-06': 6, '2023-07': 8, '2023-08': 4, '2023-09': 6, '2023-10': 5, '2023-11': 5, '2023-12': 4, '2024-01': 7, '2024-02': 4, '2024-03': 5, '2024-04': 6, '2024-05': 3, '2024-06': 6, '2024-07': 4, '2024-08': 3, '2024-09': 7, '2024-10': 4, '2024-11': 6, '2024-12': 4}",{'LONDON': 121},"{'2023H1': 1326.9999999999698, '2023H2': 2722.000000000008, '2024H1': -1537.9999999999825, '2024H2': -1044.9999999999875}","{'2023-01': 537.9999999999825, '2023-02': 548.0000000000018, '2023-03': 100.99999999999909, '2023-04': 92.00000000001296, '2023-05': 275.99999999998204, '2023-06': -228.00000000000864, '2023-07': 2491.0000000000423, '2023-08': 54.9999999999784, '2023-09': -781.0000000000343, '2023-10': -267.99999999997226, '2023-11': 67.99999999998363, '2023-12': 1157.0000000000107, '2024-01': -1106.9999999999425, '2024-02': -126.0000000000332, '2024-03': 6.000000000028649, '2024-04': -221.99999999998, '2024-05': -273.00000000002456, '2024-06': 183.99999999996908, '2024-07': -821.9999999999743, '2024-08': -810.0000000000023, '2024-09': -269.9999999999818, '2024-10': 399.99999999997726, '2024-11': 384.00000000001455, '2024-12': 72.99999999997908}","{'LONG': 2535.0000000000246, 'SHORT': -1069.000000000017}",{'LONDON': 1466.0000000000084},"{'2023': 4048.999999999978, '2024': -2582.99999999997}",-20.0000000000,-1529.0000000000,-2557.0000000000,-4543.0000000000,-3022.0000000000,-4171.0000000000,7305.1000000002,0.3126000000,-4138.1000000001,7179.2250000001,0.3166000000,-4213.1750000001,7407.3749999999,0.3086000000,861.0000000000,256.0000000000,-954.0000000000,1150.0000000002,937.9999999999,256.0000000000,0.1996858656,0.1981103074,0.1996858656,4610.0000000001,-2647.0000000001,53093.0000000000,40487.0000000000,37620.0000000000,2867.0000000000,959513.0000000000,962380.0000000000,2867.0000000000,-11585.0000000000,-11585.0000000000,-16588.0000000000,-16358.0000000000,0.8099173554,0.0495867769,0.8181818182,10,1000,5.4500000000,14.0500000000,8,14,False,8,11,False
2,C,Shock Continuation,C_SHOCK_CONTINUATION,1013,363,650,315,335,6092.0000000001,83685.9999999999,77593.9999999999,1.0785112251,0.4969230769,9.3723076923,-1.5000000000,7647.9999999999,997515.0000000002,-25.3606153846,25.3583076923,3202.2785707692,3213.0520523077,2,-5550.9999999998,16,-3016.0000000000,3,0.9287590282,0.5379448776,0.1522798968,0.8239907058,"{'2023H1': 163, '2023H2': 169, '2024H1': 170, '2024H2': 148}","{'2023-01': 26, '2023-02': 20, '2023-03': 27, '2023-04': 31, '2023-05': 31, '2023-06': 28, '2023-07': 35, '2023-08': 28, '2023-09': 25, '2023-10': 26, '2023-11': 33, '2023-12': 22, '2024-01': 30, '2024-02': 23, '2024-03': 25, '2024-04': 28, '2024-05': 39, '2024-06': 25, '2024-07': 30, '2024-08': 20, '2024-09': 24, '2024-10': 22, '2024-11': 23, '2024-12': 29}","{'LONDON': 110, 'LONDON_NY_OVERLAP': 271, 'NEW_YORK': 64, 'TOKYO': 173, 'TRANSITION': 32}","{'2023H1': -1309.9999999997754, '2023H2': 6967.999999999734, '2024H1': 5984.999999999956, '2024H2': -5550.999999999845}","{'2023-01': 1194.9999999999934, '2023-02': 1718.0000000000462, '2023-03': -193.99999999993156, '2023-04': -2267.999999999944, '2023-05': -2001.9999999999527, '2023-06': 241.00000000001387, '2023-07': 921.0000000000773, '2023-08': 375.00000000008527, '2023-09': 836.9999999999038, '2023-10': 927.9999999998552, '2023-11': 1909.999999999826, '2023-12': 1996.9999999999854, '2024-01': -552.0000000001062, '2024-02': 456.99999999999363, '2024-03': 1694.0000000000452, '2024-04': 784.9999999998829, '2024-05': 946.0000000001119, '2024-06': 2655.000000000029, '2024-07': -1064.0000000000214, '2024-08': 618.0000000000234, '2024-09': -3015.9999999999627, '2024-10': -1003.9999999999907, '2024-11': -1242.9999999999948, '2024-12': 158.00000000010073}","{'LONG': 6015.9999999999345, 'SHORT': 76.00000000013529}","{'LONDON': 5674.000000000091, 'LONDON_NY_OVERLAP': -466.999999999814, 'NEW_YORK': 526.9999999998731, 'TOKYO': -327.0000000000848, 'TRANSITION': 685.0000000000023}","{'2023': 5657.999999999958, '2024': 434.00000000011187}",3747.0000000001,626.0000000000,-1770.0000000000,-6919.0000000000,-23584.9999999999,-11981.2000000001,24589.2500000001,0.2542000000,-11934.8500000001,24242.6499999998,0.2570000000,-11932.2499999996,24384.3999999993,0.2548000000,2842.0000000001,-407.9999999999,-6907.9999999999,6789.9999999998,6518.0000000002,-407.9999999999,-0.0267258794,0.1526943513,0.1526943513,14597.0000000002,-5026.0000000001,57719.0000000001,40487.0000000000,40487.9999999999,-0.9999999999,959513.0000000000,959879.0000000001,366.0000000001,-11585.0000000000,-10683.0000000000,-16588.0000000000,-18652.0000000000,0.6323076923,0.3815384615,0.8738461538,10,1000,6.4000000000,20.2000000000,6,14,False,5,11,False
3,K,Other Literature- and Practice-Led Families,K_LONDON_OPENING_RANGE_BREAKOUT,3662,3055,607,342,265,2342.9999999998,55569.9999999998,53227.0000000000,1.0440190129,0.4958813839,3.8599670511,-2.0000000000,7894.0000000000,993072.9999999999,-19.0184514003,18.5158154860,3482.0808896211,3345.8738978583,2,-5137.9999999999,12,-2616.9999999999,1,1.0000000000,0.6711749789,0.1535330408,1.0000000000,"{'2023H1': 157, '2023H2': 142, '2024H1': 160, '2024H2': 148}","{'2023-01': 24, '2023-02': 23, '2023-03': 27, '2023-04': 29, '2023-05': 30, '2023-06': 24, '2023-07': 24, '2023-08': 25, '2023-09': 21, '2023-10': 21, '2023-11': 28, '2023-12': 23, '2024-01': 29, '2024-02': 28, '2024-03': 27, '2024-04': 23, '2024-05': 28, '2024-06': 25, '2024-07': 26, '2024-08': 25, '2024-09': 22, '2024-10': 26, '2024-11': 24, '2024-12': 25}","{'LONDON': 521, 'LONDON_NY_OVERLAP': 86}","{'2023H1': -5137.999999999949, '2023H2': 3889.999999999787, '2024H1': -4348.999999999875, '2024H2': 7939.999999999828}","{'2023-01': -89.99999999994657, '2023-02': -1533.0000000001291, '2023-03': 2414.0000000000155, '2023-04': -2443.999999999932, '2023-05': -2616.9999999999336, '2023-06': -868.0000000000234, '2023-07': 276.9999999999584, '2023-08': 776.99999999993, '2023-09': 812.9999999999313, '2023-10': 364.9999999999807, '2023-11': 1945.00000000005, '2023-12': -287.000000000063, '2024-01': -1934.0000000000543, '2024-02': -490.9999999999002, '2024-03': -1750.9999999999764, '2024-04': -117.99999999993815, '2024-05': -1149.0000000000293, '2024-06': 1094.0000000000225, '2024-07': -98.00000000001319, '2024-08': 1971.9999999998945, '2024-09': 967.9999999999609, '2024-10': 1435.9999999999502, '2024-11': 1252.0000000000948, '2024-12': 2409.99999999994}","{'LONG': 2362.999999999887, 'SHORT': -20.00000000009595}","{'LONDON': 3790.9999999998836, 'LONDON_NY_OVERLAP': -1448.0000000000928}","{'2023': -1248.0000000001614, '2024': 3590.9999999999513}",1057.9999999998,-850.0000000002,-2492.0000000002,-6217.0000000003,-16962.0000000002,-9927.7000000005,14492.1999999996,0.3448000000,-10067.6250000005,14553.6749999994,0.3568000000,-9773.7750000000,14713.1249999995,0.3472000000,-692.0000000002,-3727.0000000002,-9797.0000000002,1381.9999999996,1584.0000000000,-3727.0000000002,0.1649780170,0.1288735415,0.1649780170,11766.9999999998,-6928.0000000000,53969.9999999998,40487.0000000000,43825.0000000001,-3338.0000000001,959513.0000000000,956266.9999999999,-3246.0000000001,-11585.0000000000,-12965.0000000000,-16588.0000000000,-15114.0000000000,0.5864909390,0.3393739703,0.8138385502,10,1000,3.0500000000,13.4000000000,6,14,False,4,11,False
4,K,Other Literature- and Practice-Led Families,K_DAILY_TIME_SERIES_MOMENTUM,446,0,446,259,187,2173.0000000002,83230.0000000001,81056.9999999999,1.0268082954,0.4932735426,4.8721973094,-12.5000000000,9317.0000000001,995693.0000000001,-35.7396860987,38.9163677130,13823.8861434978,13224.1213228700,2,-3693.9999999999,13,-3373.0000000000,1,0.7358490566,0.5901548673,0.2407953741,1.0000000000,"{'2023H1': 110, '2023H2': 115, '2024H1': 110, '2024H2': 111}","{'2023-01': 17, '2023-02': 16, '2023-03': 19, '2023-04': 19, '2023-05': 21, '2023-06': 18, '2023-07': 20, '2023-08': 20, '2023-09': 20, '2023-10': 20, '2023-11': 20, '2023-12': 15, '2024-01': 15, '2024-02': 15, '2024-03': 20, '2024-04': 20, '2024-05': 22, '2024-06': 18, '2024-07': 18, '2024-08': 20, '2024-09': 19, '2024-10': 18, '2024-11': 17, '2024-12': 19}",{'TOKYO': 446},"{'2023H1': -3693.999999999932, '2023H2': 4268.0000000000855, '2024H1': 2964.000000000197, '2024H2': -1365.0000000001537}","{'2023-01': 1018.0000000000291, '2023-02': -3372.999999999962, '2023-03': 987.9999999999427, '2023-04': -671.0000000000205, '2023-05': 162.00000000003456, '2023-06': -1817.9999999999552, '2023-07': 4081.0000000000746, '2023-08': -2092.00000000007, '2023-09': 569.0000000001021, '2023-10': -961.9999999999891, '2023-11': 2503.9999999999905, '2023-12': 167.99999999997794, '2024-01': 1204.0000000000077, '2024-02': 632.0000000000618, '2024-03': -65.99999999991724, '2024-04': -1143.000000000029, '2024-05': 482.0000000000846, '2024-06': 1854.9999999999898, '2024-07': 2563.9999999999936, '2024-08': -520.0000000000111, '2024-09': -1727.000000000032, '2024-10': -775.0000000000057, '2024-11': -1628.0000000000427, '2024-12': 720.9999999999468}","{'LONG': 2818.0000000002105, 'SHORT': -645.000000000012}",{'TOKYO': 2173.0000000002},"{'2023': 574.0000000001546, '2024': 1599.0000000000452}",-270.9999999998,-4428.9999999998,-8044.9999999998,-15895.9999999998,-28117.9999999998,-19322.6249999999,24068.9250000004,0.4214000000,-20033.0499999996,23851.2250000003,0.4356000000,-19799.3500000002,24848.7250000004,0.4210000000,-56.9999999998,-2286.9999999998,-6746.9999999998,1890.0000000001,1552.0000000003,-2286.9999999998,0.0087486203,0.2251047786,0.2251047786,20773.0000000001,-15442.9999999999,53800.0000000002,40487.0000000000,42147.9999999999,-1660.9999999999,959513.0000000000,958294.0000000001,-1218.9999999999,-11585.0000000000,-11185.0000000000,-16588.0000000000,-16248.0000000000,0.6614349776,0.2690582960,0.7869955157,10,1000,3.6000000000,13.5000000000,5,14,False,5,11,False
5,E,Session Transition,E_LONDON_NY,142,1,141,91,50,68.0000000001,18849.0000000001,18781.0000000000,1.0036206805,0.5248226950,0.4822695035,9.0000000000,2823.9999999999,997176.0000000001,-28.8120567376,25.5439716312,3069.1686028369,3510.4619858156,2,-1308.0000000000,14,-1784.0000000000,1,1.0000000000,0.9461797213,0.2319538017,1.0000000000,"{'2023H1': 35, '2023H2': 34, '2024H1': 32, '2024H2': 40}","{'2023-01': 9, '2023-02': 3, '2023-03': 5, '2023-04': 2, '2023-05': 9, '2023-06': 7, '2023-07': 3, '2023-08': 9, '2023-09': 6, '2023-10': 7, '2023-11': 7, '2023-12': 2, '2024-01': 7, '2024-02': 4, '2024-03': 3, '2024-04': 5, '2024-05': 6, '2024-06': 7, '2024-07': 6, '2024-08': 8, '2024-09': 4, '2024-10': 7, '2024-11': 4, '2024-12': 11}",{'LONDON_NY_OVERLAP': 141},"{'2023H1': -1308.0000000000496, '2023H2': -704.9999999998136, '2024H1': 111.99999999996635, '2024H2': 1968.999999999994}","{'2023-01': -1020.0000000000387, '2023-02': 950.000000000017, '2023-03': -1783.9999999999918, '2023-04': -62.00000000001182, '2023-05': 309.0000000000259, '2023-06': 298.99999999994975, '2023-07': 190.00000000002615, '2023-08': -807.9999999999075, '2023-09': 201.00000000002183, '2023-10': 933.9999999999975, '2023-11': -1172.9999999999734, '2023-12': -48.99999999997817, '2024-01': 663.9999999999304, '2024-02': -999.9999999999716, '2024-03': 62.99999999998818, '2024-04': -537.9999999999825, '2024-05': 721.0000000000036, '2024-06': 201.99999999999818, '2024-07': 954.9999999999557, '2024-08': 546.999999999997, '2024-09': -999.9999999999716, '2024-10': 349.00000000001796, '2024-11': -810.0000000000023, '2024-12': 1927.9999999999973}","{'LONG': 347.0000000000939, 'SHORT': -278.9999999999966}",{'LONDON_NY_OVERLAP': 68.00000000009823},"{'2023': -2012.999999999863, '2024': 2080.999999999961}",-1239.9999999999,-2731.9999999999,-4034.9999999999,-6716.9999999999,-5722.9999999999,-8326.8749999998,8850.0750000000,0.4830000000,-8844.9249999998,8596.0500000001,0.4918000000,-8926.1249999997,8642.6250000001,0.4924000000,-636.9999999999,-1341.9999999999,-2751.9999999999,239.0000000002,325.0000000003,-1341.9999999999,0.2918703537,0.2591101427,0.2918703537,9867.0000000001,-9287.0000000000,51695.0000000001,40487.0000000000,41613.9999999999,-1126.9999999999,959513.0000000000,958386.0000000001,-1126.9999999999,-11585.0000000000,-13495.0000000000,-16588.0000000000,-18405.0000000000,0.8297872340,0.1773049645,0.9148936170,9,1000,4.0500000000,28.1000000000,4,14,False,3,11,False
6,G,Trend Exhaustion,G_TREND_EXHAUSTION,2815,1576,1239,507,732,-13749.9999999997,138324.0000000000,152073.9999999998,0.9095834922,0.4656981437,-11.0976594027,-15.0000000000,23170.9999999997,982451.0000000005,-25.4493946731,23.4615012107,5881.4265867635,5722.9508571429,1,-7542.9999999997,11,-5946.9999999999,2,,1.0000000000,0.3272434551,0.5210586881,"{'2023H1': 306, '2023H2': 310, '2024H1': 309, '2024H2': 314}","{'2023-01': 44, '2023-02': 49, '2023-03': 55, '2023-04': 47, '2023-05': 66, '2023-06': 45, '2023-07': 48, '2023-08': 55, '2023-09': 48, '2023-10': 50, '2023-11': 60, '2023-12': 49, '2024-01': 46, '2024-02': 55, '2024-03': 48, '2024-04': 49, '2024-05': 62, '2024-06': 49, '2024-07': 67, '2024-08': 45, '2024-09': 49, '2024-10': 52, '2024-11': 52, '2024-12': 49}","{'LONDON': 258, 'LONDON_NY_OVERLAP': 258, 'NEW_YORK': 149, 'TOKYO': 422, 'TRANSITION': 152}","{'2023H1': 151.0000000001537, '2023H2': -3887.0000000000573, '2024H1': -7542.999999999722, '2024H2': -2471.0000000001173}","{'2023-01': 2873.9999999999673, '2023-02': 797.9999999999739, '2023-03': 732.0000000001698, '2023-04': -858.0000000000325, '2023-05': -4355.9999999999945, '2023-06': 961.0000000000696, '2023-07': -111.99999999993793, '2023-08': 313.0000000000166, '2023-09': 197.9999999998654, '2023-10': 649.0000000000862, '2023-11': 1011.9999999998015, '2023-12': -5946.999999999888, '2024-01': -815.9999999998604, '2024-02': -1950.0000000000732, '2024-03': -2333.9999999999463, '2024-04': 1109.9999999999568, '2024-05': -4516.999999999912, '2024-06': 964.0000000001123, '2024-07': -4022.9999999998827, '2024-08': -326.0000000001637, '2024-09': 4674.9999999999545, '2024-10': -7.999999999981355, '2024-11': -544.9999999999875, '2024-12': -2244.0000000000564}","{'LONG': -1916.0000000001965, 'SHORT': -11833.999999999549}","{'LONDON': -6707.999999999713, 'LONDON_NY_OVERLAP': 2081.000000000161, 'NEW_YORK': -6813.000000000186, 'TOKYO': 2263.9999999998804, 'TRANSITION': -4573.9999999998845}","{'2023': -3735.9999999999045, '2024': -10013.99999999984}",-16853.9999999998,-21835.9999999998,-25890.9999999997,-33096.9999999998,-66934.9999999998,-38363.0749999996,10660.8750000005,0.8592000000,-38819.9999999999,12859.9250000007,0.8538000000,-37503.1500000005,10838.7250000001,0.8670000000,-19944.9999999997,-26139.9999999997,-38529.9999999997,-14289.0000000002,-15435.0000000007,-26139.9999999997,-0.3498292402,-0.5479187765,0.5479187765,-58248.0000000001,46678.0000000002,37877.0000000003,40487.0000000000,39122.9999999999,1364.0000000001,959513.0000000000,961212.0000000001,1699.0000000001,-11585.0000000000,-11432.0000000000,-16588.0000000000,-16151.9999999999,0.1146085553,0.7740112994,0.8062953995,9,1000,3.7000000000,12.3500000000,3,14,False,5,11,False
7,H,Volatility Compression Breakout,H_COMPRESSION_BREAKOUT,647,292,355,163,192,-833.9999999999,37052.0000000001,37885.9999999999,0.9779865914,0.4873239437,-2.3492957746,-5.0000000000,6365.0000000000,995212.0000000001,-25.1763380282,23.3535211268,13587.6532422535,11449.1912112676,2,-2003.9999999999,11,-1779.0000000000,2,1.0000000000,0.9867139061,0.3489132975,0.7083607637,"{'2023H1': 86, '2023H2': 88, '2024H1': 91, '2024H2': 90}","{'2023-01': 17, '2023-02': 11, '2023-03': 16, '2023-04': 13, '2023-05': 15, '2023-06': 14, '2023-07': 17, '2023-08': 19, '2023-09': 12, '2023-10': 14, '2023-11': 15, '2023-12': 11, '2024-01': 16, '2024-02': 10, '2024-03': 15, '2024-04': 16, '2024-05': 18, '2024-06': 16, '2024-07': 18, '2024-08': 17, '2024-09': 17, '2024-10': 16, '2024-11': 11, '2024-12': 11}","{'LONDON': 25, 'LONDON_NY_OVERLAP': 9, 'NEW_YORK': 39, 'TOKYO': 94, 'TRANSITION': 188}","{'2023H1': -2003.9999999998768, '2023H2': 30.00000000002956, '2024H1': -1087.9999999999943, '2024H2': 2227.999999999951}","{'2023-01': 653.00000000002, '2023-02': -651.99999999993, '2023-03': 1575.9999999999934, '2023-04': -1778.999999999997, '2023-05': -1431.9999999999595, '2023-06': -370.00000000000455, '2023-07': -824.9999999999886, '2023-08': 574.0000000000123, '2023-09': -174.0000000000066, '2023-10': 936.000000000007, '2023-11': -237.99999999997112, '2023-12': -243.00000000002342, '2024-01': -31.999999999982265, '2024-02': -838.0000000000507, '2024-03': -1402.0000000000152, '2024-04': 244.99999999991928, '2024-05': 764.0000000000953, '2024-06': 175.0000000000398, '2024-07': 223.99999999996112, '2024-08': -223.0000000000416, '2024-09': -1183.999999999969, '2024-10': 15.00000000001478, '2024-11': 2986.000000000018, '2024-12': 409.99999999996817}","{'LONG': 3727.0000000002315, 'SHORT': -4561.000000000121}","{'LONDON': 885.9999999999957, 'LONDON_NY_OVERLAP': -480.99999999999454, 'NEW_YORK': -2368.9999999999145, 'TOKYO': 2152.000000000129, 'TRANSITION': -1022.0000000001046}","{'2023': -1973.9999999998472, '2024': 1139.9999999999575}",-1946.9999999999,-4158.9999999999,-5982.9999999999,-9595.9999999998,-14054.9999999998,-11775.4749999994,9928.6500000000,0.5630000000,-11782.2749999994,9782.0749999998,0.5762000000,-11758.3000000002,10105.2500000000,0.5600000000,-2608.9999999999,-4383.9999999999,-7933.9999999999,-730.9999999999,-1086.9999999998,-4383.9999999999,0.1173351352,0.1316880577,0.1316880577,8333.9999999999,-8828.9999999998,50793.0000000001,40487.0000000000,42914.9999999998,-2427.9999999998,959513.0000000000,957085.0000000002,-2427.9999999998,-11585.0000000000,-11015.0000000000,-16588.0000000000,-16405.0000000000,0.4028169014,0.2591549296,0.6253521127,9,1000,1.7500000000,5.6000000000,2,14,False,2,11,False
8,I,Failed Trend Continuation,I_FAILED_TREND_CONTINUATION,64,1,63,22,41,-2124.9999999999,7563.0000000000,9687.9999999999,0.7806564822,0.4126984127,-33.7301587302,-60.0000000000,6405.9999999999,994805.0000000002,-31.7857142857,29.2698412698,4696.6933968254,3996.5777936508,2,-3172.0000000000,9,-1641.9999999999,1,,0.6293521375,0.3798418972,1.0000000000,"{'2023H1': 16, '2023H2': 18, '2024H1': 16, '2024H2': 13}","{'2023-01': 3, '2023-02': 2, '2023-03': 2, '2023-04': 3, '2023-05': 3, '2023-06': 3, '2023-07': 4, '2023-08': 3, '2023-09': 0, '2023-10': 5, '2023-11': 4, '2023-12': 2, '2024-01': 1, '2024-02': 2, '2024-03': 3, '2024-04': 2, '2024-05': 3, '2024-06': 5, '2024-07': 3, '2024-08': 0, '2024-09': 3, '2024-10': 3, '2024-11': 2, '2024-12': 2}","{'LONDON': 7, 'LONDON_NY_OVERLAP': 18, 'NEW_YORK': 3, 'TOKYO': 25, 'TRANSITION': 10}","{'2023H1': 841.0000000000935, '2023H2': -1221.9999999999516, '2024H1': -3172.0000000000255, '2024H2': 1428.000000000026}","{'2023-01': -151.9999999999584, '2023-02': 203.00000000003138, '2023-03': -18.000000000000682, '2023-04': 578.000000000003, '2023-05': 52.99999999999727, '2023-06': 177.00000000002092, '2023-07': 21.99999999999136, '2023-08': -685.9999999999786, '2023-09': 0.0, '2023-10': -633.0000000000098, '2023-11': 200.00000000001705, '2023-12': -124.99999999997158, '2024-01': -149.0000000000009, '2024-02': 50.00000000001137, '2024-03': -1322.0000000000027, '2024-04': -183.9999999999975, '2024-05': -307.00000000001637, '2024-06': -1260.0000000000193, '2024-07': -1641.999999999939, '2024-08': 0.0, '2024-09': 1854.9999999999898, '2024-10': -229.00000000004184, '2024-11': 1922.0000000000255, '2024-12': -478.00000000000864}","{'LONG': 1104.9999999999895, 'SHORT': -3229.999999999847}","{'LONDON': -915.0000000000205, 'LONDON_NY_OVERLAP': -1546.9999999999686, 'NEW_YORK': -368.99999999997135, 'TOKYO': 1930.000000000149, 'TRANSITION': -1224.0000000000464}","{'2023': -380.9999999998581, '2024': -1743.9999999999995}",-4321.9999999999,-6132.9999999998,-6773.9999999998,-8113.9999999998,-6132.9999999998,-9142.4499999997,5193.4000000000,0.7372000000,-8984.3000000000,5159.6000000001,0.7444000000,-9225.3499999999,5398.4500000001,0.7420000000,-2439.9999999999,-2754.9999999999,-3384.9999999999,-2741.0000000000,-2925.0000000000,-2754.9999999999,-0.0102021832,-0.0100968451,0.0102021832,-744.9999999999,422.0000000001,49502.0000000001,40487.0000000000,40942.9999999999,-455.9999999999,959513.0000000000,959057.0000000001,-455.9999999999,-11585.0000000000,-11585.0000000000,-16588.0000000000,-16459.0000000000,0.1587301587,0.6666666667,0.7301587302,9,1000,5.3000000000,17.5500000000,1,14,False,3,11,False
9,B,Balance Mean Reversion,B_BALANCE_MEAN_REVERSION,706,357,349,190,159,-6749.0000000000,45992.0000000000,52741.0000000000,0.8720350392,0.5300859599,-19.3381088825,14.0000000000,7914.0000000000,993251.0000000000,-30.4280802292,25.9395415473,6389.7624555874,6767.8311404011,1,-4356.0000000000,10,-3660.0000000000,2,,1.0000000000,0.1940427993,0.6839916840,"{'2023H1': 89, '2023H2': 91, '2024H1': 79, '2024H2': 90}","{'2023-01': 17, '2023-02': 12, '2023-03': 13, '2023-04': 16, '2023-05': 15, '2023-06': 16, '2023-07': 19, '2023-08': 14, '2023-09': 17, '2023-10': 16, '2023-11': 8, '2023-12': 17, '2024-01': 18, '2024-02': 17, '2024-03': 12, '2024-04': 11, '2024-05': 10, '2024-06': 11, '2024-07': 12, '2024-08': 19, '2024-09': 14, '2024-10': 14, '2024-11': 15, '2024-12': 16}","{'LONDON': 79, 'LONDON_NY_OVERLAP': 111, 'NEW_YORK': 33, 'TOKYO': 107, 'TRANSITION': 19}","{'2023H1': -3436.0000000000355, '2023H2': 1453.0000000000598, '2024H1': -409.99999999996817, '2024H2': -4356.000000000023}","{'2023-01': 143.9999999999486, '2023-02': -243.00000000002342, '2023-03': -3659.9999999999964, '2023-04': 387.0000000000289, '2023-05': 1545.9999999999638, '2023-06': -1609.9999999999568, '2023-07': 1501.0000000001182, '2023-08': 2013.000000000005, '2023-09': 333.00000000002683, '2023-10': -441.0000000000025, '2023-11': -884.0000000000714, '2023-12': -1069.0000000000168, '2024-01': 1552.9999999999688, '2024-02': -1167.00000000003, '2024-03': 1021.9999999999629, '2024-04': 599.0000000000464, '2024-05': -2348.999999999989, '2024-06': -67.99999999992679, '2024-07': -1968.0000000000177, '2024-08': -1163.9999999999302, '2024-09': 1276.0000000000389, '2024-10': -514.0000000000953, '2024-11': -478.00000000000864, '2024-12': -1508.0000000000098}","{'LONG': -4012.0000000000864, 'SHORT': -2736.9999999998818}","{'LONDON': -5603.999999999928, 'LONDON_NY_OVERLAP': 2303.0000000000837, 'NEW_YORK': -78.0000000000598, 'TOKYO': -4434.000000000054, 'TRANSITION': 1063.999999999993}","{'2023': -1982.999999999976, '2024': -4765.999999999992}",-7914.0000000000,-10145.0000000000,-12146.0000000000,-16414.0000000000,-21936.0000000000,-23152.9500000003,8984.2999999998,0.7912000000,-22577.1749999997,8635.8500000002,0.8044000000,-22834.7999999999,8565.8249999998,0.7964000000,-8494.0000000000,-10239.0000000000,-13729.0000000000,-7083.0000000000,-6679.0000000003,-10239.0000000000,-0.0030127346,-0.0211532175,0.0211532175,-11722.9999999999,1486.0000000000,44878.0000000000,40487.0000000000,41708.9999999999,-1221.9999999999,959513.0000000000,959456.0000000001,-56.9999999999,-11585.0000000000,-12233.0000000000,-16588.0000000000,-19831.0000000000,0.3667621777,0.5730659026,0.7392550143,9,1000,1.2500000000,12.4500000000,1,14,False,1,11,False
