exit_utc,candidate_id,mode,component,pnl_jpy,equity_jpy
2024-04-15 19:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,295.0,4676.999999999963
2024-04-15 20:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-17.0,4659.999999999963
2024-04-16 14:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,148.0,4807.999999999963
2024-04-16 19:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,16.0,4823.999999999963
2024-04-16 23:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,30.0,4853.999999999963
2024-04-18 00:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,17.0,4870.999999999963
2024-04-18 10:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-445.0,4425.999999999963
2024-04-18 21:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,197.0,4622.999999999963
2024-04-19 01:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-623.0,3999.9999999999627
2024-04-19 04:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,SHOCK_FAILURE,68.9999999999884,4068.999999999951
2024-04-19 10:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-698.0,3370.999999999951
2024-04-22 18:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,40.0,3410.999999999951
2024-04-22 22:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,35.0,3445.999999999951
2024-04-23 00:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-92.0,3353.999999999951
2024-04-23 20:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-8.0,3345.999999999951
2024-04-23 22:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-139.0,3206.999999999951
2024-04-24 14:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,65.0,3271.999999999951
2024-04-24 17:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,SHOCK_FAILURE,-115.99999999998545,3155.9999999999654
2024-04-25 00:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,352.0,3507.9999999999654
2024-04-25 01:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,114.0,3621.9999999999654
2024-04-25 09:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,292.0,3913.9999999999654
2024-04-25 11:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,42.0,3955.9999999999654
2024-04-25 13:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,86.0,4041.9999999999654
2024-04-26 06:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,SHOCK_FAILURE,-63.0000000000166,3978.999999999949
2024-04-26 11:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,853.0,4831.999999999949
2024-04-26 13:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,629.0,5460.999999999949
2024-04-26 15:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,883.0,6343.999999999949
2024-04-26 19:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,1152.0,7495.999999999949
2024-04-26 20:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,999.0,8494.999999999949
2024-04-29 01:15:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,1381.0,9875.999999999949
2024-04-29 01:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,1976.0,11851.999999999949
2024-04-29 03:00:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,1744.0,13595.999999999949
2024-04-29 06:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-804.0,12791.999999999949
2024-04-29 09:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,-3397.0,9394.999999999949
2024-04-30 20:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,491.0,9885.999999999949
2024-04-30 23:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,140.0,10025.999999999949
2024-05-01 00:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,801.0,10826.999999999949
2024-05-01 01:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,161.0,10987.999999999949
2024-05-01 02:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,194.0,11181.999999999949
2024-05-01 03:30:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,93.0,11274.999999999949
2024-05-01 10:45:00+00:00,B_EXECUTABLE_T0_8BAR,ADDITIVE,BASELINE,29.0,11303.999999999949
