failure_i,shock_i,entry_i,exit_i,side,reason,opportunity_id,fold,signal_utc,entry_utc,exit_utc,entry_bid,exit_bid,normalized_pl_jpy,net_pips,near_entry_B02,near_entry_F05,simultaneous_B02,simultaneous_F05,simultaneous_any_baseline,shock_start_utc,shock_end_utc,failure_start_utc,failure_end_utc,shock_direction,side_label,session,shock_midpoint,shock_ratio,shock_tr_pips,shock_body_pips,impulse_run_bars,shock_size_bucket,shock_duration_bucket,exit4_utc,baseline_day_pnl_jpy,baseline_day_state,baseline_existing_drawdown_jpy,b02_active,f05_active,both_active,neither_active,active_count,same_direction_overlap,opposite_direction_overlap,active_trade_ids,loss_cluster_nearby
7780,7779,7781,7789,-1,up_shock_failed,2023H1|D_SHOCK_FAILURE|2023-04-25T07:15:00+00:00|-1,2023H1,2023-04-25 07:00:00+00:00,2023-04-25 07:15:00+00:00,2023-04-25 09:15:00+00:00,134.224,134.127,91.99999999998,9.199999999998,False,False,False,False,False,2023-04-25 06:45:00+00:00,2023-04-25 07:00:00+00:00,2023-04-25 07:00:00+00:00,2023-04-25 07:15:00+00:00,UP,SHORT,LONDON,134.3315,3.853333333333748,28.899999999998727,25.399999999999068,3,3.00_to_lt_4.00,GE_3_BARS,2023-04-25 08:15:00+00:00,441.0,POSITIVE,29476.0,False,False,False,True,0,False,False,,False
7906,7905,7907,7915,1,down_shock_failed,2023H1|D_SHOCK_FAILURE|2023-04-26T14:45:00+00:00|1,2023H1,2023-04-26 14:30:00+00:00,2023-04-26 14:45:00+00:00,2023-04-26 16:45:00+00:00,133.247,133.852,599.9999999999898,59.99999999999898,False,True,True,True,True,2023-04-26 14:15:00+00:00,2023-04-26 14:30:00+00:00,2023-04-26 14:30:00+00:00,2023-04-26 14:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,133.14350000000002,2.5268292682923934,25.899999999998613,24.499999999997613,1,2.50_to_lt_3.00,1_BAR,2023-04-26 15:45:00+00:00,-1962.0,NEGATIVE,29035.0,True,True,True,False,5,False,True,2023H1|F05|2023-04-26T10:15:00+00:00|-1;2023H1|F05|2023-04-26T11:30:00+00:00|-1;2023H1|F05|2023-04-26T13:30:00+00:00|-1;2023H1|B02|2023-04-26T10:00:00+00:00|-1;2023H1|F05|2023-04-26T14:30:00+00:00|-1,False
8573,8572,8574,8582,1,down_shock_failed,2023H1|D_SHOCK_FAILURE|2023-05-05T13:30:00+00:00|1,2023H1,2023-05-05 13:15:00+00:00,2023-05-05 13:30:00+00:00,2023-05-05 15:30:00+00:00,134.872,134.884,6.999999999972033,0.6999999999972033,True,True,True,True,True,2023-05-05 13:00:00+00:00,2023-05-05 13:15:00+00:00,2023-05-05 13:15:00+00:00,2023-05-05 13:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,134.865,2.5252525252524296,25.0,22.999999999998977,2,2.50_to_lt_3.00,2_BARS,2023-05-05 14:30:00+00:00,475.0,POSITIVE,21427.0,True,True,True,False,2,True,False,2023H1|F05|2023-05-05T12:45:00+00:00|1;2023H1|B02|2023-05-05T12:30:00+00:00|1,False
8862,8861,8863,8871,-1,up_shock_failed,2023H1|D_SHOCK_FAILURE|2023-05-10T13:45:00+00:00|-1,2023H1,2023-05-10 13:30:00+00:00,2023-05-10 13:45:00+00:00,2023-05-10 15:45:00+00:00,134.543,134.53,8.00000000000523,0.800000000000523,True,True,True,True,True,2023-05-10 13:15:00+00:00,2023-05-10 13:30:00+00:00,2023-05-10 13:30:00+00:00,2023-05-10 13:45:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,134.58749999999998,2.7681159420294867,19.10000000000025,19.10000000000025,2,2.50_to_lt_3.00,2_BARS,2023-05-10 14:45:00+00:00,-169.0,NEGATIVE,21297.0,True,True,True,False,3,True,True,2023H1|F05|2023-05-10T06:30:00+00:00|1;2023H1|F05|2023-05-10T12:45:00+00:00|-1;2023H1|B02|2023-05-10T12:45:00+00:00|-1,False
9645,9644,9646,9654,1,down_shock_failed,2023H1|D_SHOCK_FAILURE|2023-05-22T17:30:00+00:00|1,2023H1,2023-05-22 17:15:00+00:00,2023-05-22 17:30:00+00:00,2023-05-22 19:30:00+00:00,138.498,138.514,11.000000000019554,1.1000000000019554,False,False,True,False,True,2023-05-22 17:00:00+00:00,2023-05-22 17:15:00+00:00,2023-05-22 17:15:00+00:00,2023-05-22 17:30:00+00:00,DOWN,LONG,NEW_YORK,138.44,2.6813186813184378,24.399999999999977,22.59999999999991,1,2.50_to_lt_3.00,1_BAR,2023-05-22 18:30:00+00:00,557.0,POSITIVE,16352.0,True,False,False,False,1,True,False,2023H1|B02|2023-05-22T11:15:00+00:00|1,False
9799,9798,9800,9808,1,down_shock_failed,2023H1|D_SHOCK_FAILURE|2023-05-24T08:00:00+00:00|1,2023H1,2023-05-24 07:45:00+00:00,2023-05-24 08:00:00+00:00,2023-05-24 10:00:00+00:00,138.645,138.534,-116.00000000001842,-11.600000000001842,False,False,False,False,False,2023-05-24 07:30:00+00:00,2023-05-24 07:45:00+00:00,2023-05-24 07:45:00+00:00,2023-05-24 08:00:00+00:00,DOWN,LONG,LONDON,138.57150000000001,2.7909604519773574,24.699999999998568,18.099999999998317,1,2.50_to_lt_3.00,1_BAR,2023-05-24 09:00:00+00:00,601.0,POSITIVE,16423.0,False,False,False,True,0,False,False,,False
10178,10177,10179,10187,-1,up_shock_failed,2023H1|D_SHOCK_FAILURE|2023-05-30T06:45:00+00:00|-1,2023H1,2023-05-30 06:30:00+00:00,2023-05-30 06:45:00+00:00,2023-05-30 08:45:00+00:00,140.408,140.219,183.99999999999292,18.39999999999929,False,True,False,True,True,2023-05-30 06:15:00+00:00,2023-05-30 06:30:00+00:00,2023-05-30 06:30:00+00:00,2023-05-30 06:45:00+00:00,UP,SHORT,TOKYO,140.844,2.77419354838652,17.199999999999704,13.599999999999568,6,2.50_to_lt_3.00,GE_3_BARS,2023-05-30 07:45:00+00:00,-802.0,NEGATIVE,16541.0,False,True,False,False,2,True,True,2023H1|F05|2023-05-30T01:45:00+00:00|-1;2023H1|F05|2023-05-30T05:45:00+00:00|1,False
10189,10188,10190,10198,-1,up_shock_failed,2023H1|D_SHOCK_FAILURE|2023-05-30T09:30:00+00:00|-1,2023H1,2023-05-30 09:15:00+00:00,2023-05-30 09:30:00+00:00,2023-05-30 11:30:00+00:00,140.245,139.967,272.9999999999916,27.29999999999916,False,False,True,True,True,2023-05-30 09:00:00+00:00,2023-05-30 09:15:00+00:00,2023-05-30 09:15:00+00:00,2023-05-30 09:30:00+00:00,UP,SHORT,LONDON,140.3915,7.984496124031814,51.50000000000148,42.69999999999925,1,ge_4.00,1_BAR,2023-05-30 10:30:00+00:00,-802.0,NEGATIVE,16541.0,True,True,True,False,4,True,True,2023H1|F05|2023-05-30T01:45:00+00:00|-1;2023H1|F05|2023-05-30T05:45:00+00:00|1;2023H1|F05|2023-05-30T11:15:00+00:00|-1;2023H1|B02|2023-05-30T11:15:00+00:00|-1,False
10494,10493,10495,10503,1,down_shock_failed,2023H1|D_SHOCK_FAILURE|2023-06-02T13:45:00+00:00|1,2023H1,2023-06-02 13:30:00+00:00,2023-06-02 13:45:00+00:00,2023-06-02 15:45:00+00:00,139.253,139.748,490.00000000000455,49.000000000000455,True,True,True,True,True,2023-06-02 13:15:00+00:00,2023-06-02 13:30:00+00:00,2023-06-02 13:30:00+00:00,2023-06-02 13:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,139.1015,2.686390532545151,22.700000000000387,16.500000000002046,2,2.50_to_lt_3.00,2_BARS,2023-06-02 14:45:00+00:00,2392.0,POSITIVE,20533.0,True,True,True,False,3,True,False,2023H1|F05|2023-06-02T14:30:00+00:00|1;2023H1|F05|2023-06-02T15:30:00+00:00|1;2023H1|B02|2023-06-02T12:45:00+00:00|1,False
10784,10783,10785,10793,1,down_shock_failed,2023H1|D_SHOCK_FAILURE|2023-06-07T14:15:00+00:00|1,2023H1,2023-06-07 14:00:00+00:00,2023-06-07 14:15:00+00:00,2023-06-07 16:15:00+00:00,139.43,139.985,550.0000000000068,55.00000000000068,False,True,True,True,True,2023-06-07 13:45:00+00:00,2023-06-07 14:00:00+00:00,2023-06-07 14:00:00+00:00,2023-06-07 14:15:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,139.1455,3.406896551724092,24.70000000000141,21.800000000001774,5,3.00_to_lt_4.00,GE_3_BARS,2023-06-07 15:15:00+00:00,-778.0,NEGATIVE,21231.0,True,True,True,False,4,True,True,2023H1|F05|2023-06-07T14:00:00+00:00|-1;2023H1|F05|2023-06-07T15:15:00+00:00|1;2023H1|F05|2023-06-07T15:45:00+00:00|1;2023H1|B02|2023-06-07T12:45:00+00:00|1,False
11401,11400,11402,11410,1,down_shock_failed,2023H1|D_SHOCK_FAILURE|2023-06-16T00:30:00+00:00|1,2023H1,2023-06-16 00:15:00+00:00,2023-06-16 00:30:00+00:00,2023-06-16 02:30:00+00:00,140.159,140.092,-71.99999999997885,-7.199999999997885,False,False,False,True,True,2023-06-16 00:00:00+00:00,2023-06-16 00:15:00+00:00,2023-06-16 00:15:00+00:00,2023-06-16 00:30:00+00:00,DOWN,LONG,TOKYO,140.144,2.8487804878051146,29.20000000000016,21.60000000000082,1,2.50_to_lt_3.00,1_BAR,2023-06-16 01:30:00+00:00,199.0,POSITIVE,25385.0,False,True,False,False,1,False,True,2023H1|F05|2023-06-16T01:45:00+00:00|-1,False
12745,12744,12746,12754,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-06T00:30:00+00:00|1,2023H2,2023-07-06 00:15:00+00:00,2023-07-06 00:30:00+00:00,2023-07-06 02:30:00+00:00,144.424,144.343,-86.00000000001728,-8.600000000001728,False,False,False,False,False,2023-07-06 00:00:00+00:00,2023-07-06 00:15:00+00:00,2023-07-06 00:15:00+00:00,2023-07-06 00:30:00+00:00,DOWN,LONG,TOKYO,144.41750000000002,2.6524822695034773,18.69999999999834,15.300000000002001,1,2.50_to_lt_3.00,1_BAR,2023-07-06 01:30:00+00:00,-401.0,NEGATIVE,27245.0,False,False,False,True,0,False,False,,False
13137,13136,13138,13146,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-12T02:30:00+00:00|-1,2023H2,2023-07-12 02:15:00+00:00,2023-07-12 02:30:00+00:00,2023-07-12 04:30:00+00:00,139.563,139.641,-83.00000000000296,-8.300000000000296,False,False,False,True,True,2023-07-12 02:00:00+00:00,2023-07-12 02:15:00+00:00,2023-07-12 02:15:00+00:00,2023-07-12 02:30:00+00:00,UP,SHORT,TOKYO,139.5755,2.5877192982456556,29.50000000000159,26.300000000000523,2,2.50_to_lt_3.00,2_BARS,2023-07-12 03:30:00+00:00,1418.0,POSITIVE,18181.0,False,True,False,False,1,True,False,2023H2|F05|2023-07-12T01:15:00+00:00|-1,False
13282,13281,13283,13291,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-13T14:45:00+00:00|-1,2023H2,2023-07-13 14:30:00+00:00,2023-07-13 14:45:00+00:00,2023-07-13 16:45:00+00:00,138.22,138.062,152.99999999998704,15.299999999998704,False,False,False,True,True,2023-07-13 14:15:00+00:00,2023-07-13 14:30:00+00:00,2023-07-13 14:30:00+00:00,2023-07-13 14:45:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,138.255,2.592885375493948,32.800000000000296,31.699999999997885,1,2.50_to_lt_3.00,1_BAR,2023-07-13 15:45:00+00:00,740.0,POSITIVE,16763.0,False,True,False,False,1,True,False,2023H2|F05|2023-07-13T16:15:00+00:00|-1,False
13851,13850,13852,13860,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-21T14:45:00+00:00|1,2023H2,2023-07-21 14:30:00+00:00,2023-07-21 14:45:00+00:00,2023-07-21 16:45:00+00:00,141.677,141.663,-18.999999999981583,-1.8999999999981585,False,False,True,True,True,2023-07-21 14:15:00+00:00,2023-07-21 14:30:00+00:00,2023-07-21 14:30:00+00:00,2023-07-21 14:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,141.6535,2.6380952380952833,27.700000000001523,22.59999999999991,1,2.50_to_lt_3.00,1_BAR,2023-07-21 15:45:00+00:00,1985.0,POSITIVE,21610.0,True,True,True,False,2,True,False,2023H2|F05|2023-07-21T07:45:00+00:00|1;2023H2|B02|2023-07-21T07:30:00+00:00|1,False
13944,13943,13945,13953,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-24T14:00:00+00:00|1,2023H2,2023-07-24 13:45:00+00:00,2023-07-24 14:00:00+00:00,2023-07-24 16:00:00+00:00,141.153,141.192,34.00000000001569,3.400000000001569,False,False,True,True,True,2023-07-24 13:30:00+00:00,2023-07-24 13:45:00+00:00,2023-07-24 13:45:00+00:00,2023-07-24 14:00:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,141.06,2.542056074766628,27.199999999999136,18.799999999998818,1,2.50_to_lt_3.00,1_BAR,2023-07-24 15:00:00+00:00,-1128.0,NEGATIVE,19625.0,True,True,True,False,3,False,True,2023H2|F05|2023-07-24T10:30:00+00:00|-1;2023H2|F05|2023-07-24T11:45:00+00:00|-1;2023H2|B02|2023-07-24T10:00:00+00:00|-1,False
14155,14154,14156,14164,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-26T18:45:00+00:00|-1,2023H2,2023-07-26 18:30:00+00:00,2023-07-26 18:45:00+00:00,2023-07-26 20:45:00+00:00,140.142,140.337,-199.9999999999932,-19.99999999999932,False,True,True,True,True,2023-07-26 18:15:00+00:00,2023-07-26 18:30:00+00:00,2023-07-26 18:30:00+00:00,2023-07-26 18:45:00+00:00,UP,SHORT,NEW_YORK,140.548,2.8700564971754785,25.40000000000191,19.10000000000025,1,2.50_to_lt_3.00,1_BAR,2023-07-26 19:45:00+00:00,991.0,POSITIVE,20428.0,True,True,True,False,3,True,False,2023H2|F05|2023-07-26T11:45:00+00:00|-1;2023H2|B02|2023-07-26T08:15:00+00:00|-1;2023H2|F05|2023-07-26T18:45:00+00:00|-1,False
14186,14185,14187,14195,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-27T02:30:00+00:00|1,2023H2,2023-07-27 02:15:00+00:00,2023-07-27 02:30:00+00:00,2023-07-27 04:30:00+00:00,139.607,139.852,240.00000000000452,24.00000000000045,False,True,False,True,True,2023-07-27 02:00:00+00:00,2023-07-27 02:15:00+00:00,2023-07-27 02:15:00+00:00,2023-07-27 02:30:00+00:00,DOWN,LONG,TOKYO,139.575,3.979797979797884,39.400000000000546,37.79999999999859,6,3.00_to_lt_4.00,GE_3_BARS,2023-07-27 03:30:00+00:00,-6631.0,NEGATIVE,20190.0,False,True,False,False,2,False,True,2023H2|F05|2023-07-26T18:45:00+00:00|-1;2023H2|F05|2023-07-27T01:45:00+00:00|-1,False
14256,14255,14257,14265,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-07-27T20:00:00+00:00|1,2023H2,2023-07-27 19:45:00+00:00,2023-07-27 20:00:00+00:00,2023-07-27 22:00:00+00:00,139.064,139.423,354.00000000000887,35.40000000000089,False,True,True,True,True,2023-07-27 19:30:00+00:00,2023-07-27 19:45:00+00:00,2023-07-27 19:45:00+00:00,2023-07-27 20:00:00+00:00,DOWN,LONG,NEW_YORK,139.0,2.539682539682676,31.999999999999318,24.500000000000455,2,2.50_to_lt_3.00,2_BARS,2023-07-27 21:00:00+00:00,-6631.0,NEGATIVE,19991.0,True,True,True,False,5,True,True,2023H2|F05|2023-07-27T13:00:00+00:00|1;2023H2|F05|2023-07-27T13:45:00+00:00|1;2023H2|F05|2023-07-27T14:15:00+00:00|1;2023H2|B02|2023-07-27T12:45:00+00:00|1;2023H2|F05|2023-07-27T19:30:00+00:00|-1,True
14553,14552,14554,14562,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-08-01T22:15:00+00:00|1,2023H2,2023-08-01 22:00:00+00:00,2023-08-01 22:15:00+00:00,2023-08-02 00:15:00+00:00,142.905,143.006,95.99999999999908,9.599999999999907,False,False,True,True,True,2023-08-01 21:45:00+00:00,2023-08-01 22:00:00+00:00,2023-08-01 22:00:00+00:00,2023-08-01 22:15:00+00:00,DOWN,LONG,TRANSITION,142.8955,4.885245901638809,44.70000000000027,29.899999999997817,8,ge_4.00,GE_3_BARS,2023-08-01 23:15:00+00:00,389.0,POSITIVE,25215.0,True,True,True,False,2,True,False,2023H2|B02|2023-08-01T11:15:00+00:00|1;2023H2|F05|2023-08-01T17:30:00+00:00|1,False
15763,15762,15764,15772,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-08-18T12:45:00+00:00|-1,2023H2,2023-08-18 12:30:00+00:00,2023-08-18 12:45:00+00:00,2023-08-18 14:45:00+00:00,145.62,145.348,266.99999999999136,26.699999999999136,False,False,True,True,True,2023-08-18 12:15:00+00:00,2023-08-18 12:30:00+00:00,2023-08-18 12:30:00+00:00,2023-08-18 12:45:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,145.64,2.624999999999704,25.199999999998113,21.000000000000796,3,2.50_to_lt_3.00,GE_3_BARS,2023-08-18 13:45:00+00:00,-547.0,NEGATIVE,28389.0,True,True,True,False,3,True,False,2023H2|F05|2023-08-18T06:15:00+00:00|-1;2023H2|F05|2023-08-18T07:45:00+00:00|-1;2023H2|B02|2023-08-18T07:45:00+00:00|-1,False
15773,15772,15774,15782,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-08-18T15:15:00+00:00|1,2023H2,2023-08-18 15:00:00+00:00,2023-08-18 15:15:00+00:00,2023-08-18 17:15:00+00:00,145.267,144.955,-316.9999999999834,-31.69999999999834,False,False,True,True,True,2023-08-18 14:45:00+00:00,2023-08-18 15:00:00+00:00,2023-08-18 15:00:00+00:00,2023-08-18 15:15:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,145.257,2.551351351351212,23.599999999999,16.600000000002524,1,2.50_to_lt_3.00,1_BAR,2023-08-18 16:15:00+00:00,-547.0,NEGATIVE,28514.0,True,True,True,False,3,False,True,2023H2|F05|2023-08-18T07:45:00+00:00|-1;2023H2|B02|2023-08-18T07:45:00+00:00|-1;2023H2|F05|2023-08-18T17:00:00+00:00|-1,False
16156,16155,16157,16165,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-08-24T15:00:00+00:00|1,2023H2,2023-08-24 14:45:00+00:00,2023-08-24 15:00:00+00:00,2023-08-24 17:00:00+00:00,145.599,145.901,297.0000000000209,29.70000000000209,False,False,True,True,True,2023-08-24 14:30:00+00:00,2023-08-24 14:45:00+00:00,2023-08-24 14:45:00+00:00,2023-08-24 15:00:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,145.5685,2.688311688311669,20.699999999999363,14.999999999997726,1,2.50_to_lt_3.00,1_BAR,2023-08-24 16:00:00+00:00,687.0,POSITIVE,25673.0,True,True,True,False,3,True,False,2023H2|B02|2023-08-24T07:45:00+00:00|1;2023H2|F05|2023-08-24T12:00:00+00:00|1;2023H2|F05|2023-08-24T12:45:00+00:00|1,False
16443,16442,16444,16452,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-08-29T14:45:00+00:00|1,2023H2,2023-08-29 14:30:00+00:00,2023-08-29 14:45:00+00:00,2023-08-29 16:45:00+00:00,146.486,146.02,-470.99999999997976,-47.099999999997976,False,True,True,True,True,2023-08-29 14:15:00+00:00,2023-08-29 14:30:00+00:00,2023-08-29 14:30:00+00:00,2023-08-29 14:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,146.3875,7.135593220339636,42.10000000000207,34.99999999999943,4,ge_4.00,GE_3_BARS,2023-08-29 15:45:00+00:00,-4589.0,NEGATIVE,25552.0,True,True,True,False,6,True,True,2023H2|F05|2023-08-29T11:00:00+00:00|1;2023H2|F05|2023-08-29T12:00:00+00:00|1;2023H2|F05|2023-08-29T12:30:00+00:00|1;2023H2|B02|2023-08-29T09:30:00+00:00|1;2023H2|F05|2023-08-29T14:30:00+00:00|-1;2023H2|F05|2023-08-29T15:15:00+00:00|-1,False
16893,16892,16894,16902,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-09-05T07:30:00+00:00|1,2023H2,2023-09-05 07:15:00+00:00,2023-09-05 07:30:00+00:00,2023-09-05 09:30:00+00:00,146.966,147.085,113.99999999999976,11.399999999999975,False,True,False,True,True,2023-09-05 07:00:00+00:00,2023-09-05 07:15:00+00:00,2023-09-05 07:15:00+00:00,2023-09-05 07:30:00+00:00,DOWN,LONG,LONDON,146.91199999999998,2.875,13.800000000000523,9.399999999999409,1,2.50_to_lt_3.00,1_BAR,2023-09-05 08:30:00+00:00,4047.0,POSITIVE,33477.0,False,True,False,False,5,True,False,2023H2|F05|2023-09-05T00:15:00+00:00|1;2023H2|F05|2023-09-05T02:00:00+00:00|1;2023H2|F05|2023-09-05T03:15:00+00:00|1;2023H2|F05|2023-09-05T05:45:00+00:00|1;2023H2|F05|2023-09-05T06:30:00+00:00|1,False
16925,16924,16926,16934,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-09-05T15:30:00+00:00|1,2023H2,2023-09-05 15:15:00+00:00,2023-09-05 15:30:00+00:00,2023-09-05 17:30:00+00:00,147.663,147.705,37.00000000000159,3.700000000000159,False,False,True,True,True,2023-09-05 15:00:00+00:00,2023-09-05 15:15:00+00:00,2023-09-05 15:15:00+00:00,2023-09-05 15:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,147.6625,2.5045045045042693,13.900000000001,9.299999999998931,1,2.50_to_lt_3.00,1_BAR,2023-09-05 16:30:00+00:00,4047.0,POSITIVE,31075.0,True,True,True,False,4,True,False,2023H2|F05|2023-09-05T10:00:00+00:00|1;2023H2|F05|2023-09-05T11:30:00+00:00|1;2023H2|B02|2023-09-05T09:30:00+00:00|1;2023H2|F05|2023-09-05T14:00:00+00:00|1,False
17206,17205,17207,17215,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-09-08T13:45:00+00:00|1,2023H2,2023-09-08 13:30:00+00:00,2023-09-08 13:45:00+00:00,2023-09-08 15:45:00+00:00,147.609,147.668,53.9999999999975,5.39999999999975,False,True,True,True,True,2023-09-08 13:15:00+00:00,2023-09-08 13:30:00+00:00,2023-09-08 13:30:00+00:00,2023-09-08 13:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,147.59750000000003,2.602564102564042,20.300000000000296,14.19999999999959,1,2.50_to_lt_3.00,1_BAR,2023-09-08 14:45:00+00:00,-2718.0,NEGATIVE,30504.0,True,True,True,False,2,True,False,2023H2|B02|2023-09-08T08:00:00+00:00|1;2023H2|F05|2023-09-08T13:00:00+00:00|1,False
17273,17272,17274,17282,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-09-11T06:30:00+00:00|1,2023H2,2023-09-11 06:15:00+00:00,2023-09-11 06:30:00+00:00,2023-09-11 08:30:00+00:00,146.155,146.276,116.00000000000932,11.600000000000932,False,True,False,True,True,2023-09-11 06:00:00+00:00,2023-09-11 06:15:00+00:00,2023-09-11 06:15:00+00:00,2023-09-11 06:30:00+00:00,DOWN,LONG,TOKYO,146.11599999999999,3.1924882629109224,34.00000000000034,26.69999999999959,2,3.00_to_lt_4.00,2_BARS,2023-09-11 07:30:00+00:00,-1382.0,NEGATIVE,32647.0,False,True,False,False,5,False,True,2023H2|F05|2023-09-11T02:45:00+00:00|-1;2023H2|F05|2023-09-11T03:30:00+00:00|-1;2023H2|F05|2023-09-11T04:30:00+00:00|-1;2023H2|F05|2023-09-11T05:00:00+00:00|-1;2023H2|F05|2023-09-11T06:15:00+00:00|-1,False
17589,17588,17590,17598,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-09-14T13:30:00+00:00|1,2023H2,2023-09-14 13:15:00+00:00,2023-09-14 13:30:00+00:00,2023-09-14 15:30:00+00:00,147.28,147.16,-125.00000000000456,-12.500000000000457,True,False,True,False,True,2023-09-14 13:00:00+00:00,2023-09-14 13:15:00+00:00,2023-09-14 13:15:00+00:00,2023-09-14 13:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,147.235,5.732283464566566,36.40000000000043,31.89999999999884,2,ge_4.00,2_BARS,2023-09-14 14:30:00+00:00,-295.0,NEGATIVE,34663.0,True,False,False,False,1,True,False,2023H2|B02|2023-09-14T12:45:00+00:00|1,False
18553,18552,18554,18562,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-09-28T14:30:00+00:00|1,2023H2,2023-09-28 14:15:00+00:00,2023-09-28 14:30:00+00:00,2023-09-28 16:30:00+00:00,149.268,149.2,-73.00000000001205,-7.300000000001205,False,False,True,False,True,2023-09-28 14:00:00+00:00,2023-09-28 14:15:00+00:00,2023-09-28 14:15:00+00:00,2023-09-28 14:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,149.2365,2.936507936508524,18.500000000000227,13.800000000000523,2,2.50_to_lt_3.00,2_BARS,2023-09-28 15:30:00+00:00,-33.0,NEGATIVE,33601.0,True,False,False,False,1,False,True,2023H2|B02|2023-09-28T09:45:00+00:00|-1,False
18628,18627,18629,18637,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-09-29T09:15:00+00:00|-1,2023H2,2023-09-29 09:00:00+00:00,2023-09-29 09:15:00+00:00,2023-09-29 11:15:00+00:00,148.989,149.147,-162.99999999998704,-16.299999999998704,False,False,True,True,True,2023-09-29 08:45:00+00:00,2023-09-29 09:00:00+00:00,2023-09-29 09:00:00+00:00,2023-09-29 09:15:00+00:00,UP,SHORT,LONDON,148.9915,2.6715328467152135,18.299999999999272,13.100000000000023,2,2.50_to_lt_3.00,2_BARS,2023-09-29 10:15:00+00:00,-2016.0,NEGATIVE,33634.0,True,True,True,False,4,True,False,2023H2|F05|2023-09-29T06:15:00+00:00|-1;2023H2|F05|2023-09-29T06:45:00+00:00|-1;2023H2|F05|2023-09-29T07:15:00+00:00|-1;2023H2|B02|2023-09-29T07:15:00+00:00|-1,False
18911,18910,18912,18920,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-10-04T08:00:00+00:00|1,2023H2,2023-10-04 07:45:00+00:00,2023-10-04 08:00:00+00:00,2023-10-04 10:00:00+00:00,148.842,149.142,294.99999999998295,29.49999999999829,True,False,True,False,True,2023-10-04 07:30:00+00:00,2023-10-04 07:45:00+00:00,2023-10-04 07:45:00+00:00,2023-10-04 08:00:00+00:00,DOWN,LONG,LONDON,148.839,2.8157894736839104,21.399999999999864,16.99999999999875,5,2.50_to_lt_3.00,GE_3_BARS,2023-10-04 09:00:00+00:00,-14.0,NEGATIVE,38201.0,True,False,False,False,1,False,True,2023H2|B02|2023-10-04T07:15:00+00:00|-1,False
19244,19243,19245,19253,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-10-09T19:15:00+00:00|1,2023H2,2023-10-09 19:00:00+00:00,2023-10-09 19:15:00+00:00,2023-10-09 21:15:00+00:00,148.523,148.468,-60.00000000000682,-6.000000000000682,False,False,True,True,True,2023-10-09 18:45:00+00:00,2023-10-09 19:00:00+00:00,2023-10-09 19:00:00+00:00,2023-10-09 19:15:00+00:00,DOWN,LONG,NEW_YORK,148.518,3.208791208792252,14.6000000000015,12.299999999999045,1,3.00_to_lt_4.00,1_BAR,2023-10-09 20:15:00+00:00,935.0,POSITIVE,39231.0,True,True,True,False,3,False,True,2023H2|F05|2023-10-09T13:30:00+00:00|-1;2023H2|B02|2023-10-09T13:00:00+00:00|-1;2023H2|F05|2023-10-09T17:45:00+00:00|-1,False
