failure_i,shock_i,entry_i,exit_i,side,reason,opportunity_id,fold,signal_utc,entry_utc,exit_utc,entry_bid,exit_bid,normalized_pl_jpy,net_pips,near_entry_B02,near_entry_F05,simultaneous_B02,simultaneous_F05,simultaneous_any_baseline,shock_start_utc,shock_end_utc,failure_start_utc,failure_end_utc,shock_direction,side_label,session,shock_midpoint,shock_ratio,shock_tr_pips,shock_body_pips,impulse_run_bars,shock_size_bucket,shock_duration_bucket,exit4_utc,baseline_day_pnl_jpy,baseline_day_state,baseline_existing_drawdown_jpy,b02_active,f05_active,both_active,neither_active,active_count,same_direction_overlap,opposite_direction_overlap,active_trade_ids,loss_cluster_nearby
20000,19999,20001,20009,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-10-19T16:15:00+00:00|-1,2023H2,2023-10-19 16:00:00+00:00,2023-10-19 16:15:00+00:00,2023-10-19 18:15:00+00:00,149.768,149.751,11.999999999995907,1.1999999999995907,False,False,True,False,True,2023-10-19 15:45:00+00:00,2023-10-19 16:00:00+00:00,2023-10-19 16:00:00+00:00,2023-10-19 16:15:00+00:00,UP,SHORT,NEW_YORK,149.87349999999998,2.725000000000764,10.900000000000887,9.800000000001319,1,2.50_to_lt_3.00,1_BAR,2023-10-19 17:15:00+00:00,-87.0,NEGATIVE,38315.0,True,False,False,False,1,False,True,2023H2|B02|2023-10-19T09:30:00+00:00|1,False
20443,20442,20444,20452,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-10-26T07:00:00+00:00|-1,2023H2,2023-10-26 06:45:00+00:00,2023-10-26 07:00:00+00:00,2023-10-26 09:00:00+00:00,150.442,150.4,37.00000000000159,3.700000000000159,False,True,False,True,True,2023-10-26 06:30:00+00:00,2023-10-26 06:45:00+00:00,2023-10-26 06:45:00+00:00,2023-10-26 07:00:00+00:00,UP,SHORT,LONDON,150.7005,4.347826086955626,15.000000000000568,13.79999999999768,1,ge_4.00,1_BAR,2023-10-26 08:00:00+00:00,-923.0,NEGATIVE,39532.0,False,True,False,False,4,False,True,2023H2|F05|2023-10-26T02:30:00+00:00|1;2023H2|F05|2023-10-26T03:15:00+00:00|1;2023H2|F05|2023-10-26T06:00:00+00:00|1;2023H2|F05|2023-10-26T06:45:00+00:00|1,False
21112,21111,21113,21121,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-11-06T08:15:00+00:00|-1,2023H2,2023-11-06 08:00:00+00:00,2023-11-06 08:15:00+00:00,2023-11-06 10:15:00+00:00,149.572,149.66,-92.99999999999386,-9.299999999999386,True,False,True,False,True,2023-11-06 07:45:00+00:00,2023-11-06 08:00:00+00:00,2023-11-06 08:00:00+00:00,2023-11-06 08:15:00+00:00,UP,SHORT,LONDON,149.649,2.5151515151513717,16.59999999999968,14.900000000000091,2,2.50_to_lt_3.00,2_BARS,2023-11-06 09:15:00+00:00,95.0,POSITIVE,32798.0,True,False,False,False,2,True,True,2023H2|B02|2023-11-06T08:00:00+00:00|1;2023H2|B02|2023-11-06T08:30:00+00:00|-1,False
21239,21238,21240,21248,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-11-07T16:00:00+00:00|-1,2023H2,2023-11-07 15:45:00+00:00,2023-11-07 16:00:00+00:00,2023-11-07 18:00:00+00:00,150.495,150.545,-54.99999999998295,-5.499999999998295,False,False,True,True,True,2023-11-07 15:30:00+00:00,2023-11-07 15:45:00+00:00,2023-11-07 15:45:00+00:00,2023-11-07 16:00:00+00:00,UP,SHORT,NEW_YORK,150.55399999999997,3.185185185185848,17.199999999999704,11.299999999999955,2,3.00_to_lt_4.00,2_BARS,2023-11-07 17:00:00+00:00,594.0,POSITIVE,31378.0,True,True,True,False,4,False,True,2023H2|B02|2023-11-07T07:15:00+00:00|1;2023H2|F05|2023-11-07T13:00:00+00:00|1;2023H2|F05|2023-11-07T13:30:00+00:00|1;2023H2|F05|2023-11-07T14:15:00+00:00|1,False
21713,21712,21714,21722,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-11-14T14:30:00+00:00|1,2023H2,2023-11-14 14:15:00+00:00,2023-11-14 14:30:00+00:00,2023-11-14 16:30:00+00:00,150.968,150.851,-121.99999999999022,-12.199999999999022,False,True,True,True,True,2023-11-14 14:00:00+00:00,2023-11-14 14:15:00+00:00,2023-11-14 14:15:00+00:00,2023-11-14 14:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,150.8835,6.472222222222091,23.30000000000041,20.90000000000032,1,ge_4.00,1_BAR,2023-11-14 15:30:00+00:00,2460.0,POSITIVE,31736.0,True,True,True,False,4,False,True,2023H2|B02|2023-11-14T07:45:00+00:00|-1;2023H2|F05|2023-11-14T13:45:00+00:00|-1;2023H2|F05|2023-11-14T14:15:00+00:00|-1;2023H2|F05|2023-11-14T15:15:00+00:00|-1,False
21910,21909,21911,21919,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-11-16T15:45:00+00:00|1,2023H2,2023-11-16 15:30:00+00:00,2023-11-16 15:45:00+00:00,2023-11-16 17:45:00+00:00,150.514,150.544,25.000000000001137,2.5000000000001137,False,True,True,True,True,2023-11-16 15:15:00+00:00,2023-11-16 15:30:00+00:00,2023-11-16 15:30:00+00:00,2023-11-16 15:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,150.41199999999998,3.16521739130467,18.199999999998795,14.799999999999613,4,3.00_to_lt_4.00,GE_3_BARS,2023-11-16 16:45:00+00:00,-980.0,NEGATIVE,30083.0,True,True,True,False,3,True,True,2023H2|B02|2023-11-16T07:15:00+00:00|1;2023H2|F05|2023-11-16T14:00:00+00:00|-1;2023H2|F05|2023-11-16T15:00:00+00:00|-1,False
21997,21996,21998,22006,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-11-17T13:30:00+00:00|1,2023H2,2023-11-17 13:15:00+00:00,2023-11-17 13:30:00+00:00,2023-11-17 15:30:00+00:00,149.363,149.667,299.00000000000205,29.900000000000205,False,False,True,True,True,2023-11-17 13:00:00+00:00,2023-11-17 13:15:00+00:00,2023-11-17 13:15:00+00:00,2023-11-17 13:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,149.308,2.6666666666665577,23.199999999999932,15.300000000002001,1,2.50_to_lt_3.00,1_BAR,2023-11-17 14:30:00+00:00,414.0,POSITIVE,31063.0,True,True,True,False,4,False,True,2023H2|F05|2023-11-17T08:30:00+00:00|-1;2023H2|F05|2023-11-17T10:15:00+00:00|-1;2023H2|F05|2023-11-17T10:45:00+00:00|-1;2023H2|B02|2023-11-17T08:15:00+00:00|-1,False
22142,22141,22143,22151,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-11-21T01:45:00+00:00|1,2023H2,2023-11-21 01:30:00+00:00,2023-11-21 01:45:00+00:00,2023-11-21 03:45:00+00:00,148.074,147.451,-628.0000000000189,-62.80000000000189,False,True,False,True,True,2023-11-21 01:15:00+00:00,2023-11-21 01:30:00+00:00,2023-11-21 01:30:00+00:00,2023-11-21 01:45:00+00:00,DOWN,LONG,TOKYO,148.03750000000002,3.140271493212694,34.70000000000084,28.10000000000059,1,3.00_to_lt_4.00,1_BAR,2023-11-21 02:45:00+00:00,641.0,POSITIVE,28838.0,False,True,False,False,4,False,True,2023H2|F05|2023-11-21T01:00:00+00:00|-1;2023H2|F05|2023-11-21T01:30:00+00:00|-1;2023H2|F05|2023-11-21T02:30:00+00:00|-1;2023H2|F05|2023-11-21T03:30:00+00:00|-1,False
22535,22534,22536,22544,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-11-27T04:00:00+00:00|1,2023H2,2023-11-27 03:45:00+00:00,2023-11-27 04:00:00+00:00,2023-11-27 06:00:00+00:00,148.982,149.129,141.99999999999136,14.199999999999136,False,True,False,True,True,2023-11-27 03:30:00+00:00,2023-11-27 03:45:00+00:00,2023-11-27 03:45:00+00:00,2023-11-27 04:00:00+00:00,DOWN,LONG,TOKYO,148.97899999999998,2.676923076923272,17.40000000000066,15.099999999998204,1,2.50_to_lt_3.00,1_BAR,2023-11-27 05:00:00+00:00,490.0,POSITIVE,27228.0,False,True,False,False,3,False,True,2023H2|F05|2023-11-27T01:45:00+00:00|-1;2023H2|F05|2023-11-27T03:15:00+00:00|-1;2023H2|F05|2023-11-27T03:45:00+00:00|-1,False
23441,23440,23442,23450,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-12-08T14:30:00+00:00|-1,2023H2,2023-12-08 14:15:00+00:00,2023-12-08 14:30:00+00:00,2023-12-08 16:30:00+00:00,144.445,144.659,-218.99999999999864,-21.899999999999864,False,False,True,False,True,2023-12-08 14:00:00+00:00,2023-12-08 14:15:00+00:00,2023-12-08 14:15:00+00:00,2023-12-08 14:30:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,144.4835,2.905213270142394,61.299999999999955,56.29999999999882,2,2.50_to_lt_3.00,2_BARS,2023-12-08 15:30:00+00:00,671.0,POSITIVE,11856.0,True,False,False,False,1,False,True,2023H2|B02|2023-12-08T09:30:00+00:00|1,False
23633,23632,23634,23642,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-12-12T14:30:00+00:00|1,2023H2,2023-12-12 14:15:00+00:00,2023-12-12 14:30:00+00:00,2023-12-12 16:30:00+00:00,145.616,145.607,-14.000000000014552,-1.4000000000014552,False,False,True,True,True,2023-12-12 14:00:00+00:00,2023-12-12 14:15:00+00:00,2023-12-12 14:15:00+00:00,2023-12-12 14:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,145.4855,3.342592592592373,36.099999999999,30.100000000001614,1,3.00_to_lt_4.00,1_BAR,2023-12-12 15:30:00+00:00,-1686.0,NEGATIVE,9340.0,True,True,True,False,4,False,True,2023H2|F05|2023-12-12T07:15:00+00:00|-1;2023H2|F05|2023-12-12T11:15:00+00:00|-1;2023H2|B02|2023-12-12T07:15:00+00:00|-1;2023H2|F05|2023-12-12T13:15:00+00:00|-1,False
23763,23762,23764,23772,1,down_shock_failed,2023H2|D_SHOCK_FAILURE|2023-12-13T23:00:00+00:00|1,2023H2,2023-12-13 22:45:00+00:00,2023-12-13 23:00:00+00:00,2023-12-14 01:00:00+00:00,142.547,142.213,-339.0000000000032,-33.90000000000032,False,False,False,True,True,2023-12-13 22:30:00+00:00,2023-12-13 22:45:00+00:00,2023-12-13 22:45:00+00:00,2023-12-13 23:00:00+00:00,DOWN,LONG,TRANSITION,142.38049999999998,3.4454545454544787,37.89999999999907,36.299999999999955,5,3.00_to_lt_4.00,GE_3_BARS,2023-12-14 00:00:00+00:00,1948.0,POSITIVE,11290.0,False,True,False,False,1,False,True,2023H2|F05|2023-12-13T19:15:00+00:00|-1,False
24697,24696,24698,24706,-1,up_shock_failed,2023H2|D_SHOCK_FAILURE|2023-12-28T14:15:00+00:00|-1,2023H2,2023-12-28 14:00:00+00:00,2023-12-28 14:15:00+00:00,2023-12-28 16:15:00+00:00,140.951,141.032,-86.00000000001728,-8.600000000001728,False,False,True,True,True,2023-12-28 13:45:00+00:00,2023-12-28 14:00:00+00:00,2023-12-28 14:00:00+00:00,2023-12-28 14:15:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,140.961,3.3148148148149,35.79999999999757,30.799999999999272,1,3.00_to_lt_4.00,1_BAR,2023-12-28 15:15:00+00:00,-873.0,NEGATIVE,6514.0,True,True,True,False,3,True,False,2023H2|F05|2023-12-28T07:15:00+00:00|-1;2023H2|B02|2023-12-28T07:15:00+00:00|-1;2023H2|F05|2023-12-28T15:30:00+00:00|-1,False
25566,25565,25567,25575,-1,up_shock_failed,2024H1|D_SHOCK_FAILURE|2024-01-11T15:30:00+00:00|-1,2024H1,2024-01-11 15:15:00+00:00,2024-01-11 15:30:00+00:00,2024-01-11 17:30:00+00:00,145.792,145.982,-194.99999999999773,-19.499999999999773,False,False,False,True,True,2024-01-11 15:00:00+00:00,2024-01-11 15:15:00+00:00,2024-01-11 15:15:00+00:00,2024-01-11 15:30:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,146.06099999999998,3.212121212120751,31.800000000001205,30.60000000000116,1,3.00_to_lt_4.00,1_BAR,2024-01-11 16:30:00+00:00,-591.0,NEGATIVE,5349.0,False,True,False,False,1,False,True,2024H1|F05|2024-01-11T13:45:00+00:00|1,False
25794,25793,25795,25803,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-01-16T00:30:00+00:00|1,2024H1,2024-01-16 00:15:00+00:00,2024-01-16 00:30:00+00:00,2024-01-16 02:30:00+00:00,145.724,146.099,370.0,37.0,False,False,False,False,False,2024-01-16 00:00:00+00:00,2024-01-16 00:15:00+00:00,2024-01-16 00:15:00+00:00,2024-01-16 00:30:00+00:00,DOWN,LONG,TOKYO,145.692,2.8079470198672105,21.19999999999891,18.599999999997863,3,2.50_to_lt_3.00,GE_3_BARS,2024-01-16 01:30:00+00:00,3426.0,POSITIVE,6505.0,False,False,False,True,0,False,False,,False
25848,25847,25849,25857,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-01-16T14:00:00+00:00|1,2024H1,2024-01-16 13:45:00+00:00,2024-01-16 14:00:00+00:00,2024-01-16 16:00:00+00:00,146.623,146.703,75.0000000000125,7.50000000000125,False,False,True,True,True,2024-01-16 13:30:00+00:00,2024-01-16 13:45:00+00:00,2024-01-16 13:45:00+00:00,2024-01-16 14:00:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,146.51350000000002,5.438596491227452,46.50000000000034,40.70000000000107,1,ge_4.00,1_BAR,2024-01-16 15:00:00+00:00,3426.0,POSITIVE,6431.0,True,True,True,False,5,True,False,2024H1|F05|2024-01-16T08:45:00+00:00|1;2024H1|F05|2024-01-16T09:45:00+00:00|1;2024H1|F05|2024-01-16T10:45:00+00:00|1;2024H1|F05|2024-01-16T12:15:00+00:00|1;2024H1|B02|2024-01-16T08:45:00+00:00|1,False
25949,25948,25950,25958,-1,up_shock_failed,2024H1|D_SHOCK_FAILURE|2024-01-17T15:15:00+00:00|-1,2024H1,2024-01-17 15:00:00+00:00,2024-01-17 15:15:00+00:00,2024-01-17 17:15:00+00:00,148.142,148.319,-181.9999999999925,-18.19999999999925,False,True,True,True,True,2024-01-17 14:45:00+00:00,2024-01-17 15:00:00+00:00,2024-01-17 15:00:00+00:00,2024-01-17 15:15:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,148.2405,2.7567567567566735,25.499999999999545,22.799999999998022,2,2.50_to_lt_3.00,2_BARS,2024-01-17 16:15:00+00:00,1132.0,POSITIVE,2044.0,True,True,True,False,3,False,True,2024H1|B02|2024-01-17T07:15:00+00:00|1;2024H1|F05|2024-01-17T14:45:00+00:00|1;2024H1|F05|2024-01-17T15:45:00+00:00|1,False
26298,26297,26299,26307,-1,up_shock_failed,2024H1|D_SHOCK_FAILURE|2024-01-23T06:30:00+00:00|-1,2024H1,2024-01-23 06:15:00+00:00,2024-01-23 06:30:00+00:00,2024-01-23 08:30:00+00:00,147.998,147.432,561.0000000000025,56.10000000000025,False,True,False,True,True,2024-01-23 06:00:00+00:00,2024-01-23 06:15:00+00:00,2024-01-23 06:15:00+00:00,2024-01-23 06:30:00+00:00,UP,SHORT,TOKYO,148.0075,2.7567567567566735,25.499999999999545,19.300000000001205,2,2.50_to_lt_3.00,2_BARS,2024-01-23 07:30:00+00:00,-2440.0,NEGATIVE,4578.0,False,True,False,False,2,True,True,2024H1|F05|2024-01-23T03:15:00+00:00|1;2024H1|F05|2024-01-23T07:00:00+00:00|-1,False
26913,26912,26914,26922,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-01-31T16:15:00+00:00|1,2024H1,2024-01-31 16:00:00+00:00,2024-01-31 16:15:00+00:00,2024-01-31 18:15:00+00:00,146.365,146.432,61.99999999997885,6.199999999997885,False,True,False,True,True,2024-01-31 15:45:00+00:00,2024-01-31 16:00:00+00:00,2024-01-31 16:00:00+00:00,2024-01-31 16:15:00+00:00,DOWN,LONG,NEW_YORK,146.315,4.161849710983456,36.000000000001364,31.700000000000728,3,ge_4.00,GE_3_BARS,2024-01-31 17:15:00+00:00,-817.0,NEGATIVE,9837.0,False,True,False,False,2,False,True,2024H1|F05|2024-01-31T14:45:00+00:00|-1;2024H1|F05|2024-01-31T16:00:00+00:00|-1,False
26954,26953,26955,26963,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-02-01T02:30:00+00:00|1,2024H1,2024-02-01 02:15:00+00:00,2024-02-01 02:30:00+00:00,2024-02-01 04:30:00+00:00,146.635,146.765,124.99999999999544,12.499999999999543,False,False,False,False,False,2024-02-01 02:00:00+00:00,2024-02-01 02:15:00+00:00,2024-02-01 02:15:00+00:00,2024-02-01 02:30:00+00:00,DOWN,LONG,TOKYO,146.627,2.8256880733941987,30.799999999999272,25.900000000001455,3,2.50_to_lt_3.00,GE_3_BARS,2024-02-01 03:30:00+00:00,0.0,FLAT,10654.0,False,False,False,True,0,False,False,,False
27578,27577,27579,27587,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-02-09T14:30:00+00:00|1,2024H1,2024-02-09 14:15:00+00:00,2024-02-09 14:30:00+00:00,2024-02-09 16:30:00+00:00,149.411,149.323,-92.99999999999386,-9.299999999999386,False,False,False,False,False,2024-02-09 14:00:00+00:00,2024-02-09 14:15:00+00:00,2024-02-09 14:15:00+00:00,2024-02-09 14:30:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,149.29649999999998,3.748148148148613,25.300000000001432,20.09999999999934,1,3.00_to_lt_4.00,1_BAR,2024-02-09 15:30:00+00:00,0.0,FLAT,3659.0,False,False,False,True,0,False,False,,False
28198,28197,28199,28207,-1,up_shock_failed,2024H1|D_SHOCK_FAILURE|2024-02-20T01:30:00+00:00|-1,2024H1,2024-02-20 01:15:00+00:00,2024-02-20 01:30:00+00:00,2024-02-20 03:30:00+00:00,150.24,150.28,-44.99999999999204,-4.499999999999204,False,False,False,False,False,2024-02-20 01:00:00+00:00,2024-02-20 01:15:00+00:00,2024-02-20 01:15:00+00:00,2024-02-20 01:30:00+00:00,UP,SHORT,TOKYO,150.2955,2.533333333333687,9.499999999999886,6.499999999999773,1,2.50_to_lt_3.00,1_BAR,2024-02-20 02:30:00+00:00,-158.0,NEGATIVE,2117.0,False,False,False,True,0,False,False,,False
28251,28250,28252,28260,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-02-20T14:45:00+00:00|1,2024H1,2024-02-20 14:30:00+00:00,2024-02-20 14:45:00+00:00,2024-02-20 16:45:00+00:00,149.889,149.878,-16.0000000000241,-1.6000000000024102,False,True,True,True,True,2024-02-20 14:15:00+00:00,2024-02-20 14:30:00+00:00,2024-02-20 14:30:00+00:00,2024-02-20 14:45:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,149.8865,3.360824742267389,16.29999999999825,13.700000000000045,4,3.00_to_lt_4.00,GE_3_BARS,2024-02-20 15:45:00+00:00,-158.0,NEGATIVE,2350.0,True,True,True,False,2,False,True,2024H1|B02|2024-02-20T09:45:00+00:00|-1;2024H1|F05|2024-02-20T14:30:00+00:00|-1,False
28897,28896,28898,28906,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-02-29T08:15:00+00:00|1,2024H1,2024-02-29 08:00:00+00:00,2024-02-29 08:15:00+00:00,2024-02-29 10:15:00+00:00,149.732,149.895,158.0000000000109,15.800000000001091,True,False,True,True,True,2024-02-29 07:45:00+00:00,2024-02-29 08:00:00+00:00,2024-02-29 08:00:00+00:00,2024-02-29 08:15:00+00:00,DOWN,LONG,LONDON,149.7295,2.537815126050601,15.100000000001046,11.699999999999022,1,2.50_to_lt_3.00,1_BAR,2024-02-29 09:15:00+00:00,-317.0,NEGATIVE,4285.0,True,True,True,False,2,False,True,2024H1|F05|2024-02-29T01:45:00+00:00|-1;2024H1|B02|2024-02-29T08:00:00+00:00|-1,False
29117,29116,29118,29126,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-03-04T15:15:00+00:00|1,2024H1,2024-03-04 15:00:00+00:00,2024-03-04 15:15:00+00:00,2024-03-04 17:15:00+00:00,150.406,150.523,111.99999999999022,11.199999999999022,False,False,True,False,True,2024-03-04 14:45:00+00:00,2024-03-04 15:00:00+00:00,2024-03-04 15:00:00+00:00,2024-03-04 15:15:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,150.39,2.5196850393703993,15.999999999999659,12.20000000000141,3,2.50_to_lt_3.00,GE_3_BARS,2024-03-04 16:15:00+00:00,-302.0,NEGATIVE,5802.0,True,False,False,False,1,True,False,2024H1|B02|2024-03-04T07:30:00+00:00|1,False
29216,29215,29217,29225,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-03-05T16:00:00+00:00|1,2024H1,2024-03-05 15:45:00+00:00,2024-03-05 16:00:00+00:00,2024-03-05 18:00:00+00:00,149.982,150.093,105.99999999999,10.599999999999,False,True,False,True,True,2024-03-05 15:30:00+00:00,2024-03-05 15:45:00+00:00,2024-03-05 15:45:00+00:00,2024-03-05 16:00:00+00:00,DOWN,LONG,NEW_YORK,149.95499999999998,3.021276595744475,14.200000000002433,11.100000000001842,1,3.00_to_lt_4.00,1_BAR,2024-03-05 17:00:00+00:00,506.0,POSITIVE,5676.0,False,True,False,False,3,False,True,2024H1|F05|2024-03-05T13:15:00+00:00|-1;2024H1|F05|2024-03-05T13:45:00+00:00|-1;2024H1|F05|2024-03-05T15:15:00+00:00|-1,False
29280,29279,29281,29289,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-03-06T08:00:00+00:00|1,2024H1,2024-03-06 07:45:00+00:00,2024-03-06 08:00:00+00:00,2024-03-06 10:00:00+00:00,149.535,149.648,107.99999999999956,10.799999999999956,True,True,True,True,True,2024-03-06 07:30:00+00:00,2024-03-06 07:45:00+00:00,2024-03-06 07:45:00+00:00,2024-03-06 08:00:00+00:00,DOWN,LONG,LONDON,149.481,3.606557377048745,21.999999999999886,20.599999999998886,1,3.00_to_lt_4.00,1_BAR,2024-03-06 09:00:00+00:00,493.0,POSITIVE,5170.0,True,True,True,False,3,False,True,2024H1|F05|2024-03-06T07:15:00+00:00|-1;2024H1|F05|2024-03-06T07:45:00+00:00|-1;2024H1|B02|2024-03-06T07:15:00+00:00|-1,False
31232,31231,31233,31241,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-04-03T15:00:00+00:00|1,2024H1,2024-04-03 14:45:00+00:00,2024-04-03 15:00:00+00:00,2024-04-03 17:00:00+00:00,151.785,151.65,-139.9999999999909,-13.99999999999909,False,False,True,True,True,2024-04-03 14:30:00+00:00,2024-04-03 14:45:00+00:00,2024-04-03 14:45:00+00:00,2024-04-03 15:00:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,151.77800000000002,3.35000000000032,13.399999999998613,10.099999999999909,1,3.00_to_lt_4.00,1_BAR,2024-04-03 16:00:00+00:00,-590.0,NEGATIVE,3883.0,True,True,True,False,4,True,False,2024H1|F05|2024-04-03T09:15:00+00:00|1;2024H1|B02|2024-04-03T07:15:00+00:00|1;2024H1|F05|2024-04-03T12:30:00+00:00|1;2024H1|F05|2024-04-03T13:45:00+00:00|1,False
31321,31320,31322,31330,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-04-04T13:15:00+00:00|1,2024H1,2024-04-04 13:00:00+00:00,2024-04-04 13:15:00+00:00,2024-04-04 15:15:00+00:00,151.663,151.683,14.99999999998181,1.499999999998181,False,True,True,True,True,2024-04-04 12:45:00+00:00,2024-04-04 13:00:00+00:00,2024-04-04 13:00:00+00:00,2024-04-04 13:15:00+00:00,DOWN,LONG,LONDON_NY_OVERLAP,151.66000000000003,2.7397260273978894,9.999999999999432,8.29999999999984,3,2.50_to_lt_3.00,GE_3_BARS,2024-04-04 14:15:00+00:00,-240.0,NEGATIVE,4473.0,True,True,True,False,2,True,True,2024H1|B02|2024-04-04T08:45:00+00:00|1;2024H1|F05|2024-04-04T13:45:00+00:00|-1,False
31348,31347,31349,31357,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-04-04T20:00:00+00:00|1,2024H1,2024-04-04 19:45:00+00:00,2024-04-04 20:00:00+00:00,2024-04-04 22:00:00+00:00,151.231,151.31,74.00000000000773,7.400000000000773,False,True,True,True,True,2024-04-04 19:30:00+00:00,2024-04-04 19:45:00+00:00,2024-04-04 19:45:00+00:00,2024-04-04 20:00:00+00:00,DOWN,LONG,NEW_YORK,151.20100000000002,4.20779220779402,16.200000000000614,10.900000000000887,2,ge_4.00,2_BARS,2024-04-04 21:00:00+00:00,-240.0,NEGATIVE,4473.0,True,True,True,False,3,True,True,2024H1|B02|2024-04-04T08:45:00+00:00|1;2024H1|F05|2024-04-04T13:45:00+00:00|-1;2024H1|F05|2024-04-04T19:00:00+00:00|-1,False
31849,31848,31850,31858,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-04-12T01:15:00+00:00|1,2024H1,2024-04-12 01:00:00+00:00,2024-04-12 01:15:00+00:00,2024-04-12 03:15:00+00:00,153.073,153.191,112.999999999995,11.2999999999995,False,False,False,False,False,2024-04-12 00:45:00+00:00,2024-04-12 01:00:00+00:00,2024-04-12 01:00:00+00:00,2024-04-12 01:15:00+00:00,DOWN,LONG,TOKYO,153.0645,3.22834645669359,20.50000000000125,19.10000000000025,2,3.00_to_lt_4.00,2_BARS,2024-04-12 02:15:00+00:00,-1873.0,NEGATIVE,2894.0,False,False,False,True,0,False,False,,False
32332,32331,32333,32341,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-04-19T02:00:00+00:00|1,2024H1,2024-04-19 01:45:00+00:00,2024-04-19 02:00:00+00:00,2024-04-19 04:00:00+00:00,154.24,154.31,64.99999999999318,6.499999999999318,False,True,False,True,True,2024-04-19 01:30:00+00:00,2024-04-19 01:45:00+00:00,2024-04-19 01:45:00+00:00,2024-04-19 02:00:00+00:00,DOWN,LONG,TOKYO,154.1895,7.344537815124031,43.69999999999834,34.70000000000084,3,ge_4.00,GE_3_BARS,2024-04-19 03:00:00+00:00,-698.0,NEGATIVE,2979.0,False,True,False,False,1,False,True,2024H1|F05|2024-04-19T02:15:00+00:00|-1,False
32672,32671,32673,32681,-1,up_shock_failed,2024H1|D_SHOCK_FAILURE|2024-04-24T15:00:00+00:00|-1,2024H1,2024-04-24 14:45:00+00:00,2024-04-24 15:00:00+00:00,2024-04-24 17:00:00+00:00,155.001,155.112,-115.99999999999,-11.599999999999,False,False,True,False,True,2024-04-24 14:30:00+00:00,2024-04-24 14:45:00+00:00,2024-04-24 14:45:00+00:00,2024-04-24 15:00:00+00:00,UP,SHORT,LONDON_NY_OVERLAP,155.04500000000002,3.6470588235301493,12.399999999999523,10.200000000000387,1,3.00_to_lt_4.00,1_BAR,2024-04-24 16:00:00+00:00,531.0,POSITIVE,3776.0,True,False,False,False,1,False,True,2024H1|B02|2024-04-24T12:15:00+00:00|1,False
32821,32820,32822,32830,1,down_shock_failed,2024H1|D_SHOCK_FAILURE|2024-04-26T04:15:00+00:00|1,2024H1,2024-04-26 04:00:00+00:00,2024-04-26 04:15:00+00:00,2024-04-26 06:15:00+00:00,156.041,155.98,-66.00000000000705,-6.600000000000705,False,True,False,True,True,2024-04-26 03:45:00+00:00,2024-04-26 04:00:00+00:00,2024-04-26 04:00:00+00:00,2024-04-26 04:15:00+00:00,DOWN,LONG,TOKYO,156.02100000000002,3.500000000000127,19.599999999999795,13.100000000000023,1,3.00_to_lt_4.00,1_BAR,2024-04-26 05:15:00+00:00,8813.0,POSITIVE,2890.0,False,True,False,False,2,True,False,2024H1|F05|2024-04-26T03:30:00+00:00|1;2024H1|F05|2024-04-26T05:00:00+00:00|1,False
