candidate_id,correlation_to_B02,correlation_to_F05,weak_market_net_jpy,weak_market_coverage,overlap_rate,same_direction_overlap_rate,opposite_direction_overlap_rate,existing_drawdown_rate,loss_cluster_nearby_rate
B_EXECUTABLE_T0_8BAR,0.05160151541882614,-0.12571015863306345,9461.99999999982,0.05382787953099812,0.868421052631579,0.47368421052631576,0.5701754385964912,0.9736842105263158,0.02631578947368421
C_M1_ACCEPTANCE_8BAR,0.013837227880916887,-0.0522935915064353,4564.000000000078,0.025595831098168577,0.9310344827586207,0.5517241379310345,0.5689655172413793,0.9482758620689655,0.05172413793103448
D_EXECUTABLE_T0_4BAR,0.06156265972864666,-0.08931108188985892,4519.999999999896,0.03730170894321398,0.868421052631579,0.47368421052631576,0.5701754385964912,0.9736842105263158,0.02631578947368421
