candidate_id,scenario,event_count,trades,gross_profit_jpy,gross_loss_jpy,net_profit_jpy,profit_factor,win_rate,average_pnl_jpy,median_pnl_jpy,maximum_win_jpy,maximum_loss_jpy,average_mfe_pips,average_mae_pips,median_holding_minutes,maximum_drawdown_jpy,recovery_hours,active_months,positive_months,month_breadth,positive_folds,positive_side_fold_cells,positive_session_cells,top_date_concentration,top_event_concentration
D_EXECUTABLE_T0_4BAR,REMOVE_TOP_1_EVENTS,113,113,12749.999999999887,-7905.000000000115,4844.999999999772,1.612903225806414,0.5309734513274337,42.87610619468825,15.999999999991132,1073.0000000000075,-850.9999999999991,20.096460176990956,-17.42389380530988,60.000083333333336,1291.0000000000537,4420.75,24,15,0.625,4,6,3,0.08415686274509937,0.08415686274509937
D_EXECUTABLE_T0_4BAR,REMOVE_TOP_3_EVENTS,111,111,10710.999999999873,-7905.000000000115,2805.9999999997563,1.3549652118911724,0.5225225225225225,25.279279279277084,13.999999999981583,733.0000000000041,-850.9999999999991,18.144144144143926,-17.63963963963978,60.00016666666667,1291.0000000000537,4420.75,24,14,0.5833333333333334,4,6,3,0.06843431985809101,0.06843431985809101
D_EXECUTABLE_T0_4BAR,REMOVE_TOP_5_EVENTS,109,109,9342.999999999876,-7905.000000000115,1437.9999999997608,1.181910183428177,0.5137614678899083,13.192660550456521,10.99999999999568,545.9999999999923,-850.9999999999991,17.02201834862362,-17.913761467890048,60.00016666666667,1362.0000000000516,5055.75,24,14,0.5833333333333334,3,4,3,0.05843947340254731,0.05843947340254731
D_EXECUTABLE_T0_4BAR,REMOVE_BEST_DAY,113,113,12749.999999999885,-7905.000000000115,4844.999999999773,1.6129032258064138,0.5309734513274337,42.876106194688255,15.999999999991132,1073.0000000000075,-850.9999999999991,20.096460176990956,-17.42389380530988,60.000083333333336,1291.0000000000537,4420.75,24,15,0.625,4,6,3,0.08415686274509938,0.08415686274509938
D_EXECUTABLE_T0_4BAR,REMOVE_BEST_MONTH,108,108,10994.999999999864,-7537.000000000118,3457.999999999742,1.4588032373623048,0.5277777777777778,32.01851851851613,14.999999999986358,966.0000000000082,-850.9999999999991,19.042592592592385,-17.50925925925939,60.000125000000004,1291.0000000000537,4420.75,23,14,0.6086956521739131,4,6,4,0.09668030923146897,0.08785811732605914
D_EXECUTABLE_T0_4BAR,REMOVE_TOP_DECILE_WINS,107,107,8312.999999999874,-7905.000000000115,407.99999999975967,1.0516129032257753,0.5046728971962616,3.8130841121472865,3.0000000000143245,408.9999999999918,-850.9999999999991,15.926168224298822,-18.074766355140323,60.0002,1362.0000000000516,5055.75,24,12,0.5,2,4,2,0.04920004811740623,0.04920004811740623
D_EXECUTABLE_T0_4BAR,REMOVE_SESSION_LONDON,98,98,14572.999999999893,-6879.000000000104,7693.999999999789,2.118476522750352,0.5612244897959183,78.5102040816305,22.999999999996135,2680.999999999983,-850.9999999999991,24.02959183673447,-17.685714285714454,60.00006666666666,1291.0000000000537,4420.75,24,14,0.5833333333333334,4,6,3,0.18397035613806373,0.18397035613806373
D_EXECUTABLE_T0_4BAR,REMOVE_SESSION_LONDON_NY_OVERLAP,62,62,8513.999999999894,-4476.000000000113,4037.9999999997835,1.902144772117891,0.5483870967741935,65.12903225806103,14.999999999986358,2680.999999999983,-850.9999999999991,22.5580645161287,-18.10161290322601,59.999824999999994,1158.9999999999918,2356.5,23,13,0.5652173913043478,2,6,2,0.31489311721870056,0.31489311721870056
D_EXECUTABLE_T0_4BAR,REMOVE_SESSION_NEW_YORK,99,99,14045.999999999882,-6874.000000000078,7171.999999999798,2.0433517602559967,0.5353535353535354,72.44444444444241,22.999999999996135,2680.999999999983,-850.9999999999991,23.302020202020014,-17.635353535353683,59.99988333333333,995.0000000000045,6858.75,24,14,0.5833333333333334,4,6,2,0.19087284636195398,0.19087284636195398
D_EXECUTABLE_T0_4BAR,REMOVE_SESSION_TOKYO,87,87,9741.999999999933,-6337.0000000000455,3404.9999999998877,1.5373204986586497,0.5057471264367817,39.13793103448147,15.999999999991132,1073.0000000000075,-850.9999999999991,19.94712643678143,-18.082758620689688,60.00063333333333,1291.0000000000537,4941.5,24,14,0.5833333333333334,4,6,2,0.11014165469103007,0.11014165469103007
D_EXECUTABLE_T0_4BAR,REMOVE_SESSION_TRANSITION,110,110,14848.999999999874,-7054.000000000115,7794.99999999976,2.105046781967626,0.5272727272727272,70.86363636363419,14.999999999986358,2680.999999999983,-566.9999999999789,22.609090909090753,-15.74000000000015,59.99994166666667,1291.0000000000537,4420.75,24,16,0.6666666666666666,4,6,3,0.1805508788470608,0.1805508788470608
D_EXECUTABLE_T0_4BAR,REMOVE_SIDE_LONG,39,39,8505.99999999997,-3143.000000000001,5362.999999999972,2.7063315303849724,0.5897435897435898,137.5128205128198,72.00000000000273,2680.999999999983,-850.9999999999991,31.79487179487145,-17.10256410256436,59.999916666666664,1047.0000000000255,6048.75,21,11,0.5238095238095238,3,3,2,0.3151892781565944,0.3151892781565944
D_EXECUTABLE_T0_4BAR,REMOVE_SIDE_SHORT,75,75,6924.999999999898,-4762.000000000114,2162.9999999997835,1.4542209155816324,0.5066666666666667,28.839999999997115,3.0000000000143245,966.0000000000082,-566.9999999999789,17.742666666666537,-17.46000000000008,60.000083333333336,1046.0000000000207,7257.25,24,15,0.625,3,3,3,0.15350180505415217,0.13949458483754837
D_EXECUTABLE_T0_4BAR,REMOVE_FOLD_2023H1,93,93,13034.999999999856,-5868.00000000008,7166.999999999774,2.2213701431492296,0.5483870967741935,77.06451612902983,16.999999999995907,2680.999999999983,-850.9999999999991,22.247311827956704,-17.160215053763597,60.0002,984.0000000000373,4819.25,18,12,0.6666666666666666,3,4,3,0.20567702339854335,0.20567702339854335
D_EXECUTABLE_T0_4BAR,REMOVE_FOLD_2023H2,79,79,13023.999999999889,-5910.000000000109,7113.999999999776,2.203722504230059,0.5569620253164557,90.05063291138957,64.99999999999773,2680.999999999983,-850.9999999999991,26.088607594936548,-18.09746835443059,59.999916666666664,1291.0000000000537,11458.0,18,12,0.6666666666666666,3,5,3,0.20585073710073756,0.20585073710073756
D_EXECUTABLE_T0_4BAR,REMOVE_FOLD_2024H1,84,84,12587.999999999936,-6045.000000000073,6542.999999999864,2.0823821339950017,0.5476190476190477,77.89285714285552,19.99999999999602,2680.999999999983,-850.9999999999991,24.832142857142593,-17.67500000000011,60.000125000000004,1291.0000000000537,4420.75,18,11,0.6111111111111112,3,5,2,0.21298061646012048,0.21298061646012048
D_EXECUTABLE_T0_4BAR,REMOVE_FOLD_2024H2,86,86,7645.99999999993,-5892.000000000082,1753.9999999998486,1.2976917854717962,0.4883720930232558,20.395348837207543,-6.000000000000227,634.9999999999909,-566.9999999999789,17.39767441860454,-16.502325581395425,59.99994166666667,1291.0000000000537,4420.75,18,10,0.5555555555555556,3,4,4,0.08304996076379764,0.08304996076379764
