fold,h1_state,h4_state,session,side,trades,net_jpy,pf,mean_shock_magnitude_pips,mean_shock_ratio,mean_shock_duration_bars,mean_failure_delay_bars,mean_atr14_pips,mean_directional_persistence_4h,mean_directional_autocorr_24h,mean_time_since_previous_shock_minutes,mean_shock_count_prior_24h,mean_shock_count_prior_7d,mean_time_to_profit_minutes,mean_time_to_mfe_minutes,mean_mfe_pips,mean_mae_pips
2024H1,DOWN,DOWN,TOKYO,LONG,3,378.99999999996226,,37.299999999999045,4.560654325906722,3.0,1.0,15.476190476190409,0.20833333333333334,0.13788878604161384,35.0,17.666666666666668,37.333333333333336,,,26.499999999999584,-31.56666666666676
2024H1,DOWN,DOWN,TOKYO,SHORT,1,556.999999999988,,25.499999999999545,2.756756756756673,2.0,1.0,22.914285714285292,0.125,0.043285960774311,105.0,5.0,21.0,,,100.8999999999986,-7.400000000001228
2024H1,DOWN,DOWN,TRANSITION,LONG,1,552.9999999999973,,111.29999999999995,18.245901639342147,1.0,1.0,70.42857142857112,0.0,0.4181782713743049,15.0,19.0,77.0,,,63.80000000000052,-81.69999999999789
2024H1,DOWN,UP,LONDON_NY_OVERLAP,LONG,2,-144.9999999999818,0.10493827160492744,12.999999999999545,2.9384904646788064,2.0,1.0,5.435714285714154,0.0625,-0.1976830626094501,465.0,4.5,20.5,,,2.6499999999998636,-17.40000000000066
2024H1,DOWN,UP,LONDON_NY_OVERLAP,SHORT,1,42.00000000000159,,14.300000000000068,2.6238532110096577,1.0,1.0,10.378571428571044,0.0,-0.1837292336946537,15.0,5.0,41.0,,,8.29999999999984,-21.60000000000082
2024H1,DOWN,UP,TOKYO,LONG,1,116.99999999999022,,20.50000000000125,3.22834645669359,2.0,1.0,6.285714285714254,0.1875,-0.0031502470794543,45.0,6.0,40.0,,,11.999999999997613,-5.200000000002092
2024H1,UP,DOWN,TOKYO,SHORT,1,100.99999999999908,,10.300000000000864,2.641025641026725,1.0,1.0,4.90000000000005,0.0,-0.1581446949663206,240.0,4.0,24.0,,,15.099999999998204,-3.700000000000614
2024H1,UP,UP,LONDON_NY_OVERLAP,LONG,5,-197.00000000000273,0.4842931937172771,25.740000000000123,3.9279526024160076,1.6,1.0,9.41285714285702,0.1125,-0.09235981010184399,378.0,3.2,20.8,,,8.739999999999668,-20.0200000000001
2024H1,UP,UP,LONDON_NY_OVERLAP,SHORT,3,-494.9999999999761,0.0,23.233333333333423,3.2053122641358573,1.3333333333333333,1.0,17.045238095238076,0.2916666666666667,-0.06059506179760574,30.0,6.333333333333333,28.666666666666668,,,5.56666666666672,-30.733333333333235
2024H1,UP,UP,TOKYO,LONG,2,303.9999999999736,5.825396825395136,20.399999999999352,3.1539735099336688,2.0,1.0,8.432142857142821,0.125,0.055511504375826304,2422.5,3.5,23.5,,,31.59999999999883,-5.400000000000205
