trades,net,pf,win_rate,median,gross_profit,gross_loss,mdd,mean_mfe_pips,mean_mae_pips,profit_then_giveback_rate,immediate_failure_rate,timeout_truncation_rate,positive_months,fold
21,2776.000000000039,2.589919816723903,0.6666666666666666,55.00000000000682,4522.0000000001055,-1746.0000000000662,807.0000000000448,33.82857142857122,-21.614285714285653,0.23809523809523808,0.0,0.0,5,2023H1
35,-662.0000000000346,0.7921507064364117,0.4857142857142857,-14.999999999986358,2522.999999999996,-3185.000000000031,1359.9999999999852,19.537142857142435,-19.76857142857138,0.2571428571428571,0.0,0.0,2,2023H2
30,2152.9999999999354,2.8433219178081983,0.6666666666666666,70.49999999999557,3320.9999999999127,-1167.999999999978,183.9999999999975,20.159999999999627,-18.27000000000017,0.3,0.03333333333333333,0.0,5,2024H1
28,8234.999999999842,3.785859269282718,0.7142857142857143,103.49999999999682,11190.999999999887,-2956.0000000000455,1231.999999999999,53.80714285714246,-23.821428571428832,0.21428571428571427,0.03571428571428571,0.0,5,2024H2
17,-280.0,0.9028115237764665,0.35294117647058826,-74.0,2601.0,-2881.0,2284.0,29.947058823529293,-30.83529411764717,0.11764705882352941,0.0,0.0,3,2025H1
30,-997.0,0.7082235879426397,0.43333333333333335,-24.5,2420.0,-3417.0,1487.0,17.720000000000578,-21.4766666666668,0.3333333333333333,0.0,0.0,2,2025H2
