b02_overlap,baseline_daily_pnl_jpy,day,decision_utc,event_id,f05_overlap,failure_utc,half,median96_mt4,month,mt4_entry_price,mt4_entry_time,mt4_exit_price,mt4_exit_time,mt4_pnl_pips,opposite_direction_exposure,runtime_execution_errors,same_direction_exposure,session,shock_midpoint_mt4,shock_ratio_mt4,shock_tr_pips_mt4,shock_utc,side,side_label,simultaneous_baseline_positions,fold,mt4_entry_execution_utc,mt4_exit_execution_utc,mt4_exit_boundary_utc,mt4_gross_pips,mt4_pnl_jpy,mt4_entry_spread_pips,simultaneous_baseline_position_count,portfolio_drawdown_state_jpy,active_trade_ids,error_code,close_error_code,shock_magnitude_pips,shock_ratio,shock_body_pips,shock_duration_bars,failure_confirmation_delay_bars,atr14_pips,atr_percentile_20d,prior_4h_return_pips,prior_24h_return_pips,directional_persistence_4h,directional_autocorr_24h,distance_prior_day_high_pips,distance_prior_day_low_pips,gap_from_prior_close_pips,previous_day_breakout_state,h1_trend_state,h4_trend_state,time_since_previous_shock_minutes,shock_count_prior_24h,shock_count_prior_7d,data_anomaly,entry_execution_utc_raw,entry_bid_raw,entry_ask_raw,entry_spread_raw_pips,exit_execution_utc_raw,exit_bid_raw,exit_ask_raw,exit_spread_raw_pips,pnl_120m_raw_path_pips,mfe_pips,mae_pips,gross_mfe_pips,time_to_mfe_minutes,time_to_mae_minutes,first_profitable_time_utc,first_profitable_time_before_120_utc,first_profitable_minutes,maximum_profitable_excursion_pips,profitable_at_any_time,profitable_before_120_minutes,profit_giveback_pips,maximum_pnl_after_120_to_240_pips,oracle_mfe_exit_pips,oracle_first_profit_exit_pips,oracle_breakeven_reached,oracle_giveback_50pct_exit_pips,fixed_spread_assumption_pips,pnl_30m_pips,pnl_60m_pips,pnl_90m_pips,pnl_120m_pips,pnl_180m_pips,pnl_240m_pips,pnl_jpy,pnl_pips,failure_class,entry_decision_utc
True,-4127.0,2025-01-06,2025-01-06 13:45:00+00:00,2025H1|D_SHOCK_FAILURE|2025-01-06T13:45:00+00:00|1,True,2025-01-06 13:30:00+00:00,2025H1,9.3,2025-01,156.675,2025-01-06 13:45:00+00:00,157.628,2025-01-06 15:45:00+00:00,95.3,True,0,True,LONDON_NY_OVERLAP,156.398,3.376344086021505,31.4,2025-01-06 13:15:00+00:00,1,LONG,6,2025H1,2025-01-06 13:45:00+00:00,2025-01-06 15:45:00+00:00,2025-01-06 15:45:00+00:00,95.3,953.0,0.5,6,,,0,0,32.099999999999795,3.4331550802141866,22.199999999998,2,1,23.935714285714482,0.983402489626556,-139.0999999999991,-87.5,0.125,0.20684461427579875,-122.69999999999754,-83.89999999999986,-98.19999999999993,BELOW_PRIOR_LOW,DOWN,UP,15.0,8,10,False,2025-01-06 13:45:00.054000+00:00,156.667,156.678,1.099999999999568,2025-01-06 15:45:00.945000+00:00,157.629,157.635,0.6000000000000227,95.39999999999793,97.199999999998,-20.90000000000032,97.99999999999898,117.45791666666668,20.721216666666667,2025-01-06 13:45:11.257000+00:00,2025-01-06 13:45:11.257000+00:00,0.18671666666666667,97.199999999998,True,True,1.8000000000000682,97.8999999999985,97.199999999998,0.1999999999981128,True,,0.5,12.199999999998568,65.99999999999966,74.19999999999902,95.39999999999793,78.49999999999966,,953.0,95.3,H_SUSTAINED_REVERSAL,2025-01-06 13:45:00+00:00
True,1414.0,2025-01-15,2025-01-15 14:45:00+00:00,2025H1|D_SHOCK_FAILURE|2025-01-15T14:45:00+00:00|1,True,2025-01-15 14:30:00+00:00,2025H1,10.6,2025-01,156.291,2025-01-15 14:45:00+00:00,156.667,2025-01-15 16:45:00+00:00,37.6,True,0,False,LONDON_NY_OVERLAP,156.129,3.405660377358491,36.1,2025-01-15 14:15:00+00:00,1,LONG,4,2025H1,2025-01-15 14:45:00+00:00,2025-01-15 16:45:00+00:00,2025-01-15 16:45:00+00:00,37.6,376.0,0.5,4,,,0,0,37.79999999999859,3.7611940298507296,32.399999999998386,5,1,19.478571428571254,0.9138495092693566,-84.89999999999895,-179.49999999999875,0.125,0.30860085380454183,-221.1999999999989,-104.90000000000066,-173.79999999999995,BELOW_PRIOR_LOW,DOWN,DOWN,30.0,3,23,False,2025-01-15 14:45:00.218000+00:00,156.285,156.292,0.7000000000005002,2025-01-15 16:45:00.049000+00:00,156.666,156.673,0.7000000000005002,37.5,44.10000000000025,-21.50000000000034,44.70000000000027,112.95226666666667,49.33996666666667,2025-01-15 14:45:02.810000+00:00,2025-01-15 14:45:02.810000+00:00,0.0432,44.10000000000025,True,True,6.60000000000025,38.10000000000002,44.10000000000025,0.10000000000047748,True,21.999999999999886,0.5,6.000000000000227,-2.0999999999986585,23.30000000000041,37.5,23.199999999999932,,376.0,37.6,H_SUSTAINED_REVERSAL,2025-01-15 14:45:00+00:00
False,-1101.0,2025-01-21,2025-01-21 00:30:00+00:00,2025H1|D_SHOCK_FAILURE|2025-01-21T00:30:00+00:00|1,False,2025-01-21 00:15:00+00:00,2025H1,10.65,2025-01,155.163,2025-01-21 00:30:00+00:00,155.109,2025-01-21 02:30:00+00:00,-5.4,False,0,False,TOKYO,155.152,2.5821596244131455,27.5,2025-01-21 00:00:00+00:00,1,LONG,0,2025H1,2025-01-21 00:30:00+00:00,2025-01-21 02:30:00+00:00,2025-01-21 02:30:00+00:00,-5.4,-54.0,0.5,0,,,0,0,28.000000000000114,2.6168224299065694,24.699999999998568,1,1,14.607142857142565,0.7359324758842444,-48.69999999999948,-117.09999999999923,0.1875,0.010080844336274073,-143.50000000000023,-13.399999999998613,0.10000000000047748,BELOW_PRIOR_LOW,UP,DOWN,390.0,7,26,False,2025-01-21 00:30:00.039000+00:00,155.157,155.168,1.099999999999568,2025-01-21 02:30:00.022000+00:00,155.108,155.118,0.9999999999990905,-5.500000000000682,106.89999999999884,-5.500000000000682,107.49999999999886,26.532666666666668,119.99971666666667,2025-01-21 00:31:12.174000+00:00,2025-01-21 00:31:12.174000+00:00,1.20225,106.89999999999884,True,True,112.39999999999952,7.699999999999818,106.89999999999884,0.1999999999981128,True,53.39999999999918,0.5,85.29999999999802,46.699999999998454,37.599999999997635,-5.500000000000682,-21.100000000001273,,-54.0,-5.4,D_PROFIT_THEN_GIVEBACK,2025-01-21 00:30:00+00:00
True,-784.0,2025-02-03,2025-02-03 15:30:00+00:00,2025H1|D_SHOCK_FAILURE|2025-02-03T15:30:00+00:00|1,True,2025-02-03 15:15:00+00:00,2025H1,14.0,2025-02,154.691,2025-02-03 15:30:00+00:00,154.602,2025-02-03 17:30:00+00:00,-8.9,True,0,False,LONDON_NY_OVERLAP,154.401,4.35,60.9,2025-02-03 15:00:00+00:00,1,LONG,3,2025H1,2025-02-03 15:30:00+00:00,2025-02-03 17:30:00+00:00,2025-02-03 17:30:00+00:00,-8.9,-89.0,0.5,3,,,0,0,61.69999999999902,4.345070422534833,34.79999999999848,1,1,19.707142857143165,0.8859375,-63.39999999999861,-45.09999999999934,0.25,-0.02097164182805958,-126.09999999999957,-58.59999999999843,-82.69999999999982,BELOW_PRIOR_LOW,DOWN,DOWN,915.0,3,9,False,2025-02-03 15:30:00.013000+00:00,154.688,154.698,1.0000000000019327,2025-02-03 17:30:00.890000+00:00,154.602,154.607,0.49999999999954525,-8.899999999999864,17.199999999999704,-15.100000000001046,17.500000000001137,33.30308333333333,65.5509,2025-02-03 15:30:00.843000+00:00,2025-02-03 15:30:00.843000+00:00,0.013833333333333333,17.199999999999704,True,True,26.099999999999568,31.60000000000025,17.199999999999704,0.6000000000000227,True,8.500000000000796,0.5,3.0000000000001137,-9.000000000000341,-0.6000000000000227,-8.899999999999864,9.299999999998931,,-89.0,-8.9,D_PROFIT_THEN_GIVEBACK,2025-02-03 15:30:00+00:00
False,-507.0,2025-02-18,2025-02-18 09:00:00+00:00,2025H1|D_SHOCK_FAILURE|2025-02-18T09:00:00+00:00|1,True,2025-02-18 08:45:00+00:00,2025H1,7.3,2025-02,151.952,2025-02-18 09:00:00+00:00,151.761,2025-02-18 11:00:00+00:00,-19.1,False,0,True,LONDON,151.914,2.7260273972602738,19.9,2025-02-18 08:30:00+00:00,1,LONG,1,2025H1,2025-02-18 09:00:00+00:00,2025-02-18 11:00:00+00:00,2025-02-18 11:00:00+00:00,-19.1,-191.0,0.5,1,,,0,0,19.80000000000075,2.7123287671231116,13.899999999998158,3,1,11.842857142856847,0.39791666666666664,-29.399999999998272,2.3000000000024556,0.125,0.002256488902040881,-28.299999999998704,60.000000000002274,53.299999999998704,INSIDE_PRIOR_RANGE,UP,DOWN,510.0,3,17,False,2025-02-18 09:00:00.301000+00:00,151.945,151.953,0.8000000000009777,2025-02-18 11:00:00.096000+00:00,151.763,151.769,0.6000000000000227,-18.899999999999295,1.2000000000000455,-24.699999999998568,1.9000000000005457,2.428616666666667,94.88946666666668,2025-02-18 09:02:12.367000+00:00,2025-02-18 09:02:12.367000+00:00,2.2011,1.2000000000000455,True,True,20.09999999999934,-7.30000000000075,1.2000000000000455,0.30000000000143245,True,0.6000000000000227,0.5,-0.49999999999954525,-11.299999999999955,-23.30000000000041,-18.899999999999295,-16.800000000000637,,-191.0,-19.1,F_CONTINUATION_RESUMPTION,2025-02-18 09:00:00+00:00
False,608.0,2025-02-28,2025-02-28 00:15:00+00:00,2025H1|D_SHOCK_FAILURE|2025-02-28T00:15:00+00:00|-1,False,2025-02-28 00:00:00+00:00,2025H1,11.35,2025-02,149.915,2025-02-28 00:15:00+00:00,149.136,2025-02-28 02:15:00+00:00,77.9,False,0,False,TOKYO,149.939,2.969162995594714,33.7,2025-02-27 23:45:00+00:00,-1,SHORT,0,2025H1,2025-02-28 00:15:00+00:00,2025-02-28 02:15:00+00:00,2025-02-28 02:15:00+00:00,77.9,779.0,0.5,0,,,0,0,34.10000000000082,2.9523809523807296,28.20000000000107,2,1,13.507142857142794,0.59296875,22.30000000000132,120.79999999999984,0.25,-0.03664922006823508,20.000000000001705,146.60000000000082,92.59999999999877,ABOVE_PRIOR_HIGH,UP,UP,15.0,4,12,False,2025-02-28 00:15:00.625000+00:00,149.91,149.921,1.099999999999568,2025-02-28 02:15:00.064000+00:00,149.13,149.134,0.39999999999906777,78.10000000000059,80.29999999999973,-0.7000000000005002,80.89999999999975,118.84191666666668,0.026333333333333334,2025-02-28 00:15:08.951000+00:00,2025-02-28 00:15:08.951000+00:00,0.13876666666666668,80.29999999999973,True,True,2.199999999999136,81.00000000000023,80.29999999999973,0.6000000000000227,True,40.099999999998204,0.5,38.39999999999861,49.500000000000455,43.09999999999832,78.10000000000059,34.699999999998,,779.0,77.9,H_SUSTAINED_REVERSAL,2025-02-28 00:15:00+00:00
True,-1366.0,2025-03-03,2025-03-03 21:00:00+00:00,2025H1|D_SHOCK_FAILURE|2025-03-03T21:00:00+00:00|1,False,2025-03-03 20:45:00+00:00,2025H1,13.45,2025-03,149.422,2025-03-03 21:00:00+00:00,149.559,2025-03-03 23:00:00+00:00,13.7,False,0,True,TRANSITION,149.301,3.0111524163568775,40.5,2025-03-03 20:30:00+00:00,1,LONG,1,2025H1,2025-03-03 21:00:00+00:00,2025-03-03 23:00:00+00:00,2025-03-03 23:00:00+00:00,13.7,137.0,0.5,1,,,0,0,40.799999999998704,3.0110701107011604,29.49999999999875,4,1,18.899999999999903,0.9098958333333333,-95.79999999999984,-131.20000000000118,0.25,0.11809003840076536,-188.2000000000005,-149.50000000000045,-137.40000000000236,BELOW_PRIOR_LOW,DOWN,DOWN,30.0,2,15,False,2025-03-03 21:00:00.200000+00:00,149.417,149.425,0.8000000000009777,2025-03-03 23:00:00.107000+00:00,149.563,149.608,4.500000000001592,14.099999999999113,20.300000000000296,-0.6000000000000227,20.79999999999984,23.258699999999997,0.03555,2025-03-03 21:00:00.809000+00:00,2025-03-03 21:00:00.809000+00:00,0.01015,20.300000000000296,True,True,6.200000000001182,20.09999999999934,20.300000000000296,0.30000000000143245,True,9.700000000000841,0.5,12.5,6.499999999999773,8.899999999999864,14.099999999999113,-10.499999999998977,,137.0,13.7,H_SUSTAINED_REVERSAL,2025-03-03 21:00:00+00:00
False,-2394.0,2025-04-02,2025-04-02 22:30:00+00:00,2025H1|D_SHOCK_FAILURE|2025-04-02T22:30:00+00:00|1,True,2025-04-02 22:15:00+00:00,2025H1,10.55,2025-04,148.477,2025-04-02 22:30:00+00:00,148.261,2025-04-03 00:30:00+00:00,-21.6,False,0,True,TRANSITION,148.451,4.151658767772512,43.8,2025-04-02 22:00:00+00:00,1,LONG,2,2025H1,2025-04-02 22:30:00+00:00,2025-04-03 00:30:00+00:00,2025-04-03 00:30:00+00:00,-21.6,-216.0,0.5,2,,,0,0,46.000000000000796,4.401913875598095,35.899999999998045,2,1,33.149999999999736,0.9979166666666667,-181.89999999999884,-145.90000000000032,0.25,0.11892938359407208,-167.30000000000018,-65.29999999999916,-107.40000000000123,BELOW_PRIOR_LOW,DOWN,DOWN,15.0,11,34,False,2025-04-02 22:30:00.950000+00:00,148.478,148.494,1.5999999999991132,2025-04-03 00:30:00.159000+00:00,148.267,148.274,0.7000000000005002,-21.000000000000796,3.999999999999204,-79.40000000000111,3.8999999999987267,1.1519833333333334,76.33905,2025-04-02 22:30:00.950000+00:00,2025-04-02 22:30:00.950000+00:00,0.0,3.999999999999204,True,True,25.0,-18.39999999999975,3.999999999999204,0.10000000000047748,True,0.20000000000095497,0.5,-6.800000000001205,-47.99999999999898,-60.09999999999991,-21.000000000000796,-67.69999999999925,,-216.0,-21.6,F_CONTINUATION_RESUMPTION,2025-04-02 22:30:00+00:00
True,3574.0,2025-04-03,2025-04-03 07:15:00+00:00,2025H1|D_SHOCK_FAILURE|2025-04-03T07:15:00+00:00|1,True,2025-04-03 07:00:00+00:00,2025H1,17.25,2025-04,147.256,2025-04-03 07:15:00+00:00,146.613,2025-04-03 09:15:00+00:00,-64.3,True,0,False,LONDON,147.054,2.8057971014492753,48.4,2025-04-03 06:45:00+00:00,1,LONG,5,2025H1,2025-04-03 07:15:00+00:00,2025-04-03 09:15:00+00:00,2025-04-03 09:15:00+00:00,-64.3,-643.0,0.5,5,,,0,0,48.60000000000184,2.833819241982703,36.69999999999902,2,1,25.964285714286056,0.9643229166666667,-94.5999999999998,-291.9000000000011,0.25,0.04380471965887002,-364.500000000001,-84.39999999999941,-67.1999999999997,BELOW_PRIOR_LOW,DOWN,DOWN,375.0,16,38,False,2025-04-03 07:15:00.117000+00:00,147.255,147.264,0.9000000000014552,2025-04-03 09:15:01.498000+00:00,146.628,146.63,0.20000000000095497,-62.80000000000143,21.19999999999891,-73.50000000000136,21.299999999999386,10.3048,118.02638333333333,2025-04-03 07:15:10.205000+00:00,2025-04-03 07:15:10.205000+00:00,0.16813333333333333,21.19999999999891,True,True,84.00000000000034,-48.500000000001364,21.19999999999891,0.10000000000047748,True,10.599999999999454,0.5,-14.599999999998658,0.7000000000005002,-30.400000000000205,-62.80000000000143,-90.10000000000105,,-643.0,-64.3,F_CONTINUATION_RESUMPTION,2025-04-03 07:15:00+00:00
True,-1814.0,2025-04-07,2025-04-07 14:30:00+00:00,2025H1|D_SHOCK_FAILURE|2025-04-07T14:30:00+00:00|-1,True,2025-04-07 14:15:00+00:00,2025H1,30.75,2025-04,147.164,2025-04-07 14:30:00+00:00,147.866,2025-04-07 16:30:00+00:00,-70.2,True,0,False,LONDON_NY_OVERLAP,147.444,3.4471544715447155,106.0,2025-04-07 14:00:00+00:00,-1,SHORT,3,2025H1,2025-04-07 14:30:00+00:00,2025-04-07 16:30:00+00:00,2025-04-07 16:30:00+00:00,-70.2,-702.0,0.5,3,,,0,0,105.50000000000068,3.4197730956240635,81.00000000000023,4,1,39.364285714285685,0.9859375,154.5000000000016,240.70000000000107,0.5,-0.00482636114616196,218.20000000000164,305.30000000000257,162.2000000000014,ABOVE_PRIOR_HIGH,UP,UP,960.0,2,27,False,2025-04-07 14:30:00.101000+00:00,147.175,147.191,1.5999999999991132,2025-04-07 16:30:00.045000+00:00,147.865,147.874,0.899999999998613,-71.0000000000008,23.199999999999932,-94.00000000000261,25.900000000001455,6.293083333333333,103.74313333333333,2025-04-07 14:34:42.691000+00:00,2025-04-07 14:34:42.691000+00:00,4.709833333333333,23.199999999999932,True,True,94.20000000000073,-52.1000000000015,23.199999999999932,0.2999999999985903,True,11.599999999998545,0.5,-41.0000000000025,-31.30000000000166,-80.50000000000068,-71.0000000000008,-88.50000000000193,,-702.0,-70.2,F_CONTINUATION_RESUMPTION,2025-04-07 14:30:00+00:00
