event_id,fold,entry_decision_utc,side,side_label,session,month,day,shock_start_utc,failure_completion_utc,shock_magnitude_pips,shock_ratio,shock_duration_bars,pnl_jpy,pnl_pips,mfe_pips,mae_pips,maximum_profitable_excursion_pips,profitable_at_any_time,profitable_before_120_minutes,profit_giveback_pips,first_profitable_minutes,time_to_mfe_minutes,time_to_mae_minutes,entry_spread_raw_pips,exit_spread_raw_pips,b02_overlap,f05_overlap,same_direction_exposure,opposite_direction_exposure,baseline_daily_pnl_jpy,portfolio_drawdown_state_jpy,failure_class,historical_lifecycle_timing_available,shock_body_pips,failure_confirmation_delay_bars,atr14_pips,atr_percentile_20d,prior_4h_return_pips,prior_24h_return_pips,directional_persistence_4h,directional_autocorr_24h,distance_prior_day_high_pips,distance_prior_day_low_pips,gap_from_prior_close_pips,previous_day_breakout_state,h1_trend_state,h4_trend_state,time_since_previous_shock_minutes,shock_count_prior_24h,shock_count_prior_7d,decision_utc,failure_utc,half,median96_mt4,mt4_entry_price,mt4_entry_time,mt4_exit_price,mt4_exit_time,mt4_pnl_pips,runtime_execution_errors,shock_midpoint_mt4,shock_ratio_mt4,shock_tr_pips_mt4,shock_utc,simultaneous_baseline_positions,mt4_entry_execution_utc,mt4_exit_execution_utc,mt4_exit_boundary_utc,mt4_gross_pips,mt4_pnl_jpy,mt4_entry_spread_pips,simultaneous_baseline_position_count,active_trade_ids,error_code,close_error_code,data_anomaly,entry_execution_utc_raw,entry_bid_raw,entry_ask_raw,exit_execution_utc_raw,exit_bid_raw,exit_ask_raw,pnl_120m_raw_path_pips,gross_mfe_pips,first_profitable_time_utc,first_profitable_time_before_120_utc,maximum_pnl_after_120_to_240_pips,oracle_mfe_exit_pips,oracle_first_profit_exit_pips,oracle_breakeven_reached,oracle_giveback_50pct_exit_pips,fixed_spread_assumption_pips,pnl_30m_pips,pnl_60m_pips,pnl_90m_pips,pnl_120m_pips,pnl_180m_pips,pnl_240m_pips
2023H1|D_SHOCK_FAILURE|2023-01-03T06:30:00+00:00|1,2023H1,2023-01-03 06:30:00+00:00,1,LONG,TOKYO,2023-01,2023-01-03,2023-01-03 06:00:00+00:00,2023-01-03 06:30:00+00:00,17.599999999998772,2.7076923076922137,1,960.000000000008,96.0000000000008,105.89999999999976,-2.7999999999991587,105.89999999999976,True,True,9.899999999998968,,,,0.9999999999990904,1.2000000000000457,False,False,False,False,-129.0,0.0,H_SUSTAINED_REVERSAL,False,16.40000000000157,1,16.121428571427796,,-51.00000000000193,-129.20000000000016,0.0,0.029759842960933966,-175.10000000000048,-87.90000000000191,-96.99999999999989,BELOW_PRIOR_LOW,DOWN,DOWN,30.0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-01-12T14:15:00+00:00|1,2023H1,2023-01-12 14:15:00+00:00,1,LONG,LONDON_NY_OVERLAP,2023-01,2023-01-12,2023-01-12 13:45:00+00:00,2023-01-12 14:15:00+00:00,75.7000000000005,5.937254901960268,2,-469.99999999999886,-46.999999999999886,58.00000000000125,-47.8999999999985,58.00000000000125,True,True,105.00000000000114,,,,1.2000000000000457,1.099999999999568,True,True,False,True,8161.0,11689.0,F_CONTINUATION_RESUMPTION,False,60.80000000000041,1,28.878571428570865,0.9797724399494311,-131.49999999999977,-305.00000000000114,0.375,0.15944683998269982,-322.999999999999,-212.70000000000095,-163.99999999999864,BELOW_PRIOR_LOW,DOWN,DOWN,15.0,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-01-24T15:15:00+00:00|-1,2023H1,2023-01-24 15:15:00+00:00,-1,SHORT,LONDON_NY_OVERLAP,2023-01,2023-01-24,2023-01-24 14:45:00+00:00,2023-01-24 15:15:00+00:00,71.19999999999891,6.813397129186395,2,621.0000000000093,62.10000000000093,80.19999999999925,-4.900000000000659,80.19999999999925,True,True,18.099999999998317,,,,0.9999999999990904,0.7000000000005002,True,True,True,True,-1062.0,7682.0,H_SUSTAINED_REVERSAL,False,59.39999999999941,1,16.5857142857141,0.5483045425463852,93.29999999999927,44.10000000000025,0.25,-0.07463732543132799,18.299999999999272,203.0000000000001,-11.899999999999977,ABOVE_PRIOR_HIGH,UP,UP,450.0,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-02-01T15:15:00+00:00|1,2023H1,2023-02-01 15:15:00+00:00,1,LONG,LONDON_NY_OVERLAP,2023-02,2023-02-01,2023-02-01 14:45:00+00:00,2023-02-01 15:15:00+00:00,22.20000000000084,2.581395348837778,1,-209.0000000000032,-20.90000000000032,3.399999999999181,-32.20000000000027,3.399999999999181,True,True,24.2999999999995,,,,0.3000000000014324,0.7000000000005002,True,True,True,True,1614.0,10653.0,F_CONTINUATION_RESUMPTION,False,19.10000000000025,1,14.292857142857176,0.5005208333333333,-49.80000000000189,-51.900000000000546,0.375,-0.0494994400814605,-117.69999999999925,-41.80000000000064,-59.499999999999886,BELOW_PRIOR_LOW,DOWN,DOWN,60.0,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-02-01T20:30:00+00:00|-1,2023H1,2023-02-01 20:30:00+00:00,-1,SHORT,NEW_YORK,2023-02,2023-02-01,2023-02-01 20:00:00+00:00,2023-02-01 20:30:00+00:00,33.29999999999984,3.762711864406921,2,-266.00000000001955,-26.600000000001955,6.499999999999773,-35.90000000000089,6.499999999999773,True,True,33.10000000000173,,,,0.9000000000014552,4.099999999999682,True,True,True,False,1614.0,11518.0,F_CONTINUATION_RESUMPTION,False,21.700000000001296,1,24.207142857142724,0.925,-34.600000000000364,-118.00000000000068,0.125,-0.18135562771647726,-153.19999999999823,-77.29999999999961,-135.8000000000004,BELOW_PRIOR_LOW,DOWN,DOWN,15.0,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-02-07T18:15:00+00:00|1,2023H1,2023-02-07 18:15:00+00:00,1,LONG,NEW_YORK,2023-02,2023-02-07,2023-02-07 17:45:00+00:00,2023-02-07 18:15:00+00:00,65.19999999999868,5.478991596638555,5,274.0000000000009,27.40000000000009,53.89999999999873,-12.399999999999524,53.89999999999873,True,True,26.499999999998636,,,,0.8000000000009777,0.8000000000009777,True,True,False,True,1350.0,9598.0,H_SUSTAINED_REVERSAL,False,54.80000000000018,1,22.71428571428617,0.9010416666666666,-132.19999999999743,-220.4999999999984,0.125,0.22271916952291018,-233.49999999999795,-101.39999999999816,-150.9999999999991,BELOW_PRIOR_LOW,DOWN,DOWN,15.0,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-02-09T18:00:00+00:00|-1,2023H1,2023-02-09 18:00:00+00:00,-1,SHORT,NEW_YORK,2023-02,2023-02-09,2023-02-09 17:30:00+00:00,2023-02-09 18:00:00+00:00,30.500000000000682,2.785388127853657,1,-429.0000000000021,-42.900000000000205,0.7000000000005002,-45.19999999999982,0.7000000000005002,True,True,43.600000000000705,,,,0.6000000000000227,0.6000000000000227,False,True,True,False,-1855.0,9943.0,F_CONTINUATION_RESUMPTION,False,26.099999999999568,1,15.907142857142478,0.6473958333333333,68.1999999999988,0.49999999999954525,0.25,-0.00697735230313659,-27.199999999999136,67.09999999999923,-38.299999999998136,INSIDE_PRIOR_RANGE,UP,UP,690.0,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-03-01T16:00:00+00:00|1,2023H1,2023-03-01 16:00:00+00:00,1,LONG,NEW_YORK,2023-03,2023-03-01,2023-03-01 15:30:00+00:00,2023-03-01 16:00:00+00:00,27.40000000000009,2.6473429951688088,2,-177.00000000002092,-17.700000000002092,8.399999999997476,-41.30000000000109,8.399999999997476,True,True,26.099999999999568,,,,0.7000000000005002,0.4999999999995452,True,True,False,True,-1782.0,10835.0,F_CONTINUATION_RESUMPTION,False,19.80000000000075,1,18.778571428571563,0.9161458333333333,58.899999999999864,-33.29999999999984,0.375,0.09215707143168189,-92.40000000000066,26.400000000001,-15.199999999998681,INSIDE_PRIOR_RANGE,UP,UP,30.0,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-03-15T12:30:00+00:00|1,2023H1,2023-03-15 12:30:00+00:00,1,LONG,LONDON_NY_OVERLAP,2023-03,2023-03-15,2023-03-15 12:00:00+00:00,2023-03-15 12:30:00+00:00,56.30000000000166,3.4753086419755843,3,55.00000000000682,5.500000000000682,14.49999999999818,-91.40000000000155,14.49999999999818,True,True,8.999999999997497,,,,2.5000000000005684,0.7999999999981355,True,True,False,True,-848.0,11990.0,D_PROFIT_THEN_GIVEBACK,False,40.19999999999868,1,34.271428571428785,0.9822916666666667,-217.79999999999973,-193.39999999999975,0.5,0.138073092874731,-264.59999999999866,-93.00000000000068,-177.1000000000015,BELOW_PRIOR_LOW,DOWN,DOWN,30.0,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023H1|D_SHOCK_FAILURE|2023-03-23T06:45:00+00:00|1,2023H1,2023-03-23 06:45:00+00:00,1,LONG,TOKYO,2023-03,2023-03-23,2023-03-23 06:15:00+00:00,2023-03-23 06:45:00+00:00,40.500000000000114,3.1274131274133037,1,397.9999999999961,39.79999999999961,43.00000000000068,-18.199999999998795,43.00000000000068,True,True,3.2000000000010687,,,,0.7000000000005002,0.4999999999995452,True,True,True,True,-2070.0,20629.0,H_SUSTAINED_REVERSAL,False,29.400000000001114,1,14.664285714285493,0.5885416666666666,3.6000000000001364,-193.00000000000068,0.5,0.12982436397268535,-241.4999999999992,-24.899999999999523,-1.4999999999986358,BELOW_PRIOR_LOW,DOWN,DOWN,390.0,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
