failure_i,shock_i,entry_i,exit_i,side,reason,event_id,fold,shock_start_utc,shock_end_utc,failure_start_utc,failure_completion_utc,entry_decision_utc,exit_boundary_utc,side_label,session,shock_magnitude_pips,shock_ratio,shock_body_pips,shock_duration_bars,failure_confirmation_delay_bars,atr14_pips,atr_percentile_20d,prior_4h_return_pips,prior_24h_return_pips,directional_persistence_4h,directional_autocorr_24h,distance_prior_day_high_pips,distance_prior_day_low_pips,gap_from_prior_close_pips,previous_day_breakout_state,h1_trend_state,h4_trend_state,time_since_previous_shock_minutes,shock_count_prior_24h,shock_count_prior_7d,data_anomaly,entry_execution_utc_raw,entry_bid_raw,entry_ask_raw,entry_spread_raw_pips,exit_execution_utc_raw,exit_bid_raw,exit_ask_raw,exit_spread_raw_pips,pnl_120m_raw_path_pips,mfe_pips,mae_pips,gross_mfe_pips,time_to_mfe_minutes,time_to_mae_minutes,first_profitable_time_utc,first_profitable_time_before_120_utc,first_profitable_minutes,maximum_profitable_excursion_pips,profitable_at_any_time,profitable_before_120_minutes,profit_giveback_pips,maximum_pnl_after_120_to_240_pips,oracle_mfe_exit_pips,oracle_first_profit_exit_pips,oracle_breakeven_reached,oracle_giveback_50pct_exit_pips,fixed_spread_assumption_pips,pnl_30m_pips,pnl_60m_pips,pnl_90m_pips,pnl_120m_pips,pnl_180m_pips,pnl_240m_pips,month,day,pnl_pips,pnl_jpy,failure_class
254,253,255,263,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-01-06T13:45:00+00:00|1,2025H1,2025-01-06 13:15:00+00:00,2025-01-06 13:30:00+00:00,2025-01-06 13:30:00+00:00,2025-01-06 13:45:00+00:00,2025-01-06 13:45:00+00:00,2025-01-06 15:45:00+00:00,LONG,LONDON_NY_OVERLAP,32.099999999999795,3.4331550802141866,22.199999999998,2,1,23.935714285714482,0.983402489626556,-139.0999999999991,-87.5,0.125,0.20684461427579875,-122.69999999999754,-83.89999999999986,-98.19999999999993,BELOW_PRIOR_LOW,DOWN,UP,15.0,8,10,False,2025-01-06 13:45:00.054000+00:00,156.667,156.678,1.099999999999568,2025-01-06 15:45:00.945000+00:00,157.629,157.635,0.6000000000000227,95.09999999999934,96.89999999999941,-21.19999999999891,97.99999999999898,117.45791666666668,20.721216666666667,2025-01-06 13:45:46.496000+00:00,2025-01-06 13:45:46.496000+00:00,0.7740333333333334,96.89999999999941,True,True,1.8000000000000682,97.59999999999991,96.89999999999941,0.39999999999906777,True,,,11.899999999999977,65.70000000000107,73.90000000000043,95.09999999999934,78.20000000000107,,2025-01,2025-01-06,95.09999999999934,950.9999999999934,H_SUSTAINED_REVERSAL
930,929,931,939,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-01-15T14:45:00+00:00|1,2025H1,2025-01-15 14:15:00+00:00,2025-01-15 14:30:00+00:00,2025-01-15 14:30:00+00:00,2025-01-15 14:45:00+00:00,2025-01-15 14:45:00+00:00,2025-01-15 16:45:00+00:00,LONG,LONDON_NY_OVERLAP,37.79999999999859,3.7611940298507296,32.399999999998386,5,1,19.478571428571254,0.9138495092693566,-84.89999999999895,-179.49999999999875,0.125,0.30860085380454183,-221.1999999999989,-104.90000000000066,-173.79999999999995,BELOW_PRIOR_LOW,DOWN,DOWN,30.0,3,23,False,2025-01-15 14:45:00.218000+00:00,156.285,156.292,0.7000000000005002,2025-01-15 16:45:00.049000+00:00,156.666,156.673,0.7000000000005002,37.39999999999952,43.99999999999977,-21.60000000000082,44.70000000000027,112.95226666666667,49.33996666666667,2025-01-15 14:45:02.919000+00:00,2025-01-15 14:45:02.919000+00:00,0.04501666666666667,43.99999999999977,True,True,6.60000000000025,37.999999999999545,43.99999999999977,0.10000000000047748,True,21.999999999999886,,5.89999999999975,-2.199999999999136,23.199999999999932,37.39999999999952,23.099999999999454,,2025-01,2025-01-15,37.39999999999952,373.9999999999952,H_SUSTAINED_REVERSAL
1257,1256,1258,1266,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-01-21T00:30:00+00:00|1,2025H1,2025-01-21 00:00:00+00:00,2025-01-21 00:15:00+00:00,2025-01-21 00:15:00+00:00,2025-01-21 00:30:00+00:00,2025-01-21 00:30:00+00:00,2025-01-21 02:30:00+00:00,LONG,TOKYO,28.000000000000114,2.6168224299065694,24.699999999998568,1,1,14.607142857142565,0.7359324758842444,-48.69999999999948,-117.09999999999923,0.1875,0.010080844336274073,-143.50000000000023,-13.399999999998613,0.10000000000047748,BELOW_PRIOR_LOW,UP,DOWN,390.0,7,26,False,2025-01-21 00:30:00.039000+00:00,155.157,155.168,1.099999999999568,2025-01-21 02:30:00.022000+00:00,155.108,155.118,0.9999999999990905,-6.000000000000227,106.3999999999993,-6.000000000000227,107.49999999999886,26.532666666666668,119.99971666666667,2025-01-21 00:31:49.143000+00:00,2025-01-21 00:31:49.143000+00:00,1.8184,106.3999999999993,True,True,112.39999999999952,7.200000000000273,106.3999999999993,0.9999999999990905,True,53.000000000000114,,84.79999999999848,46.19999999999891,37.09999999999809,-6.000000000000227,-21.60000000000082,,2025-01,2025-01-21,-6.000000000000227,-60.000000000002274,D_PROFIT_THEN_GIVEBACK
3211,3210,3212,3220,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-02-18T09:00:00+00:00|1,2025H1,2025-02-18 08:30:00+00:00,2025-02-18 08:45:00+00:00,2025-02-18 08:45:00+00:00,2025-02-18 09:00:00+00:00,2025-02-18 09:00:00+00:00,2025-02-18 11:00:00+00:00,LONG,LONDON,19.80000000000075,2.7123287671231116,13.899999999998158,3,1,11.842857142856847,0.39791666666666664,-29.399999999998272,2.3000000000024556,0.125,0.002256488902040881,-28.299999999998704,60.000000000002274,53.299999999998704,INSIDE_PRIOR_RANGE,UP,DOWN,510.0,3,17,False,2025-02-18 09:00:00.301000+00:00,151.945,151.953,0.8000000000009777,2025-02-18 11:00:00.096000+00:00,151.763,151.769,0.6000000000000227,-18.999999999999773,1.099999999999568,-24.799999999999045,1.9000000000005457,2.428616666666667,94.88946666666668,2025-02-18 09:02:12.367000+00:00,2025-02-18 09:02:12.367000+00:00,2.2011,1.099999999999568,True,True,20.09999999999934,-7.400000000001228,1.099999999999568,0.20000000000095497,True,0.49999999999954525,,-0.6000000000000227,-11.400000000000432,-23.400000000000887,-18.999999999999773,-16.900000000001114,,2025-02,2025-02-18,-18.999999999999773,-189.99999999999773,F_CONTINUATION_RESUMPTION
3944,3943,3945,3953,-1,up_shock_failed,2025H1|D_SHOCK_FAILURE|2025-02-28T00:15:00+00:00|-1,2025H1,2025-02-27 23:45:00+00:00,2025-02-28 00:00:00+00:00,2025-02-28 00:00:00+00:00,2025-02-28 00:15:00+00:00,2025-02-28 00:15:00+00:00,2025-02-28 02:15:00+00:00,SHORT,TOKYO,34.10000000000082,2.9523809523807296,28.20000000000107,2,1,13.507142857142794,0.59296875,22.30000000000132,120.79999999999984,0.25,-0.03664922006823508,20.000000000001705,146.60000000000082,92.59999999999877,ABOVE_PRIOR_HIGH,UP,UP,15.0,4,12,False,2025-02-28 00:15:00.625000+00:00,149.91,149.921,1.099999999999568,2025-02-28 02:15:00.064000+00:00,149.13,149.134,0.39999999999906777,77.60000000000105,79.80000000000018,-1.2000000000000455,80.89999999999975,118.84191666666668,0.026333333333333334,2025-02-28 00:15:08.951000+00:00,2025-02-28 00:15:08.951000+00:00,0.13876666666666668,79.80000000000018,True,True,2.199999999999136,80.50000000000068,79.80000000000018,0.10000000000047748,True,39.59999999999866,,37.89999999999907,49.00000000000091,42.59999999999877,77.60000000000105,34.199999999998454,,2025-02,2025-02-28,77.60000000000105,776.0000000000105,H_SUSTAINED_REVERSAL
4123,4122,4124,4132,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-03-03T21:00:00+00:00|1,2025H1,2025-03-03 20:30:00+00:00,2025-03-03 20:45:00+00:00,2025-03-03 20:45:00+00:00,2025-03-03 21:00:00+00:00,2025-03-03 21:00:00+00:00,2025-03-03 23:00:00+00:00,LONG,TRANSITION,40.799999999998704,3.0110701107011604,29.49999999999875,4,1,18.899999999999903,0.9098958333333333,-95.79999999999984,-131.20000000000118,0.25,0.11809003840076536,-188.2000000000005,-149.50000000000045,-137.40000000000236,BELOW_PRIOR_LOW,DOWN,DOWN,30.0,2,15,False,2025-03-03 21:00:00.200000+00:00,149.417,149.425,0.8000000000009777,2025-03-03 23:00:00.107000+00:00,149.563,149.608,4.500000000001592,13.79999999999768,19.999999999998863,-0.9000000000014552,20.79999999999984,23.258699999999997,0.03555,2025-03-03 21:00:05.323000+00:00,2025-03-03 21:00:05.323000+00:00,0.08538333333333334,19.999999999998863,True,True,6.200000000001182,19.799999999997908,19.999999999998863,0.09999999999763531,True,9.399999999999409,,12.199999999998568,6.19999999999834,8.599999999998431,13.79999999999768,-10.80000000000041,,2025-03,2025-03-03,13.79999999999768,137.9999999999768,H_SUSTAINED_REVERSAL
5059,5058,5060,5068,-1,up_shock_failed,2025H1|D_SHOCK_FAILURE|2025-03-17T14:00:00+00:00|-1,2025H1,2025-03-17 13:30:00+00:00,2025-03-17 13:45:00+00:00,2025-03-17 13:45:00+00:00,2025-03-17 14:00:00+00:00,2025-03-17 14:00:00+00:00,2025-03-17 16:00:00+00:00,SHORT,LONDON_NY_OVERLAP,27.299999999999613,2.5161290322578784,21.50000000000034,1,1,16.31428571428586,0.6755208333333333,33.69999999999891,32.099999999999795,0.25,-0.05768275450403672,15.399999999999636,53.299999999998704,17.599999999998772,ABOVE_PRIOR_HIGH,UP,UP,60.0,1,11,False,2025-03-17 14:00:00.131000+00:00,148.827,148.829,0.20000000000095497,2025-03-17 16:00:00.128000+00:00,148.555,148.56,0.49999999999954525,26.69999999999959,38.30000000000098,-2.400000000000091,38.50000000000193,99.19493333333334,19.17203333333333,2025-03-17 14:00:00.183000+00:00,2025-03-17 14:00:00.183000+00:00,0.0008666666666666666,38.30000000000098,True,True,11.600000000001387,30.299999999999727,38.30000000000098,0.7000000000005002,True,19.10000000000025,,16.59999999999968,22.299999999998477,32.800000000000296,26.69999999999959,9.299999999998931,,2025-03,2025-03-17,26.69999999999959,266.9999999999959,H_SUSTAINED_REVERSAL
5827,5826,5828,5836,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-03-27T14:00:00+00:00|1,2025H1,2025-03-27 13:30:00+00:00,2025-03-27 13:45:00+00:00,2025-03-27 13:45:00+00:00,2025-03-27 14:00:00+00:00,2025-03-27 14:00:00+00:00,2025-03-27 16:00:00+00:00,LONG,LONDON_NY_OVERLAP,25.600000000000023,2.5346534653465596,17.300000000000182,2,1,12.900000000000082,0.47421875,-24.799999999999045,8.29999999999984,0.0,-0.06006215972006662,-12.899999999999068,77.60000000000105,31.499999999999773,INSIDE_PRIOR_RANGE,UP,UP,60.0,3,9,False,2025-03-27 14:00:00.081000+00:00,150.872,150.874,0.1999999999981128,2025-03-27 16:00:00.200000+00:00,150.969,150.975,0.6000000000000227,9.499999999999886,18.299999999999272,-21.79999999999893,18.499999999997385,58.42835,103.24653333333335,2025-03-27 14:00:54.031000+00:00,2025-03-27 14:00:54.031000+00:00,0.8991666666666667,18.299999999999272,True,True,8.799999999999386,28.20000000000107,18.299999999999272,0.10000000000047748,True,9.100000000000819,,6.499999999999773,13.800000000000523,3.2000000000010687,9.499999999999886,13.300000000000978,,2025-03,2025-03-27,9.499999999999886,94.99999999999886,H_SUSTAINED_REVERSAL
6245,6244,6246,6254,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-04-02T22:30:00+00:00|1,2025H1,2025-04-02 22:00:00+00:00,2025-04-02 22:15:00+00:00,2025-04-02 22:15:00+00:00,2025-04-02 22:30:00+00:00,2025-04-02 22:30:00+00:00,2025-04-03 00:30:00+00:00,LONG,TRANSITION,46.000000000000796,4.401913875598095,35.899999999998045,2,1,33.149999999999736,0.9979166666666667,-181.89999999999884,-145.90000000000032,0.25,0.11892938359407208,-167.30000000000018,-65.29999999999916,-107.40000000000123,BELOW_PRIOR_LOW,DOWN,DOWN,15.0,11,34,False,2025-04-02 22:30:00.950000+00:00,148.478,148.494,1.5999999999991132,2025-04-03 00:30:00.159000+00:00,148.267,148.274,0.7000000000005002,-22.700000000000387,2.2999999999996135,-81.1000000000007,3.8999999999987267,1.1519833333333334,76.33905,2025-04-02 22:30:56.004000+00:00,2025-04-02 22:30:56.004000+00:00,0.9175666666666668,2.2999999999996135,True,True,25.0,-20.09999999999934,2.2999999999996135,0.49999999999954525,True,1.099999999999568,,-8.500000000000796,-49.69999999999857,-61.7999999999995,-22.700000000000387,-69.39999999999884,,2025-04,2025-04-02,-22.700000000000387,-227.00000000000387,F_CONTINUATION_RESUMPTION
6280,6279,6281,6289,1,down_shock_failed,2025H1|D_SHOCK_FAILURE|2025-04-03T07:15:00+00:00|1,2025H1,2025-04-03 06:45:00+00:00,2025-04-03 07:00:00+00:00,2025-04-03 07:00:00+00:00,2025-04-03 07:15:00+00:00,2025-04-03 07:15:00+00:00,2025-04-03 09:15:00+00:00,LONG,LONDON,48.60000000000184,2.833819241982703,36.69999999999902,2,1,25.964285714286056,0.9643229166666667,-94.5999999999998,-291.9000000000011,0.25,0.04380471965887002,-364.500000000001,-84.39999999999941,-67.1999999999997,BELOW_PRIOR_LOW,DOWN,DOWN,375.0,16,38,False,2025-04-03 07:15:00.117000+00:00,147.255,147.264,0.9000000000014552,2025-04-03 09:15:01.498000+00:00,146.628,146.63,0.20000000000095497,-63.60000000000241,20.39999999999793,-74.30000000000234,21.299999999999386,10.3048,118.02638333333333,2025-04-03 07:16:55.188000+00:00,2025-04-03 07:16:55.188000+00:00,1.91785,20.39999999999793,True,True,84.00000000000034,-49.30000000000234,20.39999999999793,0.6000000000000227,True,9.899999999998954,,-15.399999999999636,-0.10000000000047748,-31.200000000001182,-63.60000000000241,-90.90000000000202,,2025-04,2025-04-03,-63.60000000000241,-636.0000000000241,F_CONTINUATION_RESUMPTION
