opportunity_id,fold_canonical,date_canonical,side_canonical,side_label_canonical,reason,signal_utc,entry_utc,exit_utc,signal_i,entry_i,exit_i,asian_high_canonical,asian_low_canonical,asian_bar_count,signal_open_canonical,signal_high_canonical,signal_low_canonical,signal_close_canonical,entry_bid_atlas,exit_bid_atlas,atlas_net_pips,atlas_normalized_pl_jpy,raw_asian_bar_count,raw_missing_bar_count,raw_asian_high,raw_asian_low,raw_signal_resolved,raw_signal_open,raw_signal_high,raw_signal_low,raw_signal_close,raw_signal_first_tick,raw_signal_last_tick,raw_signal_ticks,raw_signal_side,raw_side_match,execution_resolved,entry_execution_time,exit_execution_time,entry_bid_canonical,entry_ask_canonical,exit_bid_canonical,exit_ask_canonical,entry_spread_pips_canonical,exit_spread_pips,pnl_pips_canonical,pnl_jpy_canonical,mfe_pips_canonical,mae_pips_canonical,time_to_mfe_seconds_canonical,time_to_mae_seconds_canonical,holding_seconds,accepted_missing_bar_count,range_size_pips,sweep_depth_pips,close_back_inside_depth_pips,signal_body_pips,signal_wick_pips,decision_time_canonical,exit_boundary_canonical,candidate_id,data_quality_flags,baseline_daily_pl_jpy,baseline_drawdown_state_jpy,concurrent_exposure_count,B02_overlap,F05_overlap,same_direction_exposure,opposite_direction_exposure,event_id,date_raw,fold_raw,month,side_raw,side_label_raw,session,signal_bar_start,decision_time_raw,exit_boundary_raw,asian_high_raw,asian_low_raw,asian_range_width_pips,sweep_distance_pips,sweep_distance_range_ratio,signal_open_raw,signal_high_raw,signal_low_raw,signal_close_raw,sweep_timestamp,maximum_overshoot_pips,first_close_back_inside_timestamp,first_executable_reclaim_timestamp,reclaim_speed_seconds,reclaim_retained_seconds,reentry_outside_count,second_sweep_occurrence,entry_time,entry_bid_raw,entry_ask_raw,pre_sweep_return_toward_boundary_15m_pips,pre_sweep_volatility_15m_pips,tick_velocity_60s_ticks_per_second,recent_local_excursion_5m_pips,asian_range_formation_speed_pips_per_hour,asian_boundary_formation_time,asian_boundary_touches,seconds_since_boundary_formation,seconds_from_sweep_to_london_open,entry_spread_pips_raw,exit_time,exit_bid_raw,exit_ask_raw,pnl_pips_raw,pnl_jpy_raw,mfe_pips_raw,mae_pips_raw,time_to_mfe_seconds_raw,time_to_mae_seconds_raw,return_5m_pips,return_15m_pips,return_30m_pips,return_60m_pips,return_120m_pips,return_180m_pips,range_midpoint_reached,opposite_boundary_reached,range_outside_redeparture,tp10_sl20_order,entry_delay_5s_pnl_jpy,entry_delay_10s_pnl_jpy,_merge
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-03T14:30:00+00:00|1,2023H2,2023-07-03,1.0,LONG,asian_low,2023-07-03 14:15:00+00:00,2023-07-03 14:30:00+00:00,2023-07-03 17:30:00+00:00,12513.0,12514.0,12526.0,144.771,144.221,28.0,144.217,144.438,144.203,144.438,144.444,144.653,20.40000000000032,204.0000000000032,28.0,0.0,144.77,144.22,True,144.216,144.44,144.205,144.44,2023-07-03 14:15:00.240000+00:00,2023-07-03 14:29:59.947000+00:00,3120.0,1.0,True,True,2023-07-03 14:30:02.896000+00:00,2023-07-03 17:30:00.271000+00:00,144.445,144.452,144.653,144.658,0.7000000000005002,0.4999999999995452,20.09999999999934,200.9999999999934,25.10000000000048,-8.699999999998909,9439.739,353.026,10797.375,0.0,54.999999999998295,1.8000000000000682,21.69999999999845,22.09999999999752,1.4000000000010004,2023-07-03 14:30:00+00:00,2023-07-03 17:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-275.0,26020.0,2.0,True,True,2.0,0.0,RAW|2023-07-03|2023-07-03T14:15:00Z|1,2023-07-03,2023H2,2023-07,1.0,LONG,LONDON_NY_OVERLAP,2023-07-03 14:15:00+00:00,2023-07-03 14:30:00+00:00,2023-07-03 17:30:00+00:00,144.77,144.22,55.00000000000114,1.4999999999986358,0.027272727272701906,144.216,144.44,144.205,144.44,2023-07-03 14:15:00.240000+00:00,1.4999999999986358,2023-07-03 14:30:00+00:00,2023-07-03 14:15:01.988000+00:00,1.748,0.941,3.0,True,2023-07-03 14:30:02.896000+00:00,144.445,144.452,-3.300000000001546,28.09999999999775,3.15,15.799999999998704,8.571628947170371,2023-07-03 00:28:19.955000+00:00,1.0,49600.285,-22500.24,0.7000000000005002,2023-07-03 17:30:00.271000+00:00,144.653,144.658,20.09999999999934,200.9999999999934,25.100000000000477,-8.699999999998909,9439.739,353.026,-3.3999999999991815,-2.400000000000091,0.7000000000005002,11.50000000000091,15.399999999999636,,True,False,False,TP_ONLY,209.00000000000318,207.9999999999984,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-04T09:30:00+00:00|1,2023H2,2023-07-04,1.0,LONG,asian_low,2023-07-04 09:15:00+00:00,2023-07-04 09:30:00+00:00,2023-07-04 12:30:00+00:00,12589.0,12590.0,12602.0,144.676,144.331,28.0,144.356,144.357,144.301,144.342,144.342,144.383,3.5999999999996817,35.99999999999682,28.0,0.0,144.675,144.333,True,144.357,144.357,144.3,144.345,2023-07-04 09:15:02.594000+00:00,2023-07-04 09:29:58.705000+00:00,1101.0,1.0,True,True,2023-07-04 09:30:05.750000+00:00,2023-07-04 12:30:00.347000+00:00,144.347,144.349,144.389,144.395,0.1999999999981128,0.6000000000000227,4.000000000002046,40.000000000020464,11.50000000000091,-3.399999999999181,6330.322,328.402,10794.597,0.0,34.499999999999886,3.0000000000001137,1.1000000000024102,1.3999999999981585,4.100000000002524,2023-07-04 09:30:00+00:00,2023-07-04 12:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-131.0,26295.0,0.0,False,False,0.0,0.0,RAW|2023-07-04|2023-07-04T09:15:00Z|1,2023-07-04,2023H2,2023-07,1.0,LONG,LONDON,2023-07-04 09:15:00+00:00,2023-07-04 09:30:00+00:00,2023-07-04 12:30:00+00:00,144.675,144.333,34.200000000001296,3.299999999998704,0.09649122807013388,144.357,144.357,144.3,144.345,2023-07-04 09:17:05.570000+00:00,3.299999999998704,2023-07-04 09:30:00+00:00,2023-07-04 09:17:05.789000+00:00,0.219,6.365,10.0,True,2023-07-04 09:30:05.750000+00:00,144.347,144.349,6.100000000000705,7.599999999999341,1.55,4.500000000001592,17.4404398073229,2023-07-04 06:41:40.142000+00:00,1.0,9325.428,-4625.57,0.1999999999981128,2023-07-04 12:30:00.347000+00:00,144.389,144.395,4.000000000002046,40.000000000020464,11.50000000000091,-3.3999999999991815,6330.322,328.402,-1.8000000000000682,-0.49999999999954525,7.400000000001228,8.600000000001273,7.30000000000075,,False,False,True,TP_ONLY,40.000000000020464,33.00000000001546,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-05T07:15:00+00:00|-1,2023H2,2023-07-05,-1.0,SHORT,asian_high,2023-07-05 07:00:00+00:00,2023-07-05 07:15:00+00:00,2023-07-05 10:15:00+00:00,12676.0,12677.0,12689.0,144.727,144.377,28.0,144.662,144.733,144.592,144.635,144.634,144.366,26.299999999997222,262.99999999997226,28.0,0.0,144.726,144.379,True,144.66,144.734,144.59,144.633,2023-07-05 07:00:00.039000+00:00,2023-07-05 07:14:59.930000+00:00,2487.0,-1.0,True,True,2023-07-05 07:15:00.407000+00:00,2023-07-05 10:15:01.947000+00:00,144.634,144.64,144.366,144.369,0.6000000000000227,0.2999999999985903,26.49999999999864,264.9999999999864,42.29999999999734,-1.300000000000523,8756.231,14.944,10801.54,0.0,34.99999999999943,0.6000000000000227,9.200000000001296,2.7000000000015234,7.099999999999795,2023-07-05 07:15:00+00:00,2023-07-05 10:15:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-819.0,26426.0,2.0,True,True,1.0,1.0,RAW|2023-07-05|2023-07-05T07:00:00Z|-1,2023-07-05,2023H2,2023-07,-1.0,SHORT,LONDON,2023-07-05 07:00:00+00:00,2023-07-05 07:15:00+00:00,2023-07-05 10:15:00+00:00,144.726,144.379,34.70000000000084,0.8000000000009777,0.023054755043255284,144.66,144.734,144.59,144.633,2023-07-05 07:02:45.140000+00:00,0.8000000000009777,2023-07-05 07:15:00+00:00,2023-07-05 07:02:46.780000+00:00,1.6400000000000001,0.153,16.0,True,2023-07-05 07:15:00.407000+00:00,144.634,144.64,9.299999999998931,13.999999999998636,2.316666666666667,8.899999999999864,5.519732624363903,2023-07-05 06:18:34.269000+00:00,1.0,2650.871,3434.86,0.6000000000000227,2023-07-05 10:15:01.947000+00:00,144.366,144.369,26.499999999998636,264.99999999998636,42.29999999999734,-1.300000000000523,8756.231,14.943999999999999,3.6999999999977717,6.399999999999295,7.499999999998863,27.39999999999725,34.099999999997976,26.499999999998636,True,True,False,TP_ONLY,264.00000000001,264.99999999998636,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-05T11:30:00+00:00|1,2023H2,2023-07-05,1.0,LONG,asian_low,2023-07-05 11:15:00+00:00,2023-07-05 11:30:00+00:00,2023-07-05 14:30:00+00:00,12693.0,12694.0,12706.0,144.727,144.377,28.0,144.283,144.475,144.282,144.452,144.45,144.273,-18.19999999999925,-181.9999999999925,28.0,0.0,144.726,144.379,True,144.284,144.474,144.281,144.452,2023-07-05 11:15:01.451000+00:00,2023-07-05 11:29:58.088000+00:00,1653.0,1.0,True,True,2023-07-05 11:30:00.338000+00:00,2023-07-05 14:30:00.134000+00:00,144.452,144.46,144.273,144.278,0.8000000000009777,0.4999999999995452,-18.700000000001182,-187.00000000001185,13.399999999998611,-38.30000000000098,2231.828,9992.259,10799.796,0.0,34.99999999999943,9.499999999999886,7.499999999998863,16.900000000001114,0.0999999999976353,2023-07-05 11:30:00+00:00,2023-07-05 14:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-819.0,26426.0,2.0,True,True,1.0,1.0,RAW|2023-07-05|2023-07-05T11:15:00Z|1,2023-07-05,2023H2,2023-07,1.0,LONG,LONDON,2023-07-05 11:15:00+00:00,2023-07-05 11:30:00+00:00,2023-07-05 14:30:00+00:00,144.726,144.379,34.70000000000084,9.799999999998477,0.2824207492794882,144.284,144.474,144.281,144.452,2023-07-05 11:15:01.451000+00:00,9.799999999998477,2023-07-05 11:30:00+00:00,2023-07-05 11:21:03.990000+00:00,362.539,60.838,11.0,True,2023-07-05 11:30:00.338000+00:00,144.452,144.46,-4.800000000000182,5.999999999997385,1.85,3.6000000000001364,5.519732624363903,2023-07-05 00:01:22.738000+00:00,1.0,40418.713,-11701.451,0.8000000000009777,2023-07-05 14:30:00.134000+00:00,144.273,144.278,-18.700000000001182,-187.00000000001182,13.399999999998613,-38.30000000000098,2231.828,9992.259,-1.6000000000019554,-1.0000000000019327,4.099999999999682,8.799999999999386,-20.300000000000296,,True,False,True,TP_FIRST,-182.99999999999272,-183.9999999999975,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-06T07:30:00+00:00|1,2023H2,2023-07-06,1.0,LONG,asian_low,2023-07-06 07:15:00+00:00,2023-07-06 07:30:00+00:00,2023-07-06 10:30:00+00:00,12773.0,12774.0,12786.0,144.511,143.615,28.0,143.727,143.751,143.553,143.626,143.626,143.915,28.399999999998727,283.99999999998727,28.0,0.0,144.512,143.617,True,143.726,143.752,143.552,143.625,2023-07-06 07:15:00.140000+00:00,2023-07-06 07:29:54.161000+00:00,2864.0,1.0,True,True,2023-07-06 07:30:00.043000+00:00,2023-07-06 10:30:01.317000+00:00,143.626,143.629,143.915,143.921,0.2999999999985903,0.6000000000000227,28.600000000000136,286.00000000000136,50.10000000000048,-4.200000000000159,8796.124,1.59,10801.274,0.0,89.59999999999866,6.200000000001182,1.099999999999568,10.099999999999907,7.30000000000075,2023-07-06 07:30:00+00:00,2023-07-06 10:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-401.0,27245.0,2.0,False,True,0.0,2.0,RAW|2023-07-06|2023-07-06T07:15:00Z|1,2023-07-06,2023H2,2023-07,1.0,LONG,LONDON,2023-07-06 07:15:00+00:00,2023-07-06 07:30:00+00:00,2023-07-06 10:30:00+00:00,144.512,143.617,89.50000000000102,6.499999999999773,0.07262569832401898,143.726,143.752,143.552,143.625,2023-07-06 07:24:13.683000+00:00,6.499999999999773,2023-07-06 07:30:00+00:00,2023-07-06 07:24:13.995000+00:00,0.312,2.664,24.0,True,2023-07-06 07:30:00.043000+00:00,143.626,143.629,15.399999999999636,16.59999999999968,3.25,8.199999999999363,13.932640999559478,2023-07-06 06:28:08.308000+00:00,1.0,3365.375,2146.317,0.2999999999985903,2023-07-06 10:30:01.317000+00:00,143.915,143.921,28.600000000000136,286.00000000000136,50.10000000000048,-4.200000000000159,8796.124,1.5899999999999999,7.800000000000296,28.700000000000614,28.20000000000107,34.10000000000082,32.60000000000218,28.600000000000136,True,False,True,TP_ONLY,307.9999999999927,310.9999999999786,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-06T14:15:00+00:00|-1,2023H2,2023-07-06,-1.0,SHORT,asian_high,2023-07-06 14:00:00+00:00,2023-07-06 14:15:00+00:00,2023-07-06 17:15:00+00:00,12800.0,12801.0,12813.0,144.511,143.615,28.0,144.346,144.594,144.172,144.392,144.392,144.14,24.700000000000955,247.00000000000955,28.0,0.0,144.512,143.617,True,144.222,144.594,144.173,144.393,2023-07-06 14:00:00.031000+00:00,2023-07-06 14:14:59.723000+00:00,5422.0,-1.0,True,True,2023-07-06 14:15:00.465000+00:00,2023-07-06 17:15:00.049000+00:00,144.39,144.398,144.142,144.148,0.8000000000009777,0.6000000000000227,24.199999999999022,241.99999999999025,42.69999999999925,-26.700000000002436,3848.92,1464.314,10799.584,0.0,89.59999999999866,8.29999999999984,11.899999999999975,4.599999999999227,20.199999999999815,2023-07-06 14:15:00+00:00,2023-07-06 17:15:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-401.0,27646.0,0.0,False,False,0.0,0.0,RAW|2023-07-06|2023-07-06T14:00:00Z|-1,2023-07-06,2023H2,2023-07,-1.0,SHORT,LONDON_NY_OVERLAP,2023-07-06 14:00:00+00:00,2023-07-06 14:15:00+00:00,2023-07-06 17:15:00+00:00,144.512,143.617,89.50000000000102,8.199999999999363,0.09162011173183542,144.222,144.594,144.173,144.393,2023-07-06 14:00:01.366000+00:00,8.199999999999363,2023-07-06 14:15:00+00:00,2023-07-06 14:00:01.482000+00:00,0.116,0.873,2.0,True,2023-07-06 14:15:00.465000+00:00,144.39,144.398,34.80000000000132,34.80000000000132,4.916666666666667,32.20000000000027,13.932640999559478,2023-07-06 00:02:42.757000+00:00,1.0,50238.609,-21601.366,0.8000000000009777,2023-07-06 17:15:00.049000+00:00,144.142,144.148,24.199999999999022,241.99999999999022,42.69999999999925,-26.700000000002433,3848.92,1464.314,-10.300000000000864,-13.2000000000005,-23.400000000000887,25.0,36.49999999999807,,True,False,True,SL_FIRST,246.00000000000932,228.00000000000864,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-10T12:15:00+00:00|1,2023H2,2023-07-10,1.0,LONG,asian_low,2023-07-10 12:00:00+00:00,2023-07-10 12:15:00+00:00,2023-07-10 15:15:00+00:00,12984.0,12985.0,12997.0,143.005,142.118,28.0,142.131,142.202,142.073,142.185,142.187,141.572,-62.00000000000091,-620.0000000000091,28.0,0.0,143.005,142.118,True,142.131,142.203,142.071,142.185,2023-07-10 12:00:00.102000+00:00,2023-07-10 12:14:59.580000+00:00,2164.0,1.0,True,True,2023-07-10 12:15:00.087000+00:00,2023-07-10 15:15:00.154000+00:00,142.188,142.192,141.573,141.578,0.4000000000019099,0.4999999999995452,-61.89999999999998,-618.9999999999998,32.20000000000027,-65.300000000002,2172.352,10733.075,10800.067,0.0,88.70000000000005,4.499999999998749,6.700000000000728,5.400000000000205,5.799999999999272,2023-07-10 12:15:00+00:00,2023-07-10 15:15:00+00:00,A_EXACT_EXECUTABLE_12BAR,,1740.0,21106.0,1.0,False,True,0.0,1.0,RAW|2023-07-10|2023-07-10T12:00:00Z|1,2023-07-10,2023H2,2023-07,1.0,LONG,LONDON_NY_OVERLAP,2023-07-10 12:00:00+00:00,2023-07-10 12:15:00+00:00,2023-07-10 15:15:00+00:00,143.005,142.118,88.70000000000005,4.699999999999704,0.052987598647121784,142.131,142.203,142.071,142.185,2023-07-10 12:00:02.222000+00:00,4.699999999999704,2023-07-10 12:15:00+00:00,2023-07-10 12:00:04.127000+00:00,1.905,0.311,36.0,True,2023-07-10 12:15:00.087000+00:00,142.188,142.192,12.699999999998113,19.199999999997885,1.9333333333333333,17.199999999999704,18.54653739306498,2023-07-10 00:01:02.446000+00:00,1.0,43139.776,-14402.222,0.40000000000190994,2023-07-10 15:15:00.154000+00:00,141.573,141.578,-61.89999999999998,-618.9999999999998,32.20000000000027,-65.300000000002,2172.352,10733.075,6.099999999997863,20.90000000000032,26.300000000000523,-1.6999999999995907,-58.00000000000125,-61.89999999999998,False,False,True,TP_FIRST,-623.9999999999952,-617.999999999995,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-11T07:15:00+00:00|1,2023H2,2023-07-11,1.0,LONG,asian_low,2023-07-11 07:00:00+00:00,2023-07-11 07:15:00+00:00,2023-07-11 10:15:00+00:00,13060.0,13061.0,13073.0,141.457,140.566,28.0,140.594,140.806,140.528,140.804,140.804,140.31,-49.89999999999998,-498.9999999999998,28.0,0.0,141.459,140.565,True,140.593,140.805,140.527,140.805,2023-07-11 07:00:00.020000+00:00,2023-07-11 07:14:59.950000+00:00,3591.0,1.0,True,True,2023-07-11 07:15:00.205000+00:00,2023-07-11 10:15:00.718000+00:00,140.804,140.81,140.309,140.314,0.6000000000000227,0.4999999999995452,-50.10000000000048,-501.0000000000048,1.6999999999995907,-50.60000000000002,184.37,10775.785,10800.513,0.0,89.09999999999911,3.8000000000010914,23.799999999999955,21.0000000000008,6.60000000000025,2023-07-11 07:15:00+00:00,2023-07-11 10:15:00+00:00,A_EXACT_EXECUTABLE_12BAR,,1185.0,19366.0,3.0,True,True,0.0,3.0,RAW|2023-07-11|2023-07-11T07:00:00Z|1,2023-07-11,2023H2,2023-07,1.0,LONG,LONDON,2023-07-11 07:00:00+00:00,2023-07-11 07:15:00+00:00,2023-07-11 10:15:00+00:00,141.459,140.565,89.40000000000055,3.8000000000010914,0.042505592841175256,140.593,140.805,140.527,140.805,2023-07-11 07:04:56.388000+00:00,3.8000000000010914,2023-07-11 07:15:00+00:00,2023-07-11 07:06:05.769000+00:00,69.381,15.029,5.0,True,2023-07-11 07:15:00.205000+00:00,140.804,140.81,19.700000000000273,22.100000000000364,4.033333333333333,12.999999999999545,17.53040477238373,2023-07-11 05:17:29.451000+00:00,1.0,6446.937,3303.612,0.6000000000000227,2023-07-11 10:15:00.718000+00:00,140.309,140.314,-50.10000000000048,-501.0000000000048,1.6999999999995907,-50.60000000000002,184.37,10775.785,-4.900000000000659,-10.400000000001342,-22.59999999999991,-29.599999999999227,-31.299999999998818,-50.10000000000048,False,False,True,SL_ONLY,-500.0,-508.0000000000098,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-13T12:45:00+00:00|-1,2023H2,2023-07-13,-1.0,SHORT,asian_high,2023-07-13 12:30:00+00:00,2023-07-13 12:45:00+00:00,2023-07-13 15:45:00+00:00,13274.0,13275.0,13287.0,138.833,138.068,28.0,138.408,138.956,138.248,138.745,138.746,138.082,65.90000000000157,659.0000000000157,28.0,0.0,138.83,138.069,True,138.392,138.953,138.238,138.754,2023-07-13 12:30:00.099000+00:00,2023-07-13 12:44:59.891000+00:00,7131.0,-1.0,True,True,2023-07-13 12:45:00.026000+00:00,2023-07-13 15:45:00.019000+00:00,138.751,138.755,138.082,138.088,0.3999999999990677,0.6000000000000227,66.30000000000109,663.0000000000109,69.49999999999932,-11.199999999999475,5098.537,452.738,10799.993,0.0,76.49999999999864,12.299999999999043,8.799999999999386,33.70000000000175,21.09999999999843,2023-07-13 12:45:00+00:00,2023-07-13 15:45:00+00:00,A_EXACT_EXECUTABLE_12BAR,,740.0,16763.0,0.0,False,False,0.0,0.0,RAW|2023-07-13|2023-07-13T12:30:00Z|-1,2023-07-13,2023H2,2023-07,-1.0,SHORT,LONDON_NY_OVERLAP,2023-07-13 12:30:00+00:00,2023-07-13 12:45:00+00:00,2023-07-13 15:45:00+00:00,138.83,138.069,76.10000000000241,12.299999999999045,0.1616294349539902,138.392,138.953,138.238,138.754,2023-07-13 12:34:25.433000+00:00,12.299999999999045,2023-07-13 12:45:00+00:00,2023-07-13 12:34:25.640000+00:00,0.207,31.023,11.0,True,2023-07-13 12:45:00.026000+00:00,138.751,138.755,36.89999999999998,59.29999999999893,7.833333333333333,59.29999999999893,13.399479036315917,2023-07-13 06:04:53.364000+00:00,1.0,23372.069,-16465.433,0.39999999999906777,2023-07-13 15:45:00.019000+00:00,138.082,138.088,66.30000000000109,663.0000000000109,69.49999999999932,-11.199999999999477,5098.537,452.738,-4.699999999999704,11.299999999999955,27.40000000000009,62.5,52.600000000001046,,True,True,True,TP_ONLY,700.000000000017,691.0000000000025,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-13T16:30:00+00:00|1,2023H2,2023-07-13,1.0,LONG,asian_low,2023-07-13 16:15:00+00:00,2023-07-13 16:30:00+00:00,2023-07-13 19:30:00+00:00,13289.0,13290.0,13302.0,138.833,138.068,28.0,138.046,138.114,138.026,138.07,138.07,137.986,-8.900000000000318,-89.00000000000318,28.0,0.0,138.83,138.069,True,138.046,138.113,138.027,138.07,2023-07-13 16:15:01.393000+00:00,2023-07-13 16:29:59.965000+00:00,1375.0,1.0,True,True,2023-07-13 16:30:00.958000+00:00,2023-07-13 19:30:00.317000+00:00,138.068,138.074,137.987,137.994,0.6000000000000227,0.7000000000005002,-8.70000000000175,-87.00000000001751,11.199999999999475,-15.100000000001046,1905.883,7537.611,10799.359,0.0,76.49999999999864,4.200000000000159,0.1999999999981128,2.400000000000091,1.999999999998181,2023-07-13 16:30:00+00:00,2023-07-13 19:30:00+00:00,A_EXACT_EXECUTABLE_12BAR,,740.0,16763.0,2.0,False,True,0.0,2.0,RAW|2023-07-13|2023-07-13T16:15:00Z|1,2023-07-13,2023H2,2023-07,1.0,LONG,NEW_YORK,2023-07-13 16:15:00+00:00,2023-07-13 16:30:00+00:00,2023-07-13 19:30:00+00:00,138.83,138.069,76.10000000000241,4.200000000000159,0.055190538764783525,138.046,138.113,138.027,138.07,2023-07-13 16:15:01.393000+00:00,4.200000000000159,2023-07-13 16:30:00+00:00,2023-07-13 16:21:42.509000+00:00,401.116,3.703,12.0,True,2023-07-13 16:30:00.958000+00:00,138.068,138.074,9.700000000000841,14.100000000001955,1.8333333333333333,7.30000000000075,13.399479036315917,2023-07-13 00:24:07.793000+00:00,1.0,57053.6,-29701.393,0.6000000000000227,2023-07-13 19:30:00.317000+00:00,137.987,137.994,-8.70000000000175,-87.00000000001751,11.199999999999477,-15.100000000001046,1905.883,7537.611,-1.4000000000010004,-1.300000000000523,1.3999999999981583,2.400000000000091,-5.200000000002092,,False,False,True,TP_ONLY,-87.00000000001751,-84.00000000000318,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-14T07:15:00+00:00|-1,2023H2,2023-07-14,-1.0,SHORT,asian_high,2023-07-14 07:00:00+00:00,2023-07-14 07:15:00+00:00,2023-07-14 10:15:00+00:00,13348.0,13349.0,13361.0,138.404,137.233,28.0,138.346,138.459,138.272,138.335,138.335,138.686,-35.59999999999991,-355.9999999999991,28.0,0.0,138.405,137.237,True,138.346,138.46,138.269,138.334,2023-07-14 07:00:00.173000+00:00,2023-07-14 07:14:59.983000+00:00,3054.0,-1.0,True,True,2023-07-14 07:15:00.085000+00:00,2023-07-14 10:15:02.144000+00:00,138.334,138.341,138.685,138.69,0.7000000000005002,0.4999999999995452,-35.599999999999454,-355.99999999999454,18.600000000000705,-40.799999999998704,2899.038,10388.759,10802.059,0.0,117.09999999999924,5.500000000000682,6.89999999999884,1.099999999999568,11.299999999999956,2023-07-14 07:15:00+00:00,2023-07-14 10:15:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-1537.0,16023.0,4.0,True,True,3.0,1.0,RAW|2023-07-14|2023-07-14T07:00:00Z|-1,2023-07-14,2023H2,2023-07,-1.0,SHORT,LONDON,2023-07-14 07:00:00+00:00,2023-07-14 07:15:00+00:00,2023-07-14 10:15:00+00:00,138.405,137.237,116.80000000000064,5.500000000000682,0.047089041095896,138.346,138.46,138.269,138.334,2023-07-14 07:02:31.288000+00:00,5.500000000000682,2023-07-14 07:15:00+00:00,2023-07-14 07:02:34.267000+00:00,2.979,1.874,8.0,True,2023-07-14 07:15:00.085000+00:00,138.334,138.341,18.600000000000705,19.700000000000273,4.283333333333333,13.100000000000023,22.084488294086846,2023-07-14 06:56:09.731000+00:00,1.0,381.557,3448.712,0.7000000000005002,2023-07-14 10:15:02.144000+00:00,138.685,138.69,-35.599999999999454,-355.99999999999454,18.600000000000705,-40.799999999998704,2899.038,10388.759,-8.400000000000318,-6.700000000000728,-3.499999999999659,12.800000000001432,11.099999999999,-35.599999999999454,False,False,True,TP_FIRST,-353.00000000000864,-353.999999999985,both
2023H2|F_ASIAN_RANGE_SWEEP|2023-07-17T07:45:00+00:00|-1,2023H2,2023-07-17,-1.0,SHORT,asian_high,2023-07-17 07:30:00+00:00,2023-07-17 07:45:00+00:00,2023-07-17 10:45:00+00:00,13439.0,13440.0,13452.0,138.735,138.365,28.0,138.595,138.742,138.593,138.705,138.705,138.103,59.70000000000039,597.0000000000039,28.0,0.0,138.737,138.364,True,138.597,138.743,138.592,138.705,2023-07-17 07:30:00.206000+00:00,2023-07-17 07:44:59.209000+00:00,1730.0,-1.0,True,True,2023-07-17 07:45:00.263000+00:00,2023-07-17 10:45:03.845000+00:00,138.702,138.703,138.103,138.108,0.1000000000004774,0.4999999999995452,59.39999999999941,593.9999999999941,69.99999999999886,-5.89999999999975,9693.975,410.908,10803.582,0.0,37.000000000000455,0.699999999997658,3.0000000000001137,11.000000000001364,3.699999999997772,2023-07-17 07:45:00+00:00,2023-07-17 10:45:00+00:00,A_EXACT_EXECUTABLE_12BAR,,-1946.0,17560.0,2.0,True,True,2.0,0.0,RAW|2023-07-17|2023-07-17T07:30:00Z|-1,2023-07-17,2023H2,2023-07,-1.0,SHORT,LONDON,2023-07-17 07:30:00+00:00,2023-07-17 07:45:00+00:00,2023-07-17 10:45:00+00:00,138.737,138.364,37.299999999999045,0.6000000000000227,0.01608579088471952,138.597,138.743,138.592,138.705,2023-07-17 07:44:08.886000+00:00,0.6000000000000227,2023-07-17 07:45:00+00:00,2023-07-17 07:44:11.177000+00:00,2.291,2.357,1.0,True,2023-07-17 07:45:00.263000+00:00,138.702,138.703,14.799999999999613,16.30000000000109,1.3666666666666667,6.499999999999773,41.697033231863685,2023-07-17 00:02:14.118000+00:00,1.0,27714.768,951.114,0.10000000000047748,2023-07-17 10:45:03.845000+00:00,138.103,138.108,59.39999999999941,593.9999999999941,69.99999999999886,-5.89999999999975,9693.975,410.908,-2.7000000000015234,3.499999999999659,15.999999999999659,33.69999999999891,48.40000000000089,59.39999999999941,True,True,True,TP_ONLY,593.9999999999941,599.9999999999943,both
